zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
48505,43.07,-83.69,171,,,2,4,16,7,5,3,11,4
48506,43.07,-83.62,337,,,4,28,25,14,31,12,18,14
48507,42.97,-83.72,1140,1,2,34,45,148,29,146,54,45,44
48509,43.02,-83.6,292,,,9,14,71,6,29,11,10,6
48519,42.98,-83.6,105,,,4,5,19,4,9,3,3,1
48529,42.97,-83.66,246,,,1,27,9,21,25,9,22,7
48532,43.01,-83.79,582,,,8,16,232,7,86,21,9,2
48551,42.98,-83.72,11,,2,1,,,3,1,,,1
48553,42.98,-83.72,2,,,,,,1,,,,
48554,42.98,-83.79,6,,,,,,,1,1,1,1
48601,43.41,-83.89,536,,1,11,32,71,55,30,15,51,31
48602,43.42,-83.97,489,,,15,24,96,25,72,10,12,6
48603,43.46,-84.03,841,,,32,50,151,23,143,38,41,13
48604,43.5,-83.97,526,,,21,24,73,19,72,15,26,6
48607,43.43,-83.93,101,,,12,3,13,1,17,2,1,6
48609,43.39,-84.08,216,1,,5,30,14,3,29,6,6,6
48610,44.14,-84.19,25,,,1,6,3,2,,,1,2
48611,43.63,-84.1,120,,,3,9,26,5,17,1,6,1
48612,43.88,-84.44,109,,,4,23,3,14,6,4,5,2
48613,43.96,-84.18,6,,,,1,1,,,,,1
48614,43.25,-84.3,9,1,,,1,,2,,,,
48615,43.43,-84.47,44,2,,1,3,5,1,4,,4,1
48616,43.19,-84.11,154,,,13,19,13,6,21,4,6,1
48617,43.85,-84.72,278,,,9,33,45,11,32,6,9,9
48618,43.74,-84.56,68,,,2,13,7,9,3,1,3,3
48619,44.82,-84.02,9,,,2,,,2,1,1,,
48621,44.74,-84.01,38,2,,2,3,3,3,3,1,,1
48622,43.84,-84.88,90,1,,2,14,12,5,7,3,1,3
48623,43.52,-84.13,253,,,7,49,34,7,31,11,12,13
48624,44.06,-84.46,287,6,,9,33,35,8,27,10,5,8
48625,44.05,-84.84,180,2,,10,20,16,5,15,4,3,6
48626,43.42,-84.22,85,,,1,13,6,6,12,,3,2
48627,44.46,-84.75,8,,,,2,1,,1,,,
48628,43.78,-84.33,21,,,1,6,,2,2,,,1
48629,44.31,-84.78,212,,1,12,26,15,6,19,5,3,8
48630,44.32,-84.77,9,,,,1,,,2,,2,
48631,43.69,-84,86,,,2,13,3,6,4,1,6,6
48632,43.86,-85.02,38,1,,3,4,6,2,3,,,1
48633,43.94,-84.93,9,,,,1,,1,,,,1
48634,43.75,-84.06,73,,,1,17,,3,7,2,6,1
48635,44.39,-83.99,17,,,1,3,,1,1,,,1
48636,44.6,-84.3,11,,,,1,,1,1,,2,1
48637,43.41,-84.34,39,,,2,4,2,5,4,,2,2
48638,43.42,-84.02,212,,,8,12,62,1,50,9,1,1
48640,43.58,-84.34,1342,,,97,66,303,18,165,34,22,4
48642,43.71,-84.24,512,1,,20,67,56,30,61,22,25,9
48647,44.66,-84.11,108,1,,5,12,9,9,11,5,1,2
48649,43.15,-84.22,14,,,,4,,,2,,1,
48650,43.85,-84,130,1,,11,14,16,11,14,1,3,3
48651,44.25,-84.61,93,,,5,15,9,1,11,3,,
48652,43.86,-84.2,10,,,,5,,1,,,,
48653,44.49,-84.6,188,,,4,27,20,4,20,10,2,7
48654,44.46,-84.14,67,2,,2,4,5,9,8,1,1,3
48655,43.29,-84.16,90,,,5,12,11,12,11,2,,1
48656,44.34,-84.45,42,,,1,10,4,,6,1,2,
48657,43.71,-84.42,96,,,3,15,6,1,13,2,4,4
48658,43.98,-83.94,164,,,6,7,23,14,20,2,6,6
48659,44.07,-84.05,41,,,1,6,4,4,3,1,1,1
48661,44.32,-84.24,396,3,,17,47,60,20,40,14,14,10
48662,43.41,-84.42,20,,,1,4,1,,2,,,
48667,43.6,-84.23,6,,,1,,,1,1,,1,1
48701,43.59,-83.56,20,,,,4,3,1,2,,4,1
48703,44.06,-83.68,84,,,4,9,8,7,9,,1,2
48705,44.7,-83.66,5,1,,,,,1,,,,
48706,43.6,-83.95,984,,,34,72,144,57,121,33,43,15
48708,43.56,-83.85,586,1,,16,25,116,24,103,12,20,11
48710,43.56,-83.99,6,,,,,,,2,,,
48720,43.84,-83.34,21,2,,1,7,,3,1,,,
48721,44.81,-83.34,7,,,,4,1,,1,,,
48722,43.35,-83.84,110,,,2,4,11,11,16,2,9,3
48723,43.48,-83.39,268,2,,12,14,44,11,44,12,12,3
48724,43.46,-83.93,15,,,,4,,3,1,,1,2
48725,43.94,-83.21,60,,,4,6,5,2,4,2,1,3
48726,43.61,-83.17,138,1,,5,19,20,9,17,4,4,7
48727,43.31,-83.17,11,,,,4,1,3,,,,1
48728,44.73,-83.82,8,3,,,,,,,,,
48729,43.5,-83.17,8,,,,,,,1,,,3
48730,44.34,-83.46,156,1,,8,17,16,9,22,2,1,2
48731,43.84,-83.15,38,,,2,,2,3,5,,2,5
48732,43.61,-83.79,169,,,2,9,31,9,19,5,4,3
48733,43.53,-83.59,22,1,,1,2,1,,2,,2,2
48734,43.36,-83.75,274,,,15,22,33,12,33,4,6,3
48735,43.67,-83.27,14,,,1,1,1,1,1,,4,1
48737,44.55,-83.69,20,2,,1,2,,1,1,2,1,
48738,44.55,-83.33,6,,,,1,1,1,2,,1,
48739,44.37,-83.84,70,,,4,14,6,,4,2,,1
48740,44.66,-83.37,47,,,3,4,4,5,7,,1,
48741,43.4,-83.18,23,,,,5,2,,1,,2,2
48742,44.74,-83.44,43,1,,1,4,5,9,5,,1,
48743,44.44,-83.86,3,,,,1,,,1,,,
48744,43.35,-83.36,46,,,1,12,4,1,5,1,1,1
48745,44.56,-83.48,11,1,,,2,1,,2,,,
48746,43.26,-83.55,91,1,,2,16,11,6,11,1,1,3
48747,43.52,-83.76,16,,,,2,1,2,1,,3,1
48748,44.3,-83.74,21,1,,,6,2,1,,,,
48749,44.05,-83.9,14,,,,4,1,1,,,1,
48750,44.45,-83.47,207,1,,11,18,14,15,24,12,1,4
48754,43.73,-83.23,12,1,,,3,,1,1,,1,
48755,43.79,-83.25,116,,,6,13,17,8,10,,10,5
48756,44.23,-83.97,49,,,1,7,3,1,3,2,4,2
48757,43.47,-83.68,79,1,,1,12,4,3,11,,9,5
48759,43.73,-83.39,73,1,,2,12,4,7,7,,2,2
48760,43.32,-83.26,5,,,,,1,,2,,1,
48761,44.51,-83.89,5,,,,,,3,1,,1,
48762,44.82,-83.46,22,,,1,5,1,1,1,,1,1
48763,44.26,-83.61,138,1,,9,14,23,6,17,2,2,2
48765,44.15,-83.72,5,,,,3,,1,,,,
48766,44.11,-83.84,13,,,,2,,,1,,2,3
48767,43.65,-83.46,30,,,1,3,3,,2,,,4
48768,43.37,-83.58,136,,,5,27,11,9,15,2,6,8
48770,44.25,-83.81,25,,,,6,,2,2,,3,3
48801,43.37,-84.68,316,,,16,13,55,14,46,10,11,10
48806,43.19,-84.5,29,,,2,4,5,3,2,,3,2
48807,43.15,-84.4,9,,,,2,,,1,,1,
48808,42.83,-84.44,59,1,,3,15,5,1,5,3,,1
48809,43.08,-85.26,166,,,4,23,13,32,18,1,3,3
48811,43.18,-84.85,74,1,,2,9,8,4,11,,2,4
48813,42.58,-84.85,418,2,3,14,51,48,22,61,16,18,16
48815,42.83,-85.26,26,,,,5,2,3,2,,1,
48816,42.77,-83.96,8,,,1,1,,2,,,1,
48817,43.01,-84.04,83,1,,6,12,5,6,12,2,2,3
48818,43.27,-84.89,29,,,3,7,,1,1,,1,
48819,42.55,-84.28,25,,,,5,2,2,2,,2,3
48820,42.86,-84.59,305,,,6,36,40,4,60,15,9,4
48821,42.64,-84.65,79,,,3,12,4,2,14,2,3,1
48822,42.84,-84.76,43,,,1,12,2,1,6,1,,5
48823,42.76,-84.46,1092,2,,47,32,171,19,270,69,14,5
48825,42.73,-84.48,14,,,2,,,,4,,2,
48827,42.51,-84.66,207,,,5,24,25,15,29,6,6,2
48829,43.4,-85.02,80,,,2,6,7,7,8,1,8,3
48831,43.1,-84.37,39,2,1,3,3,2,3,5,,3,1
48832,43.41,-84.78,8,,,,1,,,,,,1
48834,43.13,-85.03,16,,,1,2,,,2,1,,1
48835,43.02,-84.75,58,,,2,16,2,1,9,,4,2
48836,42.67,-84.08,227,,,4,50,12,21,25,8,9,5
48837,42.75,-84.77,313,1,,12,35,43,10,58,13,12,6
48838,43.18,-85.26,400,1,,15,22,57,34,57,13,16,6
48840,42.76,-84.38,175,1,1,11,16,28,6,41,5,4,2
48841,43.11,-84.24,10,,,,1,,1,,,1,
48842,42.63,-84.54,307,,,12,34,32,17,45,14,11,7
48843,42.58,-83.92,1125,,,38,140,91,71,188,34,64,29
48845,43.1,-84.85,8,,,,2,,,1,,,1
48846,42.99,-85.06,299,1,,9,26,42,10,48,10,4,6
48847,43.27,-84.58,127,2,,5,10,20,15,11,2,4,2
48848,42.89,-84.35,90,1,,2,23,6,4,14,3,2,4
48849,42.81,-85.12,115,,,,13,10,6,13,2,9,8
48850,43.44,-85.25,84,2,,4,11,8,2,9,,5,4
48851,42.95,-84.94,14,,,1,4,1,2,,,,2
48852,43.35,-85.05,2,,,1,,,,,,,
48853,43.1,-84.69,7,,,,1,,,1,,,
48854,42.58,-84.45,373,1,,9,48,34,19,62,16,18,6
48855,42.68,-83.9,218,1,,5,49,4,12,27,5,15,7
48856,43.2,-84.73,21,,,1,3,,1,4,,1,3
48857,42.84,-84.16,34,,,,6,4,1,2,1,4,1
48858,43.62,-84.8,1106,3,,40,86,191,35,156,49,44,21
48860,43.05,-84.92,8,,,,1,1,,1,,,1
48861,42.73,-84.93,26,,,,10,2,1,2,,,
48864,42.7,-84.39,839,3,,24,24,121,15,224,36,18,7
48865,43.09,-85.1,14,,,1,2,1,,,1,1,2
48866,43,-84.38,66,1,,2,6,4,4,5,1,3,7
48867,43,-84.19,586,1,,29,33,72,40,75,20,22,13
48871,43.16,-84.67,19,,,,5,1,,2,1,2,3
48872,42.8,-84.22,102,,,5,19,11,2,6,2,3,3
48873,43,-84.84,14,1,,1,3,,2,1,,1,
48874,43.19,-84.59,1,,,,,1,,,,,
48875,42.86,-84.94,168,,,3,34,19,7,18,7,8,6
48876,42.64,-84.73,43,,,2,5,1,2,7,2,4,1
48877,43.4,-84.84,18,,,,5,2,2,,,,2
48878,43.71,-84.78,35,,,,8,2,3,2,1,4,2
48879,43,-84.58,337,1,1,11,24,35,18,49,11,17,12
48880,43.46,-84.58,116,,,2,10,19,11,7,3,7,9
48881,42.93,-85.2,83,,,2,10,7,10,14,3,3,
48883,43.54,-84.67,88,,,2,14,15,4,8,3,5,5
48884,43.21,-85.05,55,,,3,8,6,6,3,1,1,2
48885,43.24,-85.15,10,,,1,,1,,1,,,
48886,43.42,-85.16,28,,,,7,1,1,2,,,1
48888,43.31,-85.11,88,,,3,11,14,1,14,1,1,
48889,43.29,-84.81,13,1,,,3,2,2,,,,
48890,42.77,-84.97,25,1,,4,4,1,1,,1,4,
48891,43.4,-84.91,31,,,2,4,1,1,2,,4,3
48892,42.63,-84.17,62,1,,1,13,1,7,5,3,3,9
48893,43.69,-84.98,81,3,,3,19,9,8,9,1,1,3
48894,42.92,-84.79,31,,,1,8,2,4,7,,,1
48895,42.69,-84.28,261,,,9,29,20,15,59,8,17,2
48896,43.52,-84.9,8,,,1,,1,1,,,1,
48897,42.7,-85.13,20,,,1,6,,1,2,,,2
48906,42.79,-84.59,618,,,24,59,35,37,76,21,56,20
48910,42.7,-84.52,591,2,,21,28,108,21,65,15,22,14
48911,42.67,-84.57,589,,,23,31,89,15,72,24,51,18
48912,42.74,-84.52,615,,,34,16,88,24,78,17,23,4
48915,42.74,-84.57,78,,,3,1,15,4,6,2,2,2
48917,42.73,-84.64,1079,,2,35,53,123,28,157,52,52,41
48933,42.73,-84.55,407,,2,30,4,29,6,126,16,11,4
49001,42.26,-85.56,636,1,,16,37,83,68,61,23,63,19
49002,42.2,-85.56,764,,,26,34,77,38,129,26,34,15
49004,42.35,-85.56,158,,,4,19,14,18,16,2,9,3
49006,42.29,-85.63,273,,,11,19,37,4,30,12,6,1
49007,42.3,-85.59,599,,,30,9,60,40,160,21,22,5
49008,42.26,-85.62,429,,,10,10,69,7,74,19,11,3
49009,42.3,-85.7,853,,,36,88,105,23,167,40,40,12
49010,42.53,-85.87,329,1,,12,36,45,19,50,7,11,9
49011,42.11,-85.22,24,,,,2,2,,4,,,1
49012,42.37,-85.34,45,,,6,3,6,3,5,1,,
49013,42.31,-86.11,76,,,1,6,15,6,12,1,2,6
49014,42.31,-85.11,306,,,8,39,43,12,40,10,7,8
49015,42.28,-85.23,699,,1,20,23,88,23,107,26,22,12
49017,42.4,-85.22,471,1,,23,23,79,12,81,13,13,9
49021,42.46,-85.05,51,,,2,9,5,1,3,3,1,2
49022,42.11,-86.36,684,,,22,45,55,65,54,25,40,13
49024,42.21,-85.62,683,,,15,32,116,17,157,26,19,11
49026,42.38,-85.96,30,,,2,6,3,,3,1,2,1
49027,42.35,-86.07,2,,,,,,,,,,
49028,41.85,-85.19,94,,,4,10,7,12,9,1,4,4
49029,42.14,-85.1,8,,,1,2,1,2,,,,
49030,41.87,-85.34,35,1,,,2,3,7,,,2,2
49031,41.9,-85.97,122,1,,8,10,18,11,16,2,8,2
49032,41.91,-85.52,57,,1,1,2,10,9,10,2,1,1
49033,42.23,-85.09,13,,,,4,3,,2,,,1
49034,42.23,-85.34,27,,,1,3,1,2,2,1,,2
49036,41.91,-85.03,571,1,,21,35,71,35,79,26,28,19
49037,42.33,-85.24,292,,,3,18,23,36,26,10,25,13
49038,42.2,-86.32,147,,,4,16,12,18,16,3,2,2
49040,41.97,-85.33,42,,1,,7,3,4,5,1,1,1
49042,41.86,-85.67,69,1,,,9,1,12,7,1,4,7
49043,42.29,-86.27,21,,,1,2,,1,1,,1,1
49045,42.1,-86,78,,,,9,14,2,9,3,2,6
49046,42.52,-85.39,96,2,,2,11,9,7,7,2,4,3
49047,42,-86.12,266,1,,8,21,29,23,37,12,10,8
49048,42.27,-85.49,460,1,,11,32,75,28,45,16,40,21
49050,42.5,-85.25,9,,,,4,,2,,,,
49051,42.18,-85.24,23,,,,9,1,1,2,1,2,2
49052,42.11,-85.32,4,,,,2,,,,,,1
49053,42.29,-85.42,109,,,4,15,6,9,10,3,9,6
49055,42.37,-85.86,82,1,,4,14,8,4,7,1,4,1
49056,42.4,-86.06,22,3,,,3,2,2,,,3,
49057,42.18,-86.16,80,1,,5,7,6,5,8,1,4,6
49058,42.64,-85.3,401,3,,13,40,53,22,58,8,7,7
49060,42.42,-85.39,17,,,1,1,,,1,,1,1
49061,41.87,-85.82,25,1,,1,7,,1,1,,2,1
49064,42.22,-86.05,41,,,2,6,2,6,4,1,5,2
49065,42.14,-85.84,81,,,2,10,4,9,7,1,4,5
49066,42.04,-85.34,6,1,,,1,2,,,,,
49067,42.02,-85.8,56,1,,1,7,2,8,5,,3,3
49068,42.28,-84.94,433,,,21,26,49,26,65,13,18,19
49070,42.54,-85.63,35,,,1,4,2,6,4,1,4,1
49071,42.23,-85.78,161,2,1,5,28,15,9,21,5,8,2
49072,42.01,-85.46,56,1,,2,9,4,8,4,1,2,3
49073,42.57,-85.13,64,4,,1,5,6,1,6,2,1,1
49074,42.32,-85.54,6,,,,,1,,,,,
49075,41.92,-85.45,6,,,,,,,1,,1,
49076,42.43,-84.88,55,,,,6,3,6,5,1,2,4
49078,42.47,-85.73,133,,,4,14,16,16,17,1,5,
49079,42.24,-85.91,269,2,,9,24,21,15,34,6,16,7
49080,42.46,-85.59,290,,2,4,30,26,21,35,10,15,7
49082,41.94,-84.88,96,1,,1,22,4,14,6,1,3,2
49083,42.38,-85.46,175,1,,4,21,20,13,35,6,7,2
49084,42.18,-86.38,10,,,,,,2,,,1,1
49085,42.05,-86.46,785,1,,24,49,143,36,154,32,35,14
49087,42.12,-85.7,118,,,8,12,8,14,17,2,6,3
49088,42.18,-85.42,36,,,1,9,1,4,7,,1,1
49089,42,-85.24,6,,,,1,2,,,,,
49090,42.41,-86.21,401,,,15,23,30,24,54,13,21,3
49091,41.82,-85.46,448,3,2,16,21,36,52,69,12,17,14
49092,42.1,-84.98,40,1,,1,1,,6,5,,,3
49093,41.97,-85.65,366,1,1,15,23,38,28,51,14,12,10
49094,42.05,-85.11,53,,,1,4,2,6,9,,3,1
49095,41.91,-85.9,14,,,,5,1,1,1,,,
49096,42.65,-85.02,38,1,1,2,14,2,4,1,2,1,2
49097,42.12,-85.49,140,1,,1,28,14,17,18,3,2,6
49098,42.16,-86.24,106,1,,6,16,19,4,9,,4,
49099,41.79,-85.67,91,2,4,1,9,4,15,6,2,6,8
49101,41.94,-86.48,54,,,2,14,1,11,6,1,2,
49102,41.95,-86.25,16,,,,4,3,,1,1,1,1
49103,41.95,-86.38,175,,,7,31,24,10,23,7,4,6
49104,41.96,-86.36,7,,,1,,,,,,,
49106,41.94,-86.55,125,,,6,10,10,14,14,2,5,3
49107,41.84,-86.42,154,,,5,14,12,18,17,6,7,4
49111,42.02,-86.29,62,,,2,17,3,7,5,1,7,2
49112,41.8,-86.03,116,,,4,12,10,18,17,4,7,1
49113,41.8,-86.5,16,,,1,2,,4,1,,,1
49115,41.88,-86.63,14,,,,,1,,,1,1,
49116,41.85,-86.66,13,,,1,1,,2,2,,,
49117,41.78,-86.73,160,,,7,14,11,3,25,12,2,4
49119,41.87,-86.55,6,,,,,,2,,,1,
49120,41.83,-86.23,620,2,,13,42,64,43,85,30,32,24
49125,41.89,-86.58,61,,,2,10,2,6,4,3,4,1
49126,42.03,-86.37,16,,,,2,1,3,,,1,
49127,42.01,-86.52,256,,,2,28,21,31,42,11,10,3
49128,41.82,-86.6,82,,,7,8,2,2,14,1,2,2
49129,41.82,-86.69,40,,,1,3,,2,5,5,1,
49130,41.77,-85.86,34,,,1,,1,3,3,3,2,2
49201,42.28,-84.38,803,,1,30,60,138,59,132,28,45,16
49202,42.27,-84.41,746,,1,24,27,78,48,70,30,28,14
49203,42.22,-84.4,588,,,14,36,77,75,84,20,45,16
49220,42,-84.34,53,,,1,6,3,5,7,4,,3
49221,41.9,-84.06,835,2,,24,56,130,37,119,35,27,18
49224,42.28,-84.75,183,,,5,13,18,19,15,2,10,7
49227,41.95,-84.77,13,,,,2,,1,,1,,3
49228,41.81,-83.88,121,,,4,11,12,16,21,2,10,4
49229,41.99,-83.83,26,,,,9,,2,,,3,1
49230,42.09,-84.22,189,,,13,20,25,7,23,8,2,5
49232,41.74,-84.66,26,,,1,3,,2,4,1,2,2
49233,42.06,-84.36,40,,,3,7,3,2,5,1,2,3
49234,42.13,-84.37,44,,,1,13,2,7,3,1,1,
49235,41.86,-84.2,17,,,,4,,3,,1,,2
49236,42.08,-83.94,77,,,1,6,10,6,10,1,5,3
49237,42.17,-84.65,42,,,4,9,1,6,5,1,2,
49238,41.9,-83.79,16,,,,2,1,,1,,,4
49240,42.28,-84.18,123,2,,5,20,6,11,18,3,9,
49241,42.11,-84.6,22,,,1,3,2,2,4,1,,
49242,41.89,-84.62,344,,,16,14,57,24,52,9,11,9
49245,42.14,-84.81,58,,,2,9,1,9,7,1,4,4
49246,42.13,-84.51,35,,,2,12,1,3,1,,1,
49247,41.84,-84.34,100,,,5,15,14,9,10,2,5,2
49248,41.76,-84.01,10,,,,2,,1,2,,,1
49249,42.03,-84.45,21,,,,2,1,1,2,,1,
49250,42.02,-84.63,130,,,1,14,17,16,19,4,4,7
49251,42.47,-84.41,81,3,,1,10,4,4,9,4,3,1
49252,42.04,-84.77,52,,,1,5,3,11,5,,5,4
49253,41.97,-84.27,38,,,3,4,1,1,2,4,,1
49254,42.23,-84.32,71,,,2,6,5,7,7,,3,3
49255,41.77,-84.84,3,,,,,2,,,,,
49256,41.75,-84.21,47,,,1,4,8,4,5,,4,1
49259,42.37,-84.26,15,,,,2,,3,1,,,
49261,42.16,-84.24,24,,,,2,1,,2,,2,1
49262,41.96,-84.47,13,,,,2,,1,1,,,
49264,42.45,-84.56,17,1,,,8,2,1,,,,
49265,42.01,-84.18,54,,,2,2,7,2,10,1,4,7
49266,41.84,-84.55,29,,,1,7,2,5,1,1,1,1
49267,41.76,-83.72,95,,,5,22,3,12,3,3,4,4
49268,41.87,-83.93,11,,,,5,,,2,1,,
49269,42.29,-84.59,60,,,5,11,3,4,8,4,1,1
49270,41.87,-83.68,55,1,,2,13,2,5,4,1,4,3
49271,41.83,-84.45,20,,,,2,1,1,,,,4
49272,42.39,-84.35,19,,,1,2,,1,6,,2,
49274,41.85,-84.76,38,1,,2,3,3,2,3,1,2,2
49276,41.79,-83.78,11,,,,2,,,,,,4
49277,42.39,-84.47,27,,,1,2,,3,6,,4,
49279,41.78,-84.1,7,,,1,1,,1,1,,,1
49282,42.03,-84.4,16,,,1,1,1,,1,,,1
49283,42.21,-84.55,69,1,,1,5,9,8,8,4,1,1
49284,42.39,-84.69,28,,2,1,6,2,5,3,,,3
49285,42.48,-84.21,91,1,,8,13,9,5,7,3,6,2
49286,42.01,-83.93,318,,,16,26,42,26,42,7,9,9
49287,42.02,-84.07,25,,,,9,,1,1,1,,
49288,41.73,-84.43,18,,,1,2,1,1,3,,3,2
49289,41.77,-84.11,2,,,,,,1,,,,
49301,42.97,-85.48,446,3,,20,40,27,15,116,29,36,10
49302,42.82,-85.4,122,1,,6,32,1,6,23,7,7,5
49303,43.27,-85.86,14,,,,3,,4,,,1,
49304,43.91,-85.87,90,1,,5,5,13,5,5,2,,
49305,43.75,-85.15,24,,,2,2,2,,1,1,,1
49306,43.08,-85.57,209,,,10,34,16,21,43,10,11,3
49307,43.7,-85.49,457,2,,22,20,56,21,69,25,8,8
49309,43.76,-85.88,17,1,,1,1,,,,,2,1
49310,43.51,-85.05,31,,,2,4,1,,5,,1,
49312,43.69,-85.81,5,,,,,,1,,,,1
49315,42.8,-85.74,624,1,2,17,89,28,38,86,17,55,37
49316,42.79,-85.55,485,,1,9,79,42,27,81,19,30,9
49318,43.23,-85.82,13,,,,5,,,1,,1,
49319,43.23,-85.53,269,1,,9,41,17,22,25,8,12,13
49320,43.75,-85.28,2,,,,,,,,,,
49321,43.07,-85.68,415,,1,21,58,16,45,52,11,42,10
49322,43.36,-85.35,9,,,,3,,,,,,
49323,42.73,-85.79,143,1,,1,44,3,6,17,1,6,9
49325,42.76,-85.3,35,1,,1,8,,7,2,,,3
49326,43.25,-85.32,28,,,3,4,1,,2,3,1,1
49327,43.32,-85.85,110,3,,2,28,8,5,6,8,5,3
49328,42.63,-85.76,60,1,,1,11,1,8,8,1,2,2
49329,43.41,-85.48,89,,,6,11,5,7,11,2,4,6
49330,43.24,-85.74,72,,,2,18,3,5,4,2,5,2
49331,42.95,-85.35,345,2,,17,60,35,18,41,8,9,7
49332,43.62,-85.25,45,,,2,2,10,5,2,1,,
49333,42.7,-85.46,166,1,1,4,29,13,11,21,5,13,5
49335,42.74,-85.67,25,,,,5,,4,2,,3,2
49336,43.51,-85.44,33,,2,,2,2,2,2,1,1,6
49337,43.44,-85.71,207,2,,7,18,19,15,29,8,3,5
49338,43.77,-85.6,20,1,,,3,2,,1,,2,2
49339,43.33,-85.5,21,,,2,6,,,1,,,1
49340,43.62,-85.11,53,,,3,6,3,6,4,,2,
49341,43.12,-85.49,717,1,,21,106,65,36,141,28,48,16
49342,43.69,-85.32,7,,,,1,,,,,1,
49343,43.3,-85.54,64,1,,,19,5,7,5,,2,3
49344,42.59,-85.59,40,,,2,10,1,1,2,1,1,3
49345,43.16,-85.7,240,2,1,8,31,23,26,26,12,18,6
49346,43.59,-85.42,67,,,2,10,3,4,10,9,3,2
49347,43.32,-85.35,12,,,,4,1,,2,,,1
49348,42.69,-85.61,260,2,,5,40,17,13,26,11,21,14
49349,43.58,-85.75,82,,,1,6,10,4,11,,3,2
49401,42.98,-85.94,235,,,6,40,24,19,25,11,9,5
49402,43.93,-86.03,17,,,2,2,,,,1,,1
49403,43.14,-85.86,43,1,,,10,3,5,4,,5,1
49404,43.06,-85.95,227,2,,5,27,16,30,26,5,7,11
49405,43.91,-86.19,15,,,1,1,1,1,,,1,
49406,42.64,-86.2,76,,,4,3,5,4,14,3,,
49408,42.57,-86.12,110,1,,4,18,7,8,8,4,1,4
49410,44.03,-86.13,15,,,1,2,2,4,2,,1,1
49411,44.1,-86.25,19,,,,4,2,1,1,,1,
49412,43.47,-85.95,338,1,,11,27,45,15,42,12,16,4
49415,43.15,-86.11,121,,,4,18,11,14,10,,6,2
49417,43.02,-86.16,871,1,1,41,65,83,97,145,32,32,11
49418,42.88,-85.77,1053,,,29,94,84,47,173,39,60,21
49419,42.68,-85.98,169,,,1,50,10,19,11,2,10,12
49420,43.72,-86.28,149,,2,7,16,19,8,22,4,5,2
49421,43.6,-86.07,60,,,1,9,6,4,7,2,1,2
49423,42.74,-86.08,1345,1,1,28,107,141,118,200,63,68,35
49424,42.84,-86.13,1090,,,32,90,106,133,142,40,77,23
49425,43.43,-86.09,29,,,2,4,4,2,1,,1,1
49426,42.86,-85.89,669,1,,19,155,31,39,88,20,37,24
49428,42.92,-85.84,572,,,19,110,45,38,82,16,39,18
49431,43.99,-86.41,566,1,,25,40,69,29,65,33,14,15
49434,42.77,-86.22,5,,,3,1,1,,,,,
49435,43.02,-85.84,91,1,,5,18,3,10,10,3,6,6
49436,43.68,-86.47,56,,,5,6,2,3,1,5,,1
49437,43.46,-86.38,106,,,3,11,5,10,8,3,1,8
49440,43.24,-86.25,156,,,7,2,12,8,56,,5,7
49441,43.18,-86.28,710,,,31,37,82,52,103,25,30,18
49442,43.24,-86.14,549,3,,10,34,75,60,59,19,28,9
49444,43.18,-86.2,675,,2,20,39,89,56,73,16,32,12
49445,43.29,-86.29,325,,,13,38,35,12,43,7,11,8
49446,43.55,-86.38,39,,,2,3,3,3,5,,1,
49448,43.09,-86.07,71,,1,2,11,3,11,6,2,9,3
49449,43.79,-86.39,79,2,,3,8,3,4,8,2,1,4
49450,42.48,-86.08,13,,,,1,2,,,,,
49451,43.21,-85.97,76,,,3,11,5,8,7,1,2,3
49452,43.51,-86.26,19,,,,2,1,2,,,,1
49453,42.66,-86.17,163,,,13,7,4,4,15,6,2,4
49454,43.95,-86.29,84,1,,5,9,9,,9,2,4,
49455,43.61,-86.38,104,1,,3,13,13,15,12,4,4,2
49456,43.09,-86.21,402,2,,6,41,33,65,46,14,29,13
49457,43.35,-86.15,79,2,,1,19,5,2,8,5,1,2
49458,43.92,-86.1,10,,,2,,1,,1,,,
49459,43.74,-86.11,10,,,,2,1,1,1,1,,1
49460,42.93,-86.15,119,1,,4,27,6,4,11,4,14,5
49461,43.38,-86.32,227,,,11,23,26,18,27,4,3,4
49464,42.84,-85.98,693,1,2,22,113,52,102,86,14,50,24
49503,42.96,-85.66,1694,,,60,52,220,85,480,66,71,27
49504,42.98,-85.71,834,,,32,53,55,69,137,28,56,20
49505,43,-85.64,504,1,,21,36,60,42,92,30,25,4
49506,42.95,-85.61,632,,,27,31,94,15,125,35,25,5
49507,42.93,-85.66,394,,,11,28,35,45,34,8,38,10
49508,42.88,-85.62,769,,,20,34,113,44,111,28,36,29
49509,42.9,-85.69,659,1,,23,44,63,50,78,22,56,25
49512,42.88,-85.52,1298,1,1,37,50,48,145,143,40,172,82
49519,42.9,-85.72,409,,2,13,37,43,39,71,15,26,12
49525,43.02,-85.59,858,,,32,49,113,20,199,37,25,7
49534,42.96,-85.79,453,1,,7,62,34,64,61,19,35,14
49544,43.04,-85.75,572,,,13,65,50,61,64,12,49,21
49546,42.93,-85.54,1390,,,65,39,244,14,418,92,73,24
49548,42.87,-85.66,889,,,9,87,41,91,70,31,140,41
