zcta,JobsTotal1000,JobsAgriculture1000,JobsEntertainment1000,JobsConstruction1000,JobsHealthcare1000,JobsManufacturing1000,JobsProfessional1000,JobsRealestate1000,JobsTrade1000,JobsTransport1000,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty,y
66942,3,3,0,0,0,0,0,0,0,0,308,31,3,13,15,163,208,3,0,0
66943,29,0,1,0,5,1,5,0,1,1,546,83,31,41,11,351,383,27,0,0
66944,15,0,0,0,0,0,0,0,7,0,128,4,0,1,3,96,124,4,1,0
66945,37,0,0,10,5,0,3,0,1,0,931,108,38,24,46,618,712,66,2,1
66946,7,0,0,0,0,0,0,0,0,0,126,1,0,0,1,91,100,10,0,0
66948,11,0,0,0,0,0,3,0,3,0,525,81,50,26,5,315,418,39,0,1
66949,17,0,0,1,1,0,3,0,5,2,786,125,40,51,34,548,640,24,0,0
66951,30,0,1,2,2,1,3,0,1,3,790,67,24,36,7,574,681,61,3,1
66952,30,0,0,3,0,0,9,0,6,3,330,72,3,43,26,267,290,30,0,1
66953,37,0,0,4,1,3,3,1,4,3,638,74,26,46,2,408,493,50,5,1
66955,11,0,0,0,0,0,0,0,11,0,87,10,0,6,4,71,82,1,0,0
66956,45,0,0,3,3,0,7,0,2,0,1019,160,64,62,34,800,864,60,0,1
66958,30,3,0,11,0,0,0,0,0,3,262,42,3,35,4,182,234,13,0,0
66959,22,0,0,0,0,7,3,0,0,0,270,51,30,21,0,198,207,16,0,0
66960,30,0,0,7,0,0,0,0,7,7,130,18,4,6,8,95,103,28,0,0
66962,50,3,0,10,3,0,10,0,6,0,295,62,32,22,8,198,222,16,0,1
66963,31,0,0,0,0,0,7,0,15,0,126,7,2,2,3,113,114,16,0,0
66964,37,0,0,0,0,0,0,0,15,7,132,21,5,9,7,108,120,6,0,0
66966,26,0,0,1,1,1,2,1,2,2,709,97,51,38,8,483,590,91,3,0
66967,50,0,0,5,4,1,8,1,2,0,2008,295,94,156,45,1486,1661,122,0,0
66968,50,0,1,2,6,3,6,3,3,0,1594,87,38,46,3,1182,1313,100,2,0
66970,25,0,16,0,0,0,0,0,0,0,118,31,0,31,0,104,104,8,0,0
67001,22,0,0,4,0,0,3,0,1,1,1512,42,6,25,11,762,1026,31,0,0
67002,22,0,0,1,3,0,3,0,0,0,14180,666,166,386,114,8796,10490,686,25,0
67003,42,0,1,2,4,2,6,0,2,1,2500,314,66,169,79,1769,1953,229,25,0
67004,18,1,0,1,3,2,1,0,1,2,915,109,58,46,5,518,630,54,0,1
67005,19,0,0,1,2,0,3,0,0,0,15526,3186,1243,1651,292,9917,11751,983,56,1
67008,20,0,0,3,0,3,0,0,0,3,539,36,6,24,6,445,479,18,0,1
67009,25,0,0,2,0,2,3,0,2,1,940,149,58,76,15,570,666,62,5,0
67010,19,0,0,3,2,0,3,0,0,0,13622,1185,431,618,136,8718,10330,637,41,0
67012,100,0,100,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0
67013,16,0,0,3,0,1,1,0,1,1,2547,273,43,203,27,1676,1981,101,2,1
67016,5,0,0,0,0,0,1,0,0,0,507,64,26,34,4,310,366,31,2,1
67017,19,0,0,3,0,1,2,0,0,2,2250,174,59,93,22,1433,1774,72,9,0
67018,9,0,0,4,0,0,0,0,0,4,219,60,28,32,0,127,145,3,1,0
67019,15,0,0,0,0,0,2,0,0,2,1162,165,34,114,17,801,938,39,2,0
67020,17,0,0,3,0,2,0,0,1,1,1763,204,86,107,11,1169,1385,71,10,0
67021,57,0,0,0,0,0,0,0,38,0,52,0,0,0,0,38,44,5,0,0
67022,25,0,1,1,3,0,2,0,1,0,1564,309,106,152,51,1121,1294,115,12,0
67023,3,0,0,0,0,0,3,0,0,0,299,27,10,8,9,216,239,3,0,0
67024,16,0,0,1,1,1,4,0,0,0,746,147,46,73,28,525,606,40,0,1
67025,18,0,0,3,1,0,2,0,1,0,3674,175,25,58,92,2443,2663,130,0,0
67026,17,0,0,3,2,1,1,0,0,1,4929,378,141,229,8,3217,3742,185,0,0
67028,10,0,0,0,0,0,0,0,3,0,284,23,0,12,11,180,221,18,4,1
67029,41,0,3,2,3,0,5,0,0,0,1004,137,57,71,9,682,792,135,7,0
67030,16,0,0,4,0,1,2,0,0,0,3179,196,145,47,4,1739,2260,122,0,0
67031,13,0,0,1,1,0,1,0,0,1,2740,257,109,117,31,1640,2008,130,0,0
67035,28,0,2,2,2,1,4,0,4,3,939,42,3,34,5,680,741,88,0,0
67036,35,0,0,0,0,0,11,0,11,11,84,16,2,2,12,59,65,5,0,1
67037,17,0,0,2,1,0,2,0,0,0,28279,1931,668,841,422,18871,22028,1965,37,0
67038,8,0,0,0,0,1,1,0,0,0,721,43,21,14,8,488,527,18,0,0
67039,11,0,0,3,0,0,2,0,0,0,3554,228,81,131,16,2339,2671,150,19,0
67041,9,0,0,0,0,0,0,0,3,0,307,40,22,18,0,189,236,5,0,1
67042,29,0,0,2,3,1,4,2,1,1,15537,2634,1013,1334,287,10566,12406,979,59,0
67045,34,0,2,3,3,0,5,0,1,0,3171,401,95,225,81,2283,2555,219,20,1
67047,8,0,1,0,0,0,1,0,0,0,729,134,55,79,0,558,598,89,1,0
67050,15,0,0,7,0,0,0,0,0,0,1506,77,28,40,9,983,1178,102,14,0
67051,13,0,2,2,0,0,0,0,2,4,430,36,8,28,0,311,345,29,0,0
67052,15,0,0,2,1,0,2,0,1,1,8814,824,345,407,72,5273,6169,206,0,0
67053,27,0,1,6,5,1,5,0,0,0,583,14,0,5,9,394,450,40,0,0
67054,58,0,2,4,4,0,5,0,5,2,1255,130,14,99,17,877,1027,81,0,1
67056,19,0,0,4,1,2,1,0,0,0,2980,203,46,114,43,1805,2161,116,9,0
67057,37,0,0,9,0,0,4,0,0,0,216,22,10,11,1,166,174,19,0,0
67058,40,0,0,2,2,5,3,0,2,0,1766,178,49,98,31,1297,1480,180,21,1
67059,21,0,1,1,3,0,1,0,2,0,837,132,59,64,9,528,646,49,9,1
67060,10,0,0,1,0,0,0,0,0,0,14027,956,353,530,73,8912,10550,770,34,1
67061,19,4,0,0,4,0,0,0,9,0,202,46,20,10,16,139,162,0,0,0
67062,22,0,1,2,2,2,2,0,0,0,3957,375,106,210,59,2799,3074,27,0,0
67063,32,0,0,0,3,2,4,0,0,0,3185,205,6,153,46,2316,2662,158,8,0
67065,14,0,0,0,0,3,3,0,3,0,284,5,1,2,2,182,201,7,0,0
67066,21,0,0,0,0,0,0,2,5,0,367,30,5,14,11,267,277,10,0,0
67067,21,0,0,7,0,1,3,1,0,1,1797,44,13,20,11,1216,1383,97,0,0
67068,34,0,1,2,3,1,4,1,2,1,4132,459,153,224,82,2866,3314,224,0,1
67070,49,0,0,7,3,1,6,0,2,1,1120,71,7,48,16,809,890,92,15,0
67071,13,0,0,0,0,0,0,0,0,0,151,34,0,34,0,109,121,25,0,0
67072,21,0,0,10,0,0,5,0,0,0,188,40,15,23,2,141,168,21,0,0
67073,10,0,0,2,0,0,0,0,2,0,373,15,5,8,2,250,275,8,2,0
67074,14,0,0,1,2,0,1,0,0,1,1698,107,10,95,2,1202,1318,61,0,0
67101,18,0,0,3,1,0,3,0,1,0,4662,555,319,236,0,2535,3255,146,0,0
67103,26,0,0,0,4,0,0,0,8,0,224,7,1,4,2,162,170,6,0,0
67104,45,0,2,2,3,0,5,1,1,1,2577,455,186,183,86,1755,2020,213,0,0
67106,44,0,0,6,6,0,6,0,6,6,156,0,0,0,0,143,143,12,0,0
67107,32,0,1,7,3,3,3,0,0,1,2546,117,33,47,37,1841,2081,205,11,0
67108,19,0,0,4,4,0,1,0,2,2,1454,90,41,44,5,1022,1139,134,0,0
67109,27,0,0,2,0,0,2,0,2,8,361,29,0,28,1,231,286,21,0,0
67110,13,0,0,1,1,0,2,0,0,0,8341,360,52,287,21,5493,6409,415,9,0
67111,24,0,0,8,0,0,0,0,4,0,247,11,0,11,0,166,202,27,6,0
67112,26,0,0,5,0,0,5,5,5,0,188,3,0,2,1,141,158,14,0,0
67114,24,0,0,1,3,1,3,0,0,0,21404,3043,1184,1731,128,14449,16634,1643,71,1
67117,18,0,0,3,2,0,2,0,0,1,1493,189,36,129,24,1080,1243,97,13,0
67118,16,0,1,2,0,3,1,0,1,0,765,89,28,56,5,525,594,38,0,0
67119,22,0,1,1,3,1,1,1,0,0,1386,115,17,78,20,977,1129,24,0,0
67120,12,0,0,0,0,1,0,3,2,0,1259,8,0,8,0,1056,1117,39,0,1
67123,12,1,1,1,0,0,1,1,1,0,733,66,18,48,0,384,533,52,0,0
67124,45,0,2,4,4,1,7,1,1,0,7805,1137,366,649,122,5157,6056,736,71,0
67127,35,0,1,2,2,5,2,0,0,1,670,18,6,11,1,467,553,25,0,0
67131,15,0,0,0,0,0,3,3,0,0,259,41,0,26,15,206,225,22,0,0
67132,5,0,0,0,0,1,0,0,0,0,512,69,4,46,19,321,374,20,0,0
67133,10,0,0,2,1,0,1,0,0,0,6395,424,205,208,11,4346,5073,301,0,0
67134,25,0,0,2,0,0,0,0,5,2,350,29,9,11,9,248,302,16,0,0
67135,12,0,0,3,0,0,1,0,1,0,3496,342,143,162,37,2102,2605,217,20,0
67137,27,0,0,5,0,0,3,0,1,1,549,59,10,43,6,417,468,15,5,1
67138,50,0,0,11,0,0,3,0,3,3,258,22,3,13,6,181,207,16,0,0
67140,20,0,0,0,2,0,1,0,1,2,766,80,10,50,20,523,591,31,4,0
67142,29,0,0,2,0,0,0,0,8,0,447,22,6,10,6,366,385,7,0,0
67144,10,0,0,2,0,0,1,0,0,0,2917,377,162,203,12,1698,2128,156,29,0
67146,11,0,0,2,0,0,2,0,0,0,1808,186,51,121,14,1239,1429,125,0,1
67147,18,0,0,2,0,1,3,0,1,0,9694,437,121,283,33,6467,7536,685,0,0
67149,20,0,1,4,0,1,1,1,1,2,872,14,1,12,1,607,672,51,0,1
67151,7,0,0,1,0,0,1,0,1,0,541,28,2,20,6,366,442,21,0,0
67152,25,0,0,1,3,1,3,1,1,1,8949,1514,500,855,159,6007,6928,628,62,0
67154,27,0,0,6,0,1,3,0,3,0,1259,74,23,45,6,799,909,34,0,0
67155,26,0,0,0,0,0,5,0,0,0,189,1,0,0,1,148,149,19,0,0
67156,28,0,0,2,5,1,4,1,1,1,13350,1844,377,1339,128,8926,10612,892,61,0
67159,63,0,7,0,7,0,0,0,15,0,126,7,0,7,0,122,122,9,0,0
67202,679,0,46,19,42,17,231,46,17,9,1280,372,17,306,49,1094,1263,531,10,0
67203,26,0,1,2,3,0,5,1,1,0,28230,5074,1569,3140,365,18791,22537,3517,126,0
67204,13,0,0,2,1,0,1,0,0,0,21197,3681,1416,1867,398,13886,16257,1296,73,1
67205,31,0,1,1,4,0,5,1,0,0,17335,907,511,305,91,11158,12965,836,0,1
67206,52,0,1,2,9,0,12,3,1,0,15760,1486,357,943,186,10959,12828,1517,137,1
67207,24,0,0,1,2,0,3,1,0,0,28878,4238,1831,2311,96,17906,22284,3656,161,0
67208,26,0,1,0,5,0,5,1,0,0,18197,3156,1046,1924,186,11589,14058,1907,91,1
67209,52,0,1,4,4,3,6,2,3,2,13451,1058,339,564,155,8895,10515,1106,14,1
67210,11,0,0,0,0,1,2,0,0,0,9685,2420,851,1468,101,5345,6854,602,101,0
67211,31,0,0,4,3,2,4,0,2,0,19106,6306,2493,3416,397,12016,14125,2406,115,0
67212,15,0,0,1,3,0,3,0,0,0,44591,4445,1497,2530,418,30265,35875,4705,126,0
67213,26,0,0,3,1,3,2,0,3,0,22050,6177,2226,3475,476,13701,16396,2091,133,0
67214,47,0,0,4,10,3,5,1,3,0,14911,6026,2321,3235,470,8646,10681,1165,119,0
67215,19,0,0,3,0,3,0,0,2,1,5741,273,29,181,63,3873,4405,268,29,0
67216,13,0,0,1,1,0,1,0,1,0,24235,5694,2462,2933,299,15252,17808,1927,173,1
67217,11,0,0,1,0,0,1,0,1,0,30192,5584,2563,2802,219,18516,22077,2347,158,0
67218,18,0,0,1,3,0,2,1,0,0,22639,5386,2040,2959,387,14599,17089,2605,102,0
67219,28,0,0,3,1,3,1,1,4,1,12246,2851,1332,1409,110,7418,8894,702,0,0
67220,17,0,0,1,3,0,3,1,0,0,14272,1994,353,1511,130,8973,11279,1066,23,0
67223,11,0,0,6,1,0,0,0,0,1,622,0,0,0,0,431,462,16,0,0
67226,35,0,1,0,5,0,6,1,2,0,18388,1496,208,1115,173,12599,15145,1978,77,0
67227,37,0,0,3,0,0,3,3,3,3,267,0,0,0,0,182,228,16,0,0
67228,10,0,0,0,1,0,4,0,0,0,2438,15,0,15,0,1347,1568,59,0,0
67230,12,0,0,1,1,0,3,1,0,0,10557,378,188,156,34,7178,7930,200,7,0
67232,9,3,0,3,0,0,0,0,0,0,315,131,58,73,0,221,221,0,0,0
67235,12,0,0,2,1,0,2,0,0,0,12853,160,38,88,34,8244,9509,268,0,0
67301,27,0,0,1,4,1,4,0,0,1,12520,2249,744,1350,155,8210,9602,773,77,0
67330,14,0,0,1,0,0,2,0,1,0,1651,94,32,59,3,1022,1273,151,0,0
67332,32,0,0,0,0,6,0,0,12,0,154,25,3,22,0,134,141,23,0,0
67333,21,0,1,2,2,3,2,0,0,1,2923,450,126,259,65,2052,2339,185,20,1
67334,36,0,0,0,0,0,0,0,0,0,55,25,8,15,2,45,47,4,0,0
67335,15,0,0,2,0,0,1,0,0,1,3370,566,180,351,35,2436,2761,187,14,1
67336,14,0,0,1,1,1,2,0,0,0,1737,438,160,238,40,1156,1393,83,7,0
67337,26,0,0,1,3,1,3,1,1,1,12225,2668,886,1573,209,8374,9565,870,123,0
67340,9,0,0,2,0,0,0,0,0,0,409,56,9,43,4,241,331,39,2,0
67341,5,0,0,0,0,0,0,0,0,0,190,0,0,0,0,172,179,16,0,0
67342,12,0,0,1,0,1,1,0,1,1,908,170,78,88,4,658,710,40,0,0
67344,11,0,0,0,0,0,1,0,0,1,795,155,52,82,21,568,623,38,2,0
67345,7,0,0,0,0,7,0,0,0,0,135,24,8,16,0,111,113,0,0,0
67346,24,0,0,5,2,2,0,0,0,2,369,19,4,10,5,295,297,26,4,0
67347,4,0,2,0,0,0,0,0,0,0,410,45,0,18,27,323,326,22,0,0
67349,34,0,0,1,1,0,10,0,0,1,1043,176,59,94,23,787,838,58,3,0
67351,6,2,0,2,0,0,0,0,0,0,486,48,13,30,5,343,438,1,0,1
67352,15,0,1,1,1,0,1,0,0,0,531,139,43,69,27,401,452,31,7,1
67353,25,0,0,0,1,0,5,0,1,0,515,57,18,27,12,399,418,25,2,0
67354,10,0,0,1,1,0,1,1,1,1,742,78,18,50,10,510,572,26,2,0
67355,11,0,0,0,0,5,5,0,0,0,174,37,13,24,0,127,136,17,0,0
67356,22,0,1,2,2,3,2,0,0,0,2696,396,133,220,43,1817,2051,188,4,1
67357,25,0,1,1,5,2,3,0,0,0,12107,2597,791,1566,240,8174,9580,654,31,0
67360,5,0,0,0,0,0,0,0,0,0,396,47,5,36,6,275,319,23,0,0
67361,25,0,1,0,4,1,1,0,0,0,1750,220,61,115,44,1286,1471,91,5,1
67363,69,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,43,9,0,0
67364,14,0,0,0,0,0,0,0,0,0,206,22,8,14,0,128,151,20,0,0
67401,29,0,1,2,3,1,4,1,1,1,49771,7691,2611,4562,518,33228,38740,4724,166,1
67410,28,0,1,3,2,0,3,0,0,1,10161,981,169,511,301,6985,7877,616,25,0
67416,14,0,0,1,0,2,0,0,1,1,1096,93,35,49,9,744,848,88,6,1
67417,8,0,0,0,0,0,0,0,0,4,240,30,11,19,0,156,167,30,0,0
67418,22,0,0,0,0,7,0,0,0,0,136,10,3,7,0,98,115,7,2,1
67420,44,0,2,4,3,1,6,1,4,2,4280,587,193,300,94,2868,3393,326,21,0
67422,15,0,0,2,2,0,1,1,1,1,1389,104,48,47,9,890,1050,89,0,0
67423,8,0,0,2,0,0,2,0,2,0,336,52,20,29,3,224,254,17,5,0
67425,13,0,0,5,0,1,0,0,1,1,745,77,16,53,8,461,543,55,0,0
67427,33,0,0,2,0,5,5,0,2,7,385,25,4,10,11,291,350,21,0,1
67428,24,0,0,5,0,1,2,0,0,1,1716,120,62,58,0,1100,1321,149,3,0
67430,40,0,0,9,1,1,3,0,1,3,621,52,14,21,17,497,541,34,0,0
67431,12,0,0,3,0,0,1,0,0,0,2321,185,52,103,30,1604,1846,191,4,0
67432,35,0,1,4,3,1,6,0,2,1,5881,611,297,257,57,4077,4605,279,31,1
67436,14,0,0,1,0,0,2,0,2,4,714,66,28,28,10,512,575,68,0,1
67437,44,0,1,1,5,2,3,0,3,3,1010,83,19,55,9,783,864,82,7,0
67438,21,0,0,3,0,6,0,0,3,0,321,7,0,7,0,212,251,11,0,0
67439,40,0,2,2,5,2,7,0,1,0,2667,146,15,84,47,1994,2265,236,0,0
67441,11,0,0,1,0,0,3,0,0,0,1072,174,86,86,2,685,836,78,3,0
67442,10,0,0,3,0,0,0,3,0,0,277,0,0,0,0,180,239,0,0,0
67443,23,0,0,5,0,1,1,0,1,6,1964,98,30,65,3,1188,1465,72,8,0
67444,19,0,1,1,1,1,0,1,3,1,578,84,41,34,9,400,442,47,0,1
67445,20,0,0,1,3,1,3,1,0,3,588,62,14,33,15,409,493,60,7,0
67446,33,0,4,4,4,1,1,0,0,5,680,21,7,6,8,450,533,36,0,0
67447,33,0,0,3,0,0,0,0,3,14,268,6,0,6,0,228,238,17,5,0
67448,10,0,0,2,0,1,2,0,1,0,1403,97,55,42,0,1002,1150,76,2,0
67449,23,0,0,1,2,1,1,0,1,0,2782,425,127,230,68,2104,2331,240,11,0
67450,23,0,3,0,3,0,3,0,1,0,641,60,14,34,12,480,521,44,0,0
67451,15,1,0,2,1,1,1,0,5,1,976,195,92,96,7,646,744,71,2,0
67452,29,0,0,0,0,0,4,0,9,0,202,16,7,5,4,134,168,19,0,1
67454,20,0,0,4,0,2,0,0,2,2,496,26,5,7,14,414,425,42,0,0
67455,37,0,1,4,3,0,7,0,1,2,1873,201,56,102,43,1300,1519,188,12,0
67456,27,0,0,3,2,0,3,0,0,0,4193,222,5,190,27,2905,3322,307,33,1
67457,29,0,3,6,2,1,3,0,3,0,791,94,36,45,13,499,597,48,1,0
67458,30,0,0,0,0,6,0,0,6,0,293,48,16,32,0,183,228,3,0,0
67459,41,0,3,0,0,7,7,0,7,3,265,38,12,26,0,177,207,53,0,0
67460,36,0,1,3,4,2,4,1,1,1,14490,1003,237,581,185,10015,11515,1518,36,0
67464,12,0,0,0,0,0,0,0,0,0,1028,71,40,11,20,710,807,77,0,0
67466,16,0,1,0,1,1,1,0,0,2,837,76,20,44,12,607,664,70,0,0
67467,31,0,0,2,2,1,6,0,2,0,2532,198,24,131,43,1749,2024,185,0,1
67468,40,4,4,0,0,8,0,0,8,4,246,41,20,17,4,178,184,7,0,0
67470,16,0,0,2,2,2,2,0,2,2,482,38,5,18,15,360,386,18,0,1
67473,39,0,0,3,3,1,5,0,3,1,1750,417,199,190,28,1180,1364,159,0,0
67474,15,0,0,0,0,0,0,0,3,3,253,12,7,5,0,154,175,4,0,0
67478,65,0,0,0,0,0,16,0,0,0,61,4,0,4,0,58,59,13,0,0
67480,14,0,0,2,1,1,0,0,2,1,1743,105,37,56,12,1180,1377,166,12,1
67481,22,0,1,1,1,0,1,1,1,0,533,62,16,30,16,403,434,51,0,1
67482,61,0,0,0,0,0,0,0,15,15,65,0,0,0,0,58,58,8,0,0
67483,29,0,0,14,0,0,2,2,2,0,336,83,43,33,7,217,232,17,0,0
67484,19,0,0,4,0,0,3,1,0,3,864,99,46,51,2,556,660,37,0,0
67485,41,0,2,7,4,4,2,0,4,0,406,17,4,12,1,266,290,30,0,0
67487,13,0,1,2,1,0,0,0,0,0,1372,63,18,41,4,905,1091,118,2,0
67490,29,0,1,2,5,1,1,1,1,0,875,167,42,46,79,613,723,38,2,0
67491,24,0,0,4,0,2,2,0,0,2,446,46,25,21,0,306,330,13,0,1
67492,27,0,0,3,0,0,3,0,3,0,252,36,3,33,0,153,223,51,0,1
67501,35,0,1,3,2,2,4,1,2,1,24472,5946,2161,3427,358,15587,18706,2470,311,0
67502,19,0,0,1,3,0,3,1,0,0,23240,1411,447,671,293,16661,18903,1596,20,0
67505,36,0,0,4,1,4,4,0,1,0,2237,286,42,184,60,1637,1985,225,0,0
67510,21,0,0,5,0,2,0,0,5,5,375,24,0,14,10,269,299,4,0,1
67511,24,0,0,3,0,0,9,0,0,6,332,3,0,0,3,271,278,9,0,0
67512,53,0,0,0,0,0,0,0,7,7,131,10,1,8,1,101,108,17,0,0
67513,16,0,0,0,0,0,0,0,16,0,62,7,0,0,7,51,54,0,0,0
67514,15,1,0,1,2,1,1,1,1,2,917,162,66,72,24,590,678,96,0,0
67515,32,0,0,0,0,0,0,0,32,0,31,8,3,5,0,28,28,3,0,0
67516,25,0,0,6,0,0,6,0,2,0,431,141,69,59,13,272,343,24,0,1
67518,13,0,0,0,0,0,0,0,13,0,73,0,0,0,0,52,66,3,0,0
67519,15,0,0,0,0,0,0,0,7,3,261,9,3,5,1,167,189,16,0,0
67520,14,0,2,0,0,2,2,0,0,2,420,14,0,14,0,271,290,12,0,0
67521,42,0,0,0,0,0,0,0,8,0,119,21,3,18,0,99,106,20,2,0
67522,21,0,0,3,2,0,3,0,1,2,2138,112,22,57,33,1469,1692,103,0,0
67523,21,2,0,2,0,0,4,0,2,2,413,67,26,36,5,297,329,36,8,1
67524,23,0,0,1,0,1,2,0,2,0,677,250,122,123,5,428,498,58,0,0
67525,60,0,1,5,1,0,3,1,7,4,894,37,0,12,25,679,750,74,5,0
67526,29,0,0,3,2,1,3,1,1,2,2902,337,102,203,32,2037,2310,222,3,1
67529,15,0,0,3,0,0,3,0,3,3,323,32,0,32,0,251,260,23,4,0
67530,37,0,1,3,4,1,5,1,2,0,18922,3206,1221,1574,411,12527,14772,1554,57,0
67543,26,0,1,2,2,2,3,1,1,1,1824,177,82,70,25,1211,1401,174,0,0
67544,24,0,0,1,2,1,2,0,1,0,3110,475,192,262,21,1954,2327,170,23,0
67545,36,0,0,6,0,6,6,0,0,0,164,4,0,3,1,128,148,28,0,0
67546,28,0,0,7,0,1,1,0,1,2,2339,218,37,100,81,1745,1938,127,5,0
67547,38,0,1,1,6,2,4,0,2,1,1613,181,61,93,27,1142,1288,146,0,0
67548,47,0,2,3,5,2,9,0,3,3,1308,159,21,127,11,966,1091,104,0,1
67550,28,0,0,2,3,0,6,1,1,1,4781,304,14,266,24,3405,3905,714,0,0
67552,17,0,0,0,0,1,5,0,5,1,572,68,20,41,7,428,472,54,0,1
67553,6,0,0,0,0,0,0,0,6,0,153,10,1,6,3,110,130,16,0,0
67554,30,0,0,0,2,1,3,1,1,2,4006,527,128,339,60,2605,3123,197,7,0
67556,19,0,0,3,0,0,0,0,3,3,256,15,0,12,3,219,233,19,0,0
67557,31,5,0,1,3,0,5,1,3,1,564,101,44,49,8,377,416,25,0,1
67560,52,0,1,2,4,1,5,1,6,2,1695,102,29,60,13,1220,1339,64,2,1
67561,15,0,0,5,0,0,0,0,1,0,1576,195,89,103,3,979,1227,75,2,1
67563,18,0,0,4,0,0,2,2,2,0,443,32,7,17,8,275,321,11,0,0
67564,19,0,0,0,0,3,6,0,3,0,308,19,9,10,0,221,264,10,0,0
67565,24,0,0,4,0,2,4,0,4,2,498,13,0,11,2,315,374,76,0,0
67566,22,0,0,5,0,2,0,1,0,1,715,68,36,28,4,429,540,38,0,0
67567,8,0,0,2,2,0,0,0,4,0,496,59,15,42,2,366,436,46,0,0
67568,17,0,0,0,0,0,0,4,0,4,234,39,20,19,0,176,194,5,0,0
67570,14,0,0,0,1,0,1,1,2,0,1346,154,55,87,12,939,1065,58,9,1
67572,32,0,0,4,4,2,2,0,4,0,434,42,14,15,13,341,354,34,0,0
67573,4,0,0,4,0,0,0,0,0,0,216,25,10,15,0,153,165,24,7,0
67574,19,0,0,0,0,3,3,0,7,0,258,32,8,22,2,197,217,28,0,0
67575,28,0,2,0,0,2,0,0,7,5,387,13,2,8,3,302,344,42,0,0
67576,34,0,0,3,3,0,4,0,2,1,1949,211,65,110,36,1312,1522,103,0,0
67578,31,0,0,1,3,0,2,0,0,3,1284,336,139,178,19,897,996,36,3,1
67579,30,0,1,1,2,1,5,0,2,1,2719,373,85,243,45,1867,2174,177,15,0
67581,14,0,0,2,2,0,2,0,0,0,344,40,13,24,3,203,220,7,0,1
67583,19,0,0,0,1,0,1,1,3,3,786,120,22,68,30,566,652,55,1,0
67584,49,0,0,3,3,6,6,0,6,0,321,39,10,24,5,244,283,24,0,1
67601,43,0,1,3,5,1,5,1,2,1,22836,3690,650,2828,212,13945,18470,2863,282,0
67621,37,0,0,17,0,0,2,0,2,2,349,31,2,18,11,268,294,27,0,1
67622,18,0,0,2,1,0,2,0,1,1,721,83,29,51,3,477,590,68,4,0
67623,48,0,0,4,9,0,0,0,4,4,205,48,20,19,9,167,180,11,0,0
67625,8,0,2,2,0,0,0,0,2,0,337,53,23,26,4,220,245,37,0,0
67626,35,0,5,0,0,0,0,5,0,5,167,10,0,7,3,114,121,4,0,0
67629,11,0,0,0,0,0,0,0,11,0,176,20,6,14,0,148,160,30,0,0
67631,14,0,0,9,0,0,0,0,0,0,203,6,0,6,0,170,182,10,0,1
67632,31,0,0,13,0,4,0,0,0,4,223,12,0,5,7,144,178,13,0,0
67634,14,0,0,0,0,3,0,3,3,0,268,10,0,6,4,184,217,45,1,0
67635,23,0,0,0,0,0,7,0,7,0,128,49,22,23,4,100,110,17,0,0
67637,23,0,1,2,2,1,2,1,1,0,2823,224,42,128,54,1877,2133,253,13,0
67638,12,0,0,0,0,0,3,0,6,0,325,45,18,17,10,201,241,16,0,0
67639,24,0,0,0,0,0,0,0,8,0,122,4,0,1,3,107,120,6,1,0
67640,27,0,1,12,1,0,1,0,1,0,583,38,16,19,3,364,447,55,6,1
67642,50,0,1,4,6,0,6,1,3,0,1633,149,24,87,38,1270,1413,150,20,0
67643,27,0,0,0,0,0,3,3,3,7,253,38,8,25,5,195,216,45,5,0
67644,20,0,3,0,0,0,3,0,6,3,288,32,14,17,1,212,230,16,4,1
67645,11,0,2,1,2,1,0,0,0,1,784,83,27,49,7,549,657,21,0,0
67646,41,0,1,5,2,4,7,1,1,1,700,149,46,92,11,479,574,51,3,0
67647,30,0,2,2,0,5,2,0,5,5,362,30,16,10,4,210,261,18,0,1
67648,31,0,5,5,0,0,1,0,0,3,567,40,2,22,16,455,505,52,0,0
67649,37,0,3,6,0,0,6,0,3,6,294,88,28,56,4,185,238,34,0,0
67650,46,4,0,4,0,0,4,0,4,9,215,28,11,16,1,157,166,10,5,0
67651,34,0,0,3,1,0,3,1,3,3,558,58,13,38,7,400,441,20,0,1
67653,21,3,0,3,0,3,0,0,0,3,273,27,2,25,0,200,228,21,0,0
67654,51,0,2,6,5,1,8,0,2,0,3120,259,113,85,61,2221,2421,148,14,0
67656,100,0,0,33,0,0,0,0,0,33,30,0,0,0,0,30,30,0,0,0
67657,32,0,2,2,0,0,2,0,2,8,334,40,13,26,1,235,274,51,9,0
67658,15,0,0,5,0,0,5,0,5,0,190,14,6,7,1,119,154,5,0,0
67659,19,6,0,6,0,0,0,0,6,0,152,0,0,0,0,123,152,3,0,0
67660,43,0,0,0,0,0,0,0,0,0,46,0,0,0,0,33,33,7,0,0
67661,54,0,2,4,5,1,8,0,2,2,3069,219,66,115,38,2128,2420,330,13,0
67663,41,0,0,4,2,1,4,0,5,2,2570,321,115,161,45,1758,2021,189,5,0
67664,16,0,0,0,0,0,0,0,0,8,373,29,15,14,0,262,296,17,0,0
