zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
22709,38.33,-78.21,11,,,,5,1,1,1,,1,
22712,38.56,-77.76,148,1,,3,34,8,7,15,3,4,9
22713,38.56,-78.12,18,,,1,5,,,5,1,1,
22714,38.52,-77.9,28,,,,10,,3,3,1,1,
22715,38.41,-78.18,15,1,,,5,,1,1,,1,1
22716,38.63,-78.1,18,,,1,5,,,3,,1,1
22718,38.48,-77.83,23,,,,1,1,8,1,1,3,3
22719,38.53,-78.28,7,1,,,2,,,1,,,
22720,38.47,-77.64,18,1,,,7,,1,2,,,1
22722,38.47,-78.23,5,1,,,1,,,,,,
22723,38.33,-78.38,2,,,,,,2,,,,
22724,38.61,-77.89,30,,,2,6,1,1,11,,1,1
22726,38.4,-77.82,15,,,1,5,2,,,1,,
22727,38.41,-78.3,167,4,,2,22,18,12,20,3,9,2
22728,38.6,-77.68,45,,,,15,,6,3,1,,7
22729,38.37,-78.02,6,1,,,1,1,1,,,,
22730,38.37,-78.16,1,,,,1,,,,,,
22731,38.34,-78.26,5,,,,1,1,1,,,,
22732,38.31,-78.19,8,,,,3,,,1,,2,
22733,38.33,-78.05,20,,,2,3,1,,1,1,,1
22734,38.53,-77.79,53,,,1,11,2,2,5,1,2,2
22735,38.48,-78.17,18,,,,7,1,1,1,,,2
22736,38.4,-77.7,1,,,,,,,,,,
22737,38.58,-78.01,39,1,,,11,,2,4,1,,2
22738,38.29,-78.28,14,,,,3,,,1,1,1,1
22740,38.65,-78.29,39,1,,3,6,1,2,3,,2,
22741,38.43,-77.87,7,,,,1,,,1,,2,
22742,38.47,-77.72,31,1,,1,14,,2,2,1,,1
22743,38.54,-78.38,4,,,,2,,,1,,,
22747,38.71,-78.17,58,,,1,8,7,2,11,3,3,1
22749,38.62,-78.18,4,,,,2,,,1,,,
22801,38.4,-78.87,1471,1,,43,77,169,42,267,68,64,23
22802,38.49,-78.86,473,2,,15,85,31,26,42,14,21,28
22807,38.43,-78.87,13,,,,,3,,2,,1,
22810,38.83,-78.8,22,,,2,3,,1,4,4,2,
22811,38.81,-78.99,4,,,,1,1,,,,,
22812,38.38,-79.03,143,1,,7,19,12,9,24,1,1,8
22815,38.61,-78.89,160,,,3,41,7,7,15,5,5,9
22820,38.7,-79.02,4,,,,1,,,,,,1
22821,38.48,-79.13,133,,,4,26,5,18,11,3,4,4
22824,38.84,-78.63,101,,,6,23,4,8,8,2,2,3
22827,38.41,-78.6,178,,,2,31,13,9,16,7,4,5
22830,38.67,-78.98,21,,,,8,,1,,,1,2
22831,38.58,-79.08,11,1,,1,3,,2,,,1,
22832,38.45,-78.76,15,,,1,5,,,,2,,1
22834,38.56,-78.86,16,,,1,7,,1,1,2,1,
22835,38.67,-78.45,288,2,,15,27,23,9,44,10,5,5
22840,38.34,-78.81,61,,,2,11,4,3,9,4,2,2
22841,38.34,-78.89,80,,,2,21,,5,5,1,7,9
22842,38.78,-78.7,90,,,2,11,6,9,13,4,5,4
22843,38.39,-79.14,28,,,1,9,1,1,2,1,1,3
22844,38.66,-78.66,110,,,1,20,7,3,16,2,3,3
22845,38.79,-78.82,2,,,,1,,,,,,
22846,38.39,-78.79,32,,,,4,,,4,3,2,2
22847,38.73,-78.72,21,1,,3,6,1,,,2,1,2
22849,38.53,-78.63,54,,,2,10,1,4,5,,3,3
22850,38.56,-78.93,8,,,1,3,,1,,,,1
22851,38.56,-78.51,60,,,,13,,1,5,1,2,1
22853,38.65,-78.76,96,,,1,14,11,6,7,1,2,4
22901,38.09,-78.55,1219,3,,53,78,136,24,243,69,35,14
22902,37.91,-78.4,1123,2,,63,88,107,36,316,66,39,6
22903,38.01,-78.6,980,1,1,42,65,90,19,158,53,30,3
22904,38.03,-78.52,40,,,1,,,,2,,,
22911,38.1,-78.41,562,1,,11,35,115,8,143,26,13,15
22920,37.97,-78.81,107,2,,3,25,9,9,22,2,3,2
22922,37.69,-78.92,34,2,,,7,3,4,,1,1,1
22923,38.19,-78.32,73,2,,4,20,1,4,7,4,1,5
22931,37.9,-78.73,10,,,,2,1,2,1,,,1
22932,38.15,-78.7,173,4,,9,25,17,7,23,5,2,3
22935,38.25,-78.56,11,,,,6,,1,1,,,
22936,38.16,-78.5,100,,,1,29,3,6,29,4,3,
22937,37.8,-78.62,10,,,,,2,,,2,,
22938,37.87,-78.79,25,,,1,9,,3,4,1,,
22939,38.11,-78.97,202,,,4,22,42,8,22,9,13,13
22940,38.29,-78.64,24,5,,,4,3,1,3,1,,1
22942,38.1,-78.2,142,2,,4,19,4,7,17,4,4,9
22943,38.04,-78.78,14,,,,2,,1,1,3,,
22946,37.86,-78.57,8,,,,3,,,2,1,,
22947,38.04,-78.32,88,3,,8,15,1,2,24,5,3,
22948,38.36,-78.13,6,1,,,1,,,,,1,
22949,37.79,-78.88,76,1,,4,6,8,3,17,1,1,1
22952,37.96,-78.96,44,,,,11,,1,3,3,2,7
22958,37.89,-78.89,59,,,3,6,4,3,9,6,,1
22959,37.94,-78.66,37,1,,1,9,1,4,2,1,,
22960,38.22,-78.07,295,1,,8,35,23,10,55,12,8,5
22963,37.85,-78.31,202,2,,8,42,13,2,30,9,3,4
22964,37.73,-79,10,1,,,2,,,,,,2
22967,37.8,-79.01,40,1,,1,11,,3,3,,1,3
22968,38.24,-78.4,206,2,,4,31,8,5,35,7,9,7
22969,37.8,-78.69,17,,,2,6,,1,2,1,,
22971,37.75,-78.79,19,1,,,11,,1,2,,,
22972,38.22,-78.23,6,,,,1,,,2,,,
22973,38.34,-78.48,85,,,3,26,6,6,8,1,3,2
22974,37.97,-78.28,103,,,2,23,2,9,9,5,11,1
22976,37.81,-79.06,5,1,,,2,,,,,,1
22980,38.1,-78.88,800,,,41,70,67,32,106,43,25,31
22989,38.29,-78.13,2,,,,,,,,,,
23002,37.35,-77.97,225,7,,4,50,20,17,22,6,6,13
23004,37.69,-78.4,12,1,,,2,,2,2,,1,2
23005,37.76,-77.48,1083,3,1,24,162,53,88,115,38,161,36
23009,37.82,-77.18,95,2,,,26,4,2,13,5,4,4
23011,37.48,-76.81,25,2,,,8,1,4,,2,,3
23015,37.93,-77.63,48,2,,3,13,3,,4,1,1,2
23021,37.39,-76.38,1,,,,,,,,,,
23022,37.73,-78.26,12,,,,1,1,1,,1,,1
23023,37.77,-76.96,1,,,,,,,,,,1
23024,37.93,-77.78,94,2,,2,40,3,4,13,3,1,4
23025,37.42,-76.36,3,,,,,,,,,,
23027,37.65,-78.13,19,1,,,6,1,,2,,,
23030,37.35,-77.06,108,1,,9,15,3,15,5,6,7,7
23032,37.66,-76.67,4,,,,1,,,,,1,
23035,37.49,-76.39,20,,,,2,1,1,4,,,1
23038,37.75,-78.15,17,1,,,6,1,,,,,2
23039,37.66,-77.81,25,,,,7,1,,2,1,2,1
23040,37.5,-78.25,74,2,,2,13,5,2,8,1,1,6
23043,37.56,-76.35,93,,,14,18,2,3,7,5,3,4
23045,37.43,-76.27,2,,,,1,,,,,1,
23047,37.84,-77.47,84,,,3,15,,8,10,,6,4
23050,37.5,-76.43,11,,,,5,,,2,,,2
23055,37.77,-78.22,40,,,2,4,7,,6,1,3,2
23056,37.36,-76.36,3,,,,,,,,,,1
23059,37.7,-77.57,760,2,,20,76,71,11,213,39,35,13
23060,37.66,-77.53,1232,,,62,75,76,12,384,43,39,22
23061,37.43,-76.54,464,2,,20,86,41,3,68,22,15,8
23062,37.26,-76.51,63,1,,3,5,2,1,9,6,2,3
23063,37.71,-78.01,118,,,4,17,11,1,16,1,3,2
23064,37.5,-76.3,3,,,,,,,,,,
23065,37.81,-77.93,22,,,,4,1,1,2,,2,1
23066,37.5,-76.29,4,,,,,,1,,1,1,
23069,37.77,-77.32,50,1,,2,14,3,,5,1,1,2
23070,37.55,-76.39,4,,,,2,,,,,,
23071,37.55,-76.45,33,,,1,5,,,4,2,4,1
23072,37.29,-76.45,316,3,,10,58,24,10,43,15,9,11
23075,37.56,-77.32,103,,,3,20,9,1,15,6,3,1
23076,37.48,-76.3,13,,,2,,2,,,,3,
23079,37.72,-76.67,6,,,1,,,,,,,
23083,37.31,-78.12,35,,,,7,3,2,2,,2,2
23084,37.88,-78.12,23,,,,8,,,3,,,
23085,37.69,-76.83,11,6,,,2,,,,,,2
23086,37.67,-77.05,59,1,,4,10,2,2,9,3,,2
23089,37.46,-76.9,69,1,,1,28,4,2,11,1,1,1
23091,37.66,-76.8,4,,,,2,,,,,,
23092,37.61,-76.51,10,1,,,1,1,,2,,,
23093,38,-78.04,257,4,,10,34,20,12,46,10,5,2
23102,37.71,-77.83,51,1,,2,23,,2,8,,,1
23103,37.65,-77.72,177,5,,7,26,10,4,46,5,6,7
23106,37.72,-77.2,29,1,,3,3,4,,3,,1,
23108,37.64,-76.73,3,,,,1,,,,,1,
23109,37.43,-76.33,90,1,,5,12,4,1,14,8,1,1
23110,37.58,-76.77,21,3,,,5,1,2,4,1,,
23111,37.61,-77.24,880,2,,15,140,85,20,138,38,27,16
23112,37.43,-77.66,1042,,,36,136,115,18,172,35,55,22
23113,37.54,-77.68,837,1,,26,78,125,7,204,38,62,5
23114,37.48,-77.66,267,,,11,33,52,,59,7,19,3
23115,37.81,-76.91,12,1,,,1,,1,,1,1,2
23116,37.68,-77.34,625,2,,21,114,103,16,98,22,41,15
23117,37.98,-77.87,132,3,,2,16,2,8,15,7,4,4
23119,37.45,-76.28,6,,,,5,,,,,,1
23120,37.42,-77.78,95,1,,4,29,3,,21,3,2,3
23123,37.65,-78.3,26,1,,,5,5,1,2,1,1,2
23124,37.55,-77.04,66,1,,4,13,8,3,7,2,1,1
23125,37.33,-76.28,2,,,,1,,,,,,
23126,37.92,-77.14,2,,,,1,,,,,,
23128,37.44,-76.43,7,1,,,1,1,,2,,,1
23129,37.68,-77.77,43,,,,8,,2,1,,12,1
23130,37.39,-76.26,4,,,,,,,,1,1,
23138,37.34,-76.3,13,,,1,3,,,3,,,
23139,37.55,-77.94,600,3,,10,182,24,21,78,21,22,15
23140,37.44,-77.04,104,5,,5,23,4,5,9,3,6,6
23141,37.53,-77.16,121,1,,4,30,7,1,12,6,,5
23146,37.72,-77.71,119,1,,3,32,1,4,16,1,11,2
23148,37.85,-77.05,19,1,,,5,1,,,,1,1
23149,37.58,-76.61,80,,,3,7,11,5,11,1,2,1
23150,37.5,-77.25,262,,,12,34,18,16,24,12,24,17
23153,37.77,-77.95,11,,,,6,1,,1,,,
23156,37.52,-76.71,24,1,,,5,1,2,3,3,,1
23160,37.63,-77.85,2,,,,,1,,,,1,
23161,37.72,-76.94,1,,,1,,,,,,,
23163,37.35,-76.31,1,,,,,,,,,,
23168,37.4,-76.83,144,1,,6,39,1,3,22,10,12,3
23169,37.6,-76.46,29,1,,1,7,,3,3,,2,
23173,37.58,-77.54,19,,,2,,1,,3,,8,
23175,37.65,-76.62,75,1,,6,8,7,2,14,2,4,1
23176,37.57,-76.41,11,,,,5,,,3,1,1,
23177,37.76,-77.01,13,1,,,1,1,1,2,,2,
23180,37.7,-76.62,2,,,,,,,,1,,1
23181,37.6,-76.89,145,2,,8,22,13,10,19,3,3,3
23185,37.23,-76.72,1217,1,,37,76,126,24,222,57,39,15
23187,37.27,-76.72,33,,,1,2,1,,3,1,2,1
23188,37.34,-76.76,1101,,,43,101,113,14,182,55,27,10
23192,37.82,-77.68,128,,,4,34,10,2,18,1,6,6
23219,37.54,-77.44,1008,,,65,20,53,13,382,35,34,5
23220,37.55,-77.46,1031,,,42,76,106,26,190,61,42,14
23221,37.55,-77.49,431,,,13,12,41,6,85,18,12,2
23222,37.58,-77.42,294,,,11,30,34,14,23,8,33,6
23223,37.56,-77.38,632,,,29,32,69,16,98,29,18,10
23224,37.5,-77.47,742,,,16,75,48,47,79,34,62,44
23225,37.52,-77.51,796,,,28,65,121,10,147,32,18,16
23226,37.58,-77.52,780,,,21,34,198,10,212,62,14,4
23227,37.61,-77.44,497,,,27,29,77,13,84,21,21,15
23228,37.63,-77.49,908,1,,54,80,89,28,156,36,84,25
23229,37.59,-77.57,878,,,19,62,147,3,182,48,33,10
23230,37.59,-77.49,1500,2,,47,111,124,78,326,85,153,30
23231,37.44,-77.31,688,1,,11,61,58,36,63,23,67,48
23233,37.65,-77.62,1003,,,39,58,94,7,271,43,38,10
23234,37.45,-77.47,522,,,10,55,51,26,48,19,41,42
23235,37.51,-77.56,1336,1,,33,67,167,23,316,48,37,12
23236,37.48,-77.59,773,1,,22,88,74,24,201,34,80,11
23237,37.4,-77.45,416,1,,6,68,22,31,42,17,52,25
23238,37.6,-77.65,435,,,17,39,57,4,114,21,30,4
23250,37.5,-77.32,43,,,2,,1,,1,7,3,22
23294,37.63,-77.54,654,,,20,31,74,4,131,40,24,5
23301,37.68,-75.63,67,,,4,1,7,2,20,6,4,5
23302,37.87,-75.52,5,,,,1,,,1,,1,
23303,37.91,-75.5,16,,,,7,1,1,,,1,2
23304,37,-76.57,4,,,,1,1,,,,1,
23306,37.56,-75.87,49,,,2,11,8,,2,1,2,2
23307,37.43,-75.87,3,,,,,,,,,1,
23308,37.84,-75.66,8,,,,2,1,,1,,2,
23310,37.26,-75.96,92,3,,4,3,6,2,12,3,7,1
23313,37.2,-75.95,4,,,,1,,,,,,
23314,36.96,-76.52,124,1,,2,19,18,2,17,1,3,4
23315,36.74,-76.84,17,,,,5,,,,,2,3
23316,37.3,-75.99,26,2,,,1,2,1,3,2,4,
23320,36.76,-76.21,2369,,,59,253,260,57,435,120,139,55
23321,36.8,-76.42,734,,,18,71,89,4,90,39,18,31
23322,36.62,-76.23,1095,2,,25,224,72,17,178,56,26,31
23323,36.7,-76.38,595,2,1,7,103,37,31,57,27,52,52
23324,36.8,-76.27,350,,,5,63,27,23,18,13,29,35
23325,36.81,-76.24,173,,,3,20,14,,22,6,5,7
23336,37.95,-75.33,147,,,8,14,8,1,8,13,2,1
23337,37.93,-75.49,27,,,1,2,,,12,,,
23347,37.34,-75.98,43,1,,1,4,1,1,12,2,,1
23350,37.51,-75.86,95,,,2,6,15,3,10,4,2,
23354,37.46,-75.91,10,,,,1,2,1,1,,1,
23356,37.99,-75.38,9,,,1,,,1,1,1,,
23357,37.76,-75.68,2,,,,,,,2,,,
23358,37.65,-75.87,1,,,,,,,1,,,
23359,37.88,-75.59,5,,,,1,1,,,,,
23389,37.66,-75.83,1,,,,,,,,,,
23395,37.98,-75.46,2,,,,,1,,,,,
23398,37.52,-75.94,1,,,,,,,,,,
23401,37.63,-75.78,10,,,,,2,,3,1,,
23405,37.41,-75.93,12,,,1,4,,,,1,,
23407,37.85,-75.57,13,,,,1,,1,1,,1,1
23408,37.45,-75.84,2,,,,2,,,,,,
23409,37.89,-75.66,4,,,,,,1,,,,1
23410,37.64,-75.74,44,,,1,6,1,3,5,,5,4
23413,37.47,-75.86,41,,,1,3,14,1,3,,3,
23414,37.81,-75.58,6,,,,,,,1,,1,
23415,37.97,-75.53,29,,,,5,,1,4,,,2
23416,37.93,-75.56,25,,,,,2,1,3,2,1,1
23417,37.76,-75.78,89,1,,6,8,9,1,16,7,1,1
23418,37.67,-75.69,89,,,2,4,10,1,9,3,2,
23420,37.6,-75.82,21,1,,,8,,,2,,,
23421,37.76,-75.61,45,1,,2,5,4,1,3,1,1,1
23422,37.64,-75.82,6,,,,4,,,,,,
23423,37.53,-75.71,5,1,,,,,,,1,,
23426,37.92,-75.69,1,,,1,,,,,,,
23427,37.94,-75.72,2,,,,,,1,,,1,
23430,37,-76.66,341,,,9,48,22,9,52,19,8,12
23432,36.88,-76.55,22,,,1,5,1,1,2,1,,
23433,36.92,-76.46,22,,,2,1,,,5,1,2,
23434,36.7,-76.59,942,3,1,18,95,112,40,119,51,40,38
23435,36.84,-76.48,412,1,,13,51,57,4,70,12,20,15
23436,36.89,-76.51,13,1,,,3,,,3,,1,
23437,36.63,-76.8,37,1,,1,9,2,,2,1,1,2
23438,36.58,-76.7,19,,,1,4,1,1,,,1,2
23440,37.84,-76,10,,,,,,,,,1,
23441,37.71,-75.7,11,,,,1,1,,,1,1,
23442,37.9,-75.58,20,,,1,2,,2,,1,1,
23451,36.87,-76.01,1615,2,,67,140,79,24,261,143,51,22
23452,36.85,-76.09,2176,1,,56,201,183,44,543,141,84,31
23453,36.78,-76.07,360,,,6,82,19,20,38,14,29,13
23454,36.82,-76.03,1430,3,,43,195,210,33,186,81,62,22
23455,36.89,-76.15,1083,2,,23,122,134,27,179,69,60,41
23456,36.74,-76.04,898,3,,43,157,94,9,126,43,20,16
23457,36.61,-76.02,95,1,,4,34,4,1,5,2,4,3
23459,36.92,-76.02,24,,,1,,,,16,1,,
23460,36.81,-76.03,27,,,,,1,,13,,,1
23461,36.78,-75.96,27,,,,,1,,18,1,,1
23462,36.84,-76.15,1889,1,,69,174,167,37,436,105,86,23
23464,36.8,-76.19,1045,,,26,133,100,10,176,54,16,25
23480,37.62,-75.69,8,,,1,1,,,1,,,2
23486,37.51,-75.81,5,1,,,1,,,,,2,
23487,36.85,-76.73,117,2,,1,13,7,2,16,5,6,3
23502,36.86,-76.2,1198,,,28,67,133,35,170,45,105,53
23503,36.95,-76.27,220,1,,7,27,16,3,31,17,3,6
23504,36.86,-76.27,294,,1,10,31,40,23,17,18,23,11
23505,36.91,-76.29,445,,,6,13,80,1,72,32,5,13
23507,36.86,-76.3,150,,,3,5,52,1,24,5,3,4
23508,36.88,-76.31,233,,,6,33,11,5,34,14,7,4
23509,36.88,-76.26,150,,,1,16,12,4,21,7,5,6
23510,36.85,-76.29,1105,,,199,8,71,3,317,68,14,28
23511,36.91,-76.33,149,,,1,,3,1,86,4,,4
23513,36.89,-76.24,419,,,19,59,26,26,59,18,42,20
23517,36.87,-76.29,436,,,9,27,42,18,50,20,15,10
23518,36.92,-76.22,524,,,19,45,31,4,67,38,7,28
23523,36.83,-76.27,87,,,,5,8,8,2,4,,12
23551,36.92,-76.29,34,,,1,,,,29,,1,
23601,37.04,-76.48,585,1,,14,52,61,12,84,43,11,7
23602,37.11,-76.52,841,1,,20,45,67,8,81,54,17,22
23603,37.19,-76.56,70,,,3,7,1,12,1,6,11,6
23604,37.11,-76.57,64,,,,,3,,26,1,,
23605,37.02,-76.44,272,,,10,22,19,5,23,16,3,8
23606,37.06,-76.52,1127,,,34,88,155,33,300,88,45,13
23607,36.97,-76.42,325,3,,11,17,26,16,28,11,21,21
23608,37.15,-76.54,446,1,,12,49,54,5,56,24,11,5
23651,37.01,-76.31,19,,,,,2,,9,,,1
23661,37.01,-76.39,359,2,,5,63,24,33,22,14,52,16
23662,37.13,-76.35,216,1,,2,45,14,2,33,13,5,3
23663,37.03,-76.31,158,1,,4,12,10,6,19,5,1,2
23664,37.08,-76.29,93,3,,3,23,4,1,14,6,1,3
23665,37.08,-76.36,69,,,,,3,,43,1,2,1
23666,37.06,-76.41,1136,,,34,62,186,14,180,55,14,10
23669,37.05,-76.34,559,1,,22,43,35,13,113,28,6,11
23690,37.22,-76.52,49,,,2,4,4,,7,3,,1
23691,37.26,-76.55,11,,,,,,,9,,,
23692,37.19,-76.46,477,4,,17,86,42,9,77,12,12,7
23693,37.12,-76.45,427,1,,12,71,23,7,83,21,17,
23696,37.19,-76.42,63,2,,,25,3,1,8,3,2,2
23701,36.81,-76.37,459,,,10,46,38,9,50,18,20,12
23702,36.8,-76.33,155,,,3,12,11,5,12,12,3,8
23703,36.89,-76.37,287,,,5,26,43,6,39,16,6,6
23704,36.82,-76.31,457,,,14,26,65,21,79,17,14,16
23707,36.84,-76.34,308,,,4,40,49,14,34,8,10,14
23708,36.85,-76.31,19,,,,,2,,7,,,
23709,36.81,-76.31,11,,,,,1,,7,,,1
23801,37.24,-77.34,57,,,,,1,,24,2,,3
23803,37.21,-77.5,663,,,9,72,82,29,48,24,26,20
23805,37.14,-77.4,360,,,10,21,63,8,47,15,12,5
23806,37.24,-77.42,5,,,,,,,,,,
23821,36.88,-77.91,22,1,,2,4,1,2,1,,,4
23824,37.09,-77.97,185,2,,6,20,16,8,24,5,9,5
23827,36.61,-77.2,23,,,1,2,2,3,2,1,1,1
23828,36.58,-77.27,5,,,,,,,1,,,
23829,36.73,-77.22,13,1,,,3,,,2,1,2,
23830,37.02,-77.4,19,,,,3,,1,4,1,,4
23831,37.35,-77.45,600,,,17,71,60,16,90,26,10,11
23832,37.39,-77.59,473,1,,13,85,55,4,118,16,8,7
23833,37.21,-77.67,24,,,1,11,1,,3,,,
23834,37.29,-77.4,835,,1,19,60,119,24,117,32,29,15
23836,37.35,-77.35,295,,,8,32,22,19,35,13,26,17
23837,36.75,-77.08,82,5,,4,12,2,5,8,3,5,7
23838,37.32,-77.63,189,2,,4,62,10,3,28,9,12,3
23839,37.08,-76.92,7,,,1,3,1,1,,,,
23840,37.07,-77.67,12,,,,2,,1,1,,,1
23841,37.05,-77.54,62,1,,1,8,6,,12,,,
23842,37.13,-77.22,69,,,2,14,2,7,7,,4,3
23843,36.85,-77.82,12,2,,,3,,1,,,,3
23844,36.68,-77.33,12,,,,1,,,1,,2,2
23845,36.58,-77.98,14,2,,,2,1,,1,,,2
23846,37.07,-76.83,5,,,,3,,,,,,
23847,36.67,-77.55,314,6,,12,17,38,14,40,15,6,14
23850,37.2,-77.8,9,2,,,5,,,,,,1
23851,36.66,-76.95,342,6,,10,15,57,7,50,14,12,10
23856,36.78,-77.7,14,1,,,2,,,1,,,4
23857,36.58,-77.88,34,8,,1,4,1,1,2,1,1,7
23860,37.27,-77.23,491,,,9,40,56,16,63,23,13,11
23866,36.92,-76.86,31,,,,6,2,2,1,1,1,1
23867,36.82,-77.48,28,1,,,2,1,2,2,1,3,6
23868,36.72,-77.82,124,4,,2,7,9,12,17,4,6,3
23872,36.99,-77.72,30,2,,,5,2,1,4,,,5
23874,36.61,-77.09,12,,,,2,,1,1,1,1,
23875,37.22,-77.27,213,,,5,26,16,16,26,11,16,10
23876,36.96,-77.83,2,,,1,,,,,,,
23878,36.82,-77.03,16,,,1,6,,1,,,,
23879,36.59,-77.6,13,,,,,,,,,1,1
23881,37.18,-76.98,16,,,1,4,2,,,3,,
23882,36.93,-77.42,56,,2,1,6,3,2,3,,1,5
23883,37.14,-76.74,39,,,2,1,1,1,9,,1,2
23884,36.92,-77.28,3,,,,,,,1,,,
23885,37.19,-77.57,37,,,2,9,3,,5,,1,3
23887,36.57,-77.82,6,1,,,3,,,,,,
23888,36.95,-76.98,52,,,2,4,3,1,4,1,5,2
23889,36.9,-77.75,6,,,,2,,,,,,
23890,37.01,-77.12,72,2,,2,6,6,5,5,3,1,3
23891,37.05,-77.21,2,,,,,2,,,,,
23893,36.64,-77.92,2,,,,1,,,,,,
23894,37.12,-77.82,3,,,,,,,,,,1
23897,36.83,-77.28,2,,,,,,,,,,
23898,36.84,-76.86,15,,,,4,2,,3,,,
23899,37.23,-76.97,6,,,,,,1,,1,,1
23901,37.32,-78.42,476,3,,21,52,77,14,66,24,13,4
23909,37.3,-78.4,6,,,,,,,,1,,
23915,36.69,-78.29,7,,,,2,,,,,2,
23917,36.63,-78.34,39,,,2,5,5,2,6,,1,1
23919,36.59,-78.13,42,,,2,10,1,,3,4,1,2
23920,36.72,-77.98,37,6,,,6,1,2,1,,1,7
23921,37.59,-78.62,44,3,,1,12,,,7,,1,7
23922,37.19,-78.22,33,,,,3,5,1,3,,,2
23923,37.09,-78.65,46,3,,,5,7,,5,1,,3
23924,36.81,-78.42,120,1,,6,6,10,6,19,2,6,2
23927,36.58,-78.61,132,4,,6,14,6,6,18,8,,2
23930,37.17,-78.1,83,2,,3,8,6,3,11,1,3,
23934,37.18,-78.63,4,,,,,1,,,,,
23936,37.53,-78.48,131,10,,2,17,7,3,12,2,4,8
23937,36.95,-78.51,30,2,,2,2,1,3,1,,,4
23938,36.91,-77.99,2,,,,2,,,,,,
23942,37.13,-78.29,14,1,,,2,2,,1,,1,3
23943,37.25,-78.45,6,,,,,,,,,,
23944,36.92,-78.14,83,3,,2,11,7,5,11,,4,3
23947,37.03,-78.44,101,6,,3,9,8,8,14,4,4,8
23950,36.66,-78.08,73,1,,3,17,3,5,2,1,8,8
23952,36.93,-78.3,4,,,,2,1,,,,,
23954,37.11,-78.38,20,2,,,6,,1,1,1,1,2
23958,37.26,-78.66,25,1,,,7,,1,2,2,,2
23959,37.11,-78.79,17,3,,,1,3,1,2,,1,1
23960,37.32,-78.55,24,1,,1,9,,3,1,,,2
23962,37,-78.67,6,2,,1,1,1,,,,1,
23963,37.2,-78.8,7,,,,2,,,,,,
23964,36.77,-78.63,16,2,,,4,,2,,,2,3
23966,37.3,-78.26,36,2,,2,6,8,,1,1,1,2
23967,36.91,-78.64,11,3,,1,1,1,1,,,1,2
23968,36.73,-78.53,17,1,,,6,1,,1,,1,2
23970,36.75,-78.19,336,4,,7,14,48,14,50,17,13,12
23974,36.97,-78.26,57,1,,3,6,8,1,5,1,1,2
23976,36.84,-78.59,11,2,,,,,1,,,2,2
24011,37.27,-79.94,366,,,26,9,17,5,156,18,5,2
24012,37.31,-79.9,1002,,,34,78,48,35,99,46,63,52
24013,37.27,-79.92,130,,,4,17,15,8,5,4,11,8
24014,37.22,-79.92,496,,,12,40,70,12,74,34,22,9
24015,37.26,-79.98,318,,,9,24,28,9,62,15,13,8
24016,37.27,-79.95,488,,,14,35,99,23,101,22,37,5
24017,37.3,-79.99,335,,,5,25,35,10,30,14,32,7
24018,37.21,-80.04,1083,1,,31,68,139,21,266,57,77,19
24019,37.35,-79.95,633,,1,15,45,70,29,115,30,47,25
24020,37.36,-79.94,3,,,,,1,,,,,
24053,36.61,-80.53,23,1,,1,2,,3,3,,,3
24054,36.67,-79.71,54,1,,,9,3,3,4,1,4,5
24055,36.76,-80,147,,,4,19,8,11,11,1,8,6
24058,37.18,-80.62,1,,,,,,,,,,
24059,37.16,-80.13,13,,,,3,1,1,2,,1,
24060,37.26,-80.42,936,4,,41,65,107,22,234,58,17,17
24064,37.38,-79.77,60,1,,2,13,6,,9,,3,3
24065,37.12,-80,103,1,1,2,32,6,2,12,2,5,3
24066,37.54,-79.68,88,,1,2,15,5,5,5,3,4,4
24067,37.03,-80.06,24,3,,,9,,2,1,1,,1
24069,36.58,-79.64,13,1,,,,2,,,,2,
24070,37.36,-80.23,19,,,,5,1,1,2,1,1,
24072,37.04,-80.24,13,,,,7,,,,,3,1
24073,37.13,-80.42,865,1,,21,83,105,23,127,29,29,8
24076,36.61,-80.42,12,,,,2,,3,,,,2
24077,37.37,-79.9,36,,,1,3,1,,4,,10,3
24078,36.72,-79.9,173,,,4,17,13,7,27,7,6,3
24079,37.06,-80.16,14,1,,,6,2,,2,,,1
24082,36.62,-80.12,4,,,,1,,,,,,
24083,37.41,-79.92,144,,,10,13,14,4,27,11,4,2
24084,37.13,-80.85,240,1,3,5,26,18,18,22,10,11,11
24085,37.68,-79.82,22,1,,,4,2,2,1,,1,1
24086,37.28,-80.63,1,,,,,,,,,,
24087,37.22,-80.24,51,,,1,16,1,4,2,1,1,3
24088,36.89,-80.08,50,3,,1,10,1,6,5,1,1,2
24089,36.71,-79.97,30,,,1,5,,3,3,,1,2
24090,37.52,-79.89,81,,,2,14,5,4,20,1,3,4
24091,36.92,-80.33,234,4,,8,37,21,21,27,5,7,9
24092,37.01,-79.76,48,1,,3,21,,,3,1,2,1
24093,37.38,-80.86,12,,,1,2,,1,,,2,
24095,37.22,-79.74,42,,,1,14,,,3,3,3,1
24101,37.17,-79.8,113,,,5,21,7,1,18,2,4,1
24102,36.84,-80,17,,,,4,1,4,1,,,
24104,37.13,-79.49,76,2,,3,16,4,4,9,4,5,1
24105,36.91,-80.6,5,,,,,,1,,,,
