zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
1346,42.69,-72.82,6,,,,1,,,,,,
1347,42.56,-72.52,1,,,,1,,,,,,
1349,42.56,-72.48,8,,,,2,,2,,,,
1350,42.73,-72.99,3,,,,,,,1,,,1
1351,42.54,-72.52,33,,,,5,1,2,6,2,2,1
1354,42.62,-72.51,25,,,1,8,2,,1,,,3
1355,42.46,-72.33,20,1,,3,3,1,2,2,,,1
1360,42.68,-72.45,46,2,,1,11,2,4,4,,2,1
1364,42.61,-72.29,129,1,,4,7,14,19,10,3,6,7
1366,42.48,-72.19,31,1,,2,5,2,1,4,2,,
1367,42.7,-72.91,6,,,,1,,,1,,,
1368,42.68,-72.18,9,,,,3,,,1,,,
1370,42.59,-72.73,131,,,12,10,11,7,22,4,4,3
1373,42.48,-72.62,136,,,3,17,14,9,19,1,9,6
1375,42.47,-72.55,49,,,3,4,1,,8,3,2,
1376,42.6,-72.56,98,,,2,2,26,9,8,2,4,
1378,42.67,-72.35,5,,,,1,1,,,,,
1379,42.56,-72.41,15,,,,4,2,,2,1,1,1
1420,42.58,-71.82,745,,,14,63,115,51,79,29,37,19
1430,42.66,-71.92,94,,,3,25,7,6,10,1,4,2
1431,42.68,-71.83,59,1,,1,19,2,6,4,1,,3
1432,42.56,-71.57,229,,,6,23,20,26,27,9,13,20
1434,42.54,-71.61,66,,,3,1,6,12,13,3,6,2
1436,42.6,-72.09,34,,,,8,6,1,1,,1,
1438,42.56,-72.03,20,,,1,2,1,3,2,,1,2
1440,42.59,-71.99,411,,,17,24,67,35,43,7,5,9
1450,42.61,-71.56,224,2,,10,38,29,7,31,5,11,3
1451,42.5,-71.57,141,4,,9,15,23,6,40,7,4,1
1452,42.5,-72,54,2,,2,18,5,2,8,2,2,1
1453,42.52,-71.76,1093,,,27,101,124,88,146,39,43,28
1460,42.54,-71.49,306,1,,19,51,22,19,58,8,23,3
1462,42.58,-71.72,203,,,8,45,12,6,29,15,6,4
1463,42.67,-71.6,208,,,2,57,15,6,30,7,5,6
1464,42.57,-71.64,117,1,,1,20,4,17,17,5,13,3
1467,42.49,-71.61,8,,,,1,,2,,,,
1468,42.54,-72.07,56,,,2,12,3,4,9,1,3,2
1469,42.66,-71.7,127,,,7,28,4,3,15,3,3,
1473,42.55,-71.91,167,5,,3,24,16,11,11,8,12,4
1474,42.67,-71.75,25,,,,10,1,1,,1,,2
1475,42.67,-72.06,151,2,,3,19,11,14,11,3,10,4
1501,42.2,-71.85,600,2,,11,59,64,18,72,21,52,9
1503,42.38,-71.63,76,2,,1,20,4,2,6,5,6,2
1504,42.04,-71.53,132,,,2,38,9,2,9,3,6,3
1505,42.36,-71.72,121,,,10,26,3,5,22,7,4,8
1506,42.18,-72.11,45,,,,10,4,5,2,,2,1
1507,42.13,-71.97,252,,,10,56,19,15,31,3,10,12
1510,42.41,-71.69,244,,,3,32,15,21,31,10,12,4
1515,42.21,-72.04,44,,,3,3,,,6,1,2,3
1516,42.05,-71.75,127,,,4,35,7,9,14,4,2,6
1518,42.13,-72.12,63,,,2,3,3,1,10,,2,
1519,42.2,-71.68,94,2,,3,17,7,2,17,1,5,2
1520,42.34,-71.85,271,,,5,39,38,7,47,8,8,2
1521,42.05,-72.18,21,1,,2,4,,,2,1,,1
1522,42.38,-71.87,30,,,2,5,3,1,4,,1,1
1523,42.48,-71.68,120,,,7,20,19,5,20,2,10,2
1524,42.25,-71.92,107,,,5,28,11,3,12,1,4,1
1525,42.11,-71.63,22,,,,4,3,1,3,,,
1527,42.19,-71.78,292,,,14,38,16,31,25,2,17,5
1529,42.04,-71.58,33,,,,8,1,3,5,,2,
1531,42.33,-72.13,18,,,,6,,1,1,1,1,2
1532,42.32,-71.65,494,,,14,57,51,16,97,12,35,11
1534,42.14,-71.64,64,1,,6,13,4,8,3,2,,
1535,42.27,-72.07,76,1,,4,14,8,3,10,2,4,2
1536,42.23,-71.69,144,,,2,19,18,9,20,4,1,6
1537,42.16,-71.9,63,,,3,6,,7,7,3,5,8
1540,42.12,-71.86,222,,,6,35,15,20,32,6,16,4
1541,42.45,-71.88,71,2,,3,7,6,4,15,3,4,3
1542,42.2,-71.91,35,,,1,7,4,2,1,,1,3
1543,42.39,-71.97,120,1,,3,31,9,3,11,3,3,4
1545,42.28,-71.71,806,,,21,80,81,29,128,47,54,36
1550,42.06,-72.03,324,,,11,25,55,23,28,11,18,4
1560,42.18,-71.67,62,,,1,6,4,5,10,1,5,1
1561,42.44,-71.69,29,,,,3,3,3,9,,1,
1562,42.25,-71.99,220,1,,7,45,18,13,25,8,3,6
1564,42.45,-71.78,193,1,1,7,38,16,16,26,3,14,2
1566,42.1,-72.08,229,1,,6,17,28,11,45,8,5,5
1568,42.18,-71.6,153,,,6,49,7,8,16,2,6,4
1569,42.06,-71.63,288,1,,8,54,11,14,29,6,23,14
1570,42.05,-71.85,372,,,9,46,39,22,38,17,19,8
1571,42.05,-71.94,162,,,4,36,7,13,15,5,5,6
1581,42.27,-71.61,942,1,,41,51,98,43,245,38,56,15
1583,42.37,-71.79,237,,,3,34,28,12,32,6,14,5
1585,42.24,-72.16,87,,,2,12,13,11,6,3,3,4
1588,42.12,-71.67,202,1,,4,15,27,5,40,9,6,3
1590,42.13,-71.75,166,1,,6,31,8,12,29,3,7,3
1602,42.27,-71.85,295,,,10,26,55,3,37,12,9,6
1603,42.24,-71.84,390,,,8,27,42,27,32,13,17,11
1604,42.25,-71.77,710,,,9,71,77,34,58,27,42,17
1605,42.29,-71.79,633,,,15,32,153,21,111,24,31,15
1606,42.32,-71.8,448,,,27,41,49,27,57,16,23,11
1607,42.23,-71.79,142,,,,13,8,7,15,6,10,8
1608,42.26,-71.8,537,,,15,5,83,6,222,19,15,9
1609,42.29,-71.83,510,,,17,19,114,5,117,22,13,5
1610,42.25,-71.81,353,,,9,23,41,25,20,14,26,11
1611,42.24,-71.88,30,,,,6,,3,1,3,2,1
1612,42.3,-71.93,70,,,4,13,9,2,12,2,3,
1701,42.32,-71.44,1188,1,,56,86,121,19,279,56,64,25
1702,42.28,-71.44,886,,,29,99,150,25,121,26,41,16
1719,42.49,-71.52,139,,,11,18,9,9,44,4,12,3
1720,42.48,-71.44,714,1,,38,49,69,25,175,17,35,6
1721,42.26,-71.47,396,,,6,61,25,18,75,8,22,9
1730,42.5,-71.28,550,1,,31,52,56,28,138,17,33,12
1731,42.46,-71.28,33,,,,,1,,24,1,,1
1740,42.44,-71.6,124,2,,6,20,9,6,32,7,7,1
1741,42.54,-71.36,102,,,9,12,7,6,35,5,3,2
1742,42.46,-71.36,762,1,,50,39,125,22,200,32,29,6
1745,42.29,-71.5,15,,,1,2,2,,6,,1,1
1746,42.2,-71.45,388,2,,7,61,26,38,65,9,32,2
1747,42.12,-71.53,142,,,3,16,24,14,16,3,12,5
1748,42.22,-71.54,443,,,20,54,41,16,121,16,35,7
1749,42.39,-71.55,524,,,15,78,26,64,62,17,36,9
1752,42.35,-71.55,1408,,,64,117,130,65,271,50,88,27
1754,42.43,-71.46,265,,,13,37,17,6,61,13,10,4
1756,42.09,-71.54,138,,,4,29,4,6,17,6,8,3
1757,42.16,-71.52,792,,,23,96,115,25,109,18,34,11
1760,42.28,-71.35,1302,,,61,92,117,30,236,41,57,15
1770,42.23,-71.37,106,3,,7,16,9,1,28,3,5,
1772,42.3,-71.53,339,,,17,28,20,12,104,9,27,9
1773,42.43,-71.31,145,,,8,12,16,1,45,11,4,
1775,42.43,-71.51,160,2,,12,29,8,5,29,5,11,1
1776,42.38,-71.42,522,,,33,40,58,9,142,14,39,3
1778,42.36,-71.36,360,2,,23,30,34,6,99,11,16,2
1801,42.49,-71.15,2087,,,85,225,162,139,437,83,214,57
1803,42.5,-71.2,1497,,,123,98,105,30,336,38,78,14
1810,42.65,-71.16,1043,,,64,66,110,27,299,39,64,12
1821,42.55,-71.25,733,,1,23,153,39,37,107,21,55,36
1824,42.59,-71.36,823,,,29,98,120,49,149,18,34,14
1826,42.68,-71.3,538,,,13,127,53,13,58,21,15,12
1827,42.68,-71.5,44,1,,,18,2,,5,,1,2
1830,42.8,-71.05,517,1,,20,51,105,13,71,20,13,6
1832,42.79,-71.13,285,,3,7,35,16,25,30,9,15,5
1833,42.73,-70.98,205,1,,6,37,16,15,30,3,13,3
1834,42.75,-71.02,121,1,,5,30,5,7,18,2,7,3
1835,42.75,-71.09,300,1,,15,32,19,45,28,14,22,10
1840,42.71,-71.16,350,,,11,12,71,31,30,11,15,9
1841,42.71,-71.16,381,,,2,21,54,17,18,13,12,14
1843,42.69,-71.16,451,,,16,29,47,37,49,17,30,18
1844,42.74,-71.18,905,,1,27,109,117,38,121,32,42,30
1845,42.67,-71.09,883,1,,28,81,124,30,228,32,49,8
1850,42.66,-71.3,103,,,2,10,7,2,6,4,1,3
1851,42.63,-71.34,450,,,22,59,30,25,59,19,16,6
1852,42.63,-71.3,747,1,,26,42,114,43,110,33,26,15
1854,42.65,-71.35,294,,,6,16,63,4,26,15,12,2
1860,42.84,-71.01,82,,,1,17,8,3,12,2,2,3
1862,42.58,-71.3,386,1,,8,64,19,45,40,6,57,16
1863,42.63,-71.39,221,,,7,21,34,14,37,7,12,8
1864,42.58,-71.08,512,,,25,87,37,6,105,11,24,16
1867,42.54,-71.11,537,,,21,78,73,8,103,23,9,10
1876,42.61,-71.23,705,1,1,16,124,72,31,84,25,39,23
1879,42.67,-71.43,316,,,17,73,11,14,42,13,22,5
1880,42.5,-71.07,887,,,34,112,93,27,210,30,35,12
1886,42.59,-71.44,594,,,26,64,50,24,140,19,34,14
1887,42.56,-71.16,825,1,,28,145,57,77,107,23,98,37
1890,42.45,-71.14,570,,,26,45,99,9,149,31,12,6
1901,42.46,-70.95,292,,,18,5,56,8,43,14,10,3
1902,42.47,-70.94,393,,,6,46,66,8,36,20,8,14
1904,42.49,-70.97,275,,,7,31,42,6,31,5,7,6
1905,42.47,-70.98,312,,,9,34,19,12,16,12,16,18
1906,42.47,-71.01,768,1,,31,93,65,19,75,21,13,18
1907,42.47,-70.91,323,,,11,41,40,2,51,16,12,5
1908,42.43,-70.93,47,,,3,8,3,1,6,1,3,1
1913,42.85,-70.96,398,,,16,47,49,30,66,9,25,5
1915,42.57,-70.87,1251,6,,60,104,174,60,235,45,48,16
1921,42.68,-71.03,157,2,,6,40,15,3,45,7,6,2
1922,42.76,-70.91,59,2,,3,9,1,2,14,4,1,2
1923,42.57,-70.95,1092,2,,52,85,146,61,198,26,42,13
1929,42.64,-70.77,149,1,,9,31,6,15,12,3,9,1
1930,42.62,-70.68,903,25,,39,100,85,53,117,31,47,24
1937,42.59,-70.98,5,,,,,,,,,1,
1938,42.68,-70.84,367,4,,13,51,22,36,51,11,17,
1940,42.53,-71.04,400,,,8,46,29,2,115,16,18,9
1944,42.58,-70.77,177,,,9,16,16,1,45,8,13,
1945,42.5,-70.86,559,1,,30,63,47,14,113,17,21,6
1949,42.61,-71.01,306,1,,16,59,12,19,44,11,16,2
1950,42.81,-70.89,778,,,50,55,87,62,160,24,44,9
1951,42.77,-70.85,84,1,,7,15,3,3,9,5,4,3
1952,42.84,-70.84,274,,,20,39,15,11,13,10,12,7
1960,42.53,-70.97,1477,1,,30,161,162,56,176,46,65,51
1966,42.64,-70.62,190,2,,7,28,9,4,23,4,4,3
1969,42.72,-70.89,215,4,,4,30,12,20,24,4,17,8
1970,42.52,-70.87,1140,,,49,76,135,42,216,46,38,20
1982,42.63,-70.86,157,4,,8,18,19,1,37,9,8,1
1983,42.64,-70.94,252,,,12,34,17,14,62,9,25,1
1984,42.6,-70.88,77,1,,7,11,5,1,12,4,5,
1985,42.8,-70.96,70,3,,1,17,4,1,16,1,2,
2019,42.08,-71.47,390,,,14,65,16,20,33,8,19,13
2021,42.18,-71.13,938,1,,28,115,85,49,168,35,85,31
2025,42.24,-70.81,273,,,25,25,23,2,54,8,10,1
2026,42.25,-71.18,911,,,32,88,105,10,162,36,33,13
2030,42.23,-71.29,120,1,,7,16,14,1,41,6,3,
2032,42.16,-71.22,129,,,3,19,9,7,19,3,5,2
2035,42.06,-71.25,606,,,35,63,55,19,97,21,49,18
2038,42.08,-71.41,818,2,,30,97,64,54,138,32,58,29
2043,42.22,-70.88,856,,,32,64,82,16,224,30,53,12
2045,42.29,-70.92,162,,,10,17,9,2,23,5,6,9
2047,42.13,-70.69,6,,,,1,,,2,1,,
2048,42.02,-71.22,585,1,,20,51,42,24,107,19,45,18
2050,42.12,-70.71,543,2,,31,77,57,12,82,21,21,15
2052,42.18,-71.31,299,1,,10,36,31,6,67,11,23,2
2053,42.16,-71.43,301,1,,14,39,29,16,46,4,12,6
2054,42.17,-71.36,191,1,,9,32,11,5,20,9,10,3
2056,42.11,-71.34,231,,,9,49,18,6,45,5,12,6
2061,42.16,-70.82,580,,,27,57,57,10,155,24,24,5
2062,42.19,-71.2,1241,,,40,101,247,45,199,44,83,24
2066,42.2,-70.76,387,1,,20,56,37,8,61,15,14,7
2067,42.11,-71.18,376,,,18,25,59,6,100,15,27,8
2071,42.1,-71.27,19,,,,11,1,,,,,
2072,42.12,-71.1,890,1,,15,121,78,37,138,33,79,35
2081,42.15,-71.27,610,1,1,23,98,52,29,108,9,45,10
2090,42.22,-71.22,495,,,10,57,53,8,124,29,33,7
2093,42.05,-71.36,422,,,8,53,29,9,41,12,14,7
2108,42.36,-71.06,1171,,,53,9,45,16,474,54,29,3
2109,42.37,-71.05,1355,1,,64,14,29,8,687,81,27,6
2110,42.36,-71.05,1856,1,,105,15,44,11,1067,102,47,14
2111,42.35,-71.06,1008,,,57,10,106,17,281,43,26,14
2113,42.37,-71.06,180,,,7,3,8,7,16,5,2,
2114,42.36,-71.07,693,,,46,9,103,5,189,45,18,3
2115,42.34,-71.11,592,,,40,3,47,,72,58,7,2
2116,42.35,-71.08,2053,1,,117,20,127,12,606,183,33,7
2118,42.34,-71.07,826,,,32,25,91,24,181,56,76,12
2119,42.32,-71.09,448,,,13,30,102,8,39,26,16,11
2120,42.33,-71.1,173,,,4,2,55,2,12,22,3,3
2121,42.31,-71.09,193,,,4,16,35,,11,15,1,6
2122,42.29,-71.04,512,,,17,56,89,10,55,24,6,9
2124,42.29,-71.07,569,,,10,61,103,5,50,30,7,14
2125,42.32,-71.06,458,,2,22,37,49,8,49,24,9,6
2126,42.27,-71.1,205,,,6,17,36,1,16,6,1,2
2127,42.33,-71.04,665,,,33,57,40,19,123,38,37,21
2128,42.36,-71.01,751,,,14,38,47,13,55,37,15,135
2129,42.38,-71.06,488,,,32,28,36,19,121,34,20,31
2130,42.31,-71.11,645,1,,23,31,116,15,81,33,11,8
2131,42.28,-71.13,411,,,13,41,54,6,34,20,11,5
2132,42.28,-71.16,523,,,12,42,77,10,86,24,6,6
2134,42.36,-71.13,534,,,28,21,44,13,62,56,19,15
2135,42.35,-71.15,706,1,,36,54,98,8,105,46,17,17
2136,42.26,-71.13,450,,,11,62,60,21,37,16,24,18
2138,42.38,-71.14,1182,,,70,27,149,26,283,53,29,6
2139,42.36,-71.1,1094,,,65,26,115,23,323,69,27,4
2140,42.39,-71.13,509,,,36,10,54,8,144,26,9,3
2141,42.37,-71.08,476,,,39,10,30,14,118,15,15,7
2142,42.36,-71.08,542,,,53,3,14,15,287,21,29,3
2143,42.38,-71.1,637,,1,35,37,70,39,91,33,26,15
2144,42.4,-71.12,430,,,20,27,48,6,102,22,3,3
2145,42.39,-71.09,387,,,8,48,38,14,39,15,10,7
2148,42.43,-71.06,959,,,30,101,115,36,107,46,43,26
2149,42.41,-71.05,727,,1,9,100,50,43,72,22,51,43
2150,42.4,-71.03,690,,,15,44,84,35,52,31,85,58
2151,42.42,-71,761,,,13,96,74,13,79,17,28,46
2152,42.37,-70.97,264,,,12,39,32,2,31,13,9,13
2155,42.42,-71.11,1149,,,34,159,120,38,182,31,48,27
2163,42.37,-71.12,30,,,3,,1,1,5,1,,1
2169,42.25,-71,1541,1,,60,148,231,31,316,62,54,26
2170,42.27,-71.02,269,1,,7,41,23,3,30,20,9,2
2171,42.29,-71.02,370,,,15,35,29,5,73,23,16,3
2176,42.46,-71.06,505,,,14,63,82,8,99,25,6,3
2180,42.47,-71.1,619,2,,17,83,99,16,104,17,16,16
2184,42.21,-71,1514,,,55,145,110,23,326,70,71,41
2186,42.24,-71.08,441,,,21,69,76,1,98,22,9,5
2188,42.2,-70.96,309,,,9,38,33,10,42,15,17,6
2189,42.21,-70.93,399,,,8,82,45,17,50,11,30,8
2190,42.17,-70.95,358,,,5,44,76,2,44,13,6,8
2191,42.24,-70.94,134,,,4,23,9,,12,4,3,3
2199,42.35,-71.08,255,,,8,2,3,,88,17,6,
2203,42.36,-71.06,16,,,,,1,,9,,,
2210,42.35,-71.04,970,,,68,22,29,28,381,45,92,29
2215,42.35,-71.1,527,,,29,3,49,7,76,39,4,7
2301,42.08,-71.04,1335,,,32,63,220,53,191,50,48,37
2302,42.09,-71,378,,,11,44,63,12,15,10,21,20
2322,42.13,-71.05,234,,,5,36,14,25,16,9,35,14
2324,41.97,-70.98,481,,,13,93,27,13,77,18,21,18
2330,41.88,-70.75,191,1,,8,40,19,5,17,3,10,8
2332,42.04,-70.71,366,2,,20,40,47,8,82,16,25,5
2333,42.04,-70.94,254,,,4,43,19,13,32,5,9,8
2338,42,-70.86,110,,,3,30,8,3,9,3,3,5
2339,42.12,-70.86,637,1,,17,83,55,28,93,18,26,4
2341,42.05,-70.87,176,,,2,38,11,11,19,3,8,6
2343,42.14,-71,249,,,2,36,19,22,18,8,14,14
2346,41.88,-70.87,526,,,6,98,50,23,67,10,20,19
2347,41.83,-70.96,283,,,10,51,25,7,53,12,19,8
2351,42.12,-70.96,334,,,10,50,25,9,39,12,10,11
2356,42.06,-71.12,293,,,13,43,44,5,45,13,11,3
2357,42.05,-71.08,3,,,,,,,,,1,
2359,42.07,-70.81,513,1,,13,92,25,32,71,12,36,6
2360,41.88,-70.63,1526,,1,62,183,203,39,252,54,47,29
2364,41.99,-70.74,387,,1,16,52,31,12,43,9,17,1
2366,41.85,-70.65,11,,,,3,,1,,2,,
2367,41.96,-70.8,66,2,,1,17,7,5,8,2,5,1
2368,42.18,-71.05,596,,,17,56,95,23,62,21,46,30
2370,42.13,-70.91,469,1,,11,81,21,31,69,14,40,15
2375,42.01,-71.08,396,1,,19,58,33,25,67,16,24,19
2379,42.02,-71.03,356,1,,8,52,28,29,36,12,30,24
2382,42.08,-70.94,219,,,3,34,11,15,24,6,9,4
2420,42.46,-71.22,489,1,,26,19,80,6,144,15,12,2
2421,42.44,-71.24,544,,,32,26,87,11,193,22,20,3
2445,42.33,-71.14,491,,,20,21,98,5,107,27,15,1
2446,42.34,-71.12,774,,,34,14,183,10,125,70,12,3
2451,42.4,-71.26,1285,,,88,74,111,30,330,44,68,14
2452,42.39,-71.21,456,,,31,42,46,9,89,22,16,5
2453,42.37,-71.24,851,,,39,93,87,59,116,32,32,14
2457,42.3,-71.27,19,,,1,,,1,,,1,
2458,42.35,-71.19,504,1,,30,33,59,15,135,27,21,7
2459,42.31,-71.19,726,,,36,32,110,3,199,48,33,17
2460,42.35,-71.21,258,,,14,21,31,8,68,8,9,5
2461,42.32,-71.21,256,,,12,10,36,4,56,16,7,2
2462,42.33,-71.26,124,,,,2,53,,43,6,2,
2464,42.31,-71.22,264,,,12,14,36,5,53,11,17,5
2465,42.35,-71.23,316,,,20,24,37,6,62,13,16,7
2466,42.34,-71.25,291,,,31,14,32,4,88,14,17,5
2467,42.31,-71.15,510,,,21,12,82,5,88,43,11,2
2468,42.33,-71.23,98,,,3,8,20,,29,8,4,
2472,42.37,-71.18,1035,,,78,106,115,43,177,39,34,21
2474,42.42,-71.16,487,,,22,52,66,5,96,14,11,4
2476,42.42,-71.18,416,,,21,37,66,4,78,20,7,7
2478,42.4,-71.18,604,,,24,58,80,10,128,26,17,9
2481,42.31,-71.28,728,,,18,20,133,7,315,43,16,4
2482,42.29,-71.3,447,,,21,17,42,4,142,18,16,2
2492,42.28,-71.24,549,,,21,44,87,17,144,23,20,2
2493,42.36,-71.3,326,,,20,26,48,6,101,20,11,3
2494,42.3,-71.23,684,,,56,51,63,18,221,38,43,8
2532,41.75,-70.6,305,,,15,37,30,4,48,15,10,7
2534,41.67,-70.62,68,,,7,11,5,5,6,1,2,1
