zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
1057,42.09,-72.32,145,,,4,37,6,8,12,3,6,5
1060,42.32,-72.63,793,1,,47,32,120,17,149,24,20,6
1062,42.32,-72.7,191,1,,7,21,36,8,22,10,12,3
1063,42.32,-72.64,5,,,1,,,,,,,
1066,42.41,-72.66,9,,,3,2,,,1,,,
1068,42.35,-72.04,26,,,1,10,1,1,3,1,1,2
1069,42.19,-72.31,261,,,8,32,18,25,29,5,18,13
1070,42.52,-72.92,9,,,1,1,,,,,,
1071,42.16,-72.87,23,1,,,7,1,1,,1,1,1
1072,42.46,-72.42,17,,,2,6,,1,4,,,
1073,42.23,-72.74,115,,,6,27,6,5,13,2,5,3
1074,42.39,-72.09,9,,,,,,1,,,1,
1075,42.26,-72.58,301,,,11,47,31,9,44,9,10,5
1077,42.05,-72.78,211,3,,12,35,14,15,20,6,6,7
1079,42.19,-72.33,12,,,,4,,1,1,,1,1
1080,42.19,-72.36,38,,,,3,4,6,8,,,
1081,42.06,-72.23,14,1,,,6,,1,,1,,1
1082,42.3,-72.28,171,1,,4,16,23,11,19,,7,4
1083,42.2,-72.19,36,,,,5,1,4,5,2,,2
1084,42.39,-72.88,5,,,,1,,,,,,
1085,42.15,-72.77,845,,,19,90,97,87,100,31,48,28
1086,42.13,-72.79,17,,,1,3,1,4,,,,1
1088,42.39,-72.65,30,,,1,2,2,3,4,1,2,1
1089,42.13,-72.65,1001,,,21,87,107,61,132,34,65,27
1092,42.19,-72.24,21,,,1,4,,1,2,,1,
1093,42.44,-72.66,29,,,,6,1,4,1,,4,1
1094,42.36,-72.14,2,,,,,,2,,,,
1095,42.14,-72.42,307,1,,6,34,38,6,59,12,16,7
1096,42.4,-72.76,51,,,1,8,2,7,7,2,,2
1098,42.39,-72.94,26,,,5,8,1,1,1,1,1,
1103,42.1,-72.59,586,,,21,9,71,5,266,26,8,6
1104,42.13,-72.57,575,,,8,36,107,34,49,20,53,29
1105,42.1,-72.58,267,,,22,11,38,6,30,13,18,7
1106,42.05,-72.57,289,,,13,17,55,2,65,17,11,2
1107,42.12,-72.61,143,,,3,6,68,5,6,3,4,3
1108,42.08,-72.56,280,,,3,21,32,9,26,15,8,10
1109,42.12,-72.55,295,,,7,11,45,11,22,9,6,6
1118,42.09,-72.53,138,,,1,17,29,2,11,4,4,3
1119,42.12,-72.51,150,,,5,5,18,,13,8,2,
1128,42.09,-72.49,48,,,,4,7,,7,,1,1
1129,42.12,-72.49,164,,,4,6,16,3,13,3,3,2
1151,42.15,-72.51,144,,,2,11,7,20,15,5,8,7
1199,42.12,-72.6,3,,,,,3,,,,,
1201,42.45,-73.27,1311,2,,59,120,227,52,202,37,54,22
1220,42.62,-73.12,154,1,,2,30,11,9,16,4,5,2
1222,42.06,-73.32,13,,,1,,,3,,,3,
1223,42.31,-73.11,43,,,3,12,,1,4,,1,2
1224,42.51,-73.2,4,,,,1,,1,,,,
1225,42.56,-73.15,51,,,,12,2,1,4,2,,3
1226,42.48,-73.14,126,1,,4,26,10,7,16,4,5,
1229,42.28,-73.33,3,,,,,,,1,,,
1230,42.17,-73.32,423,2,,24,36,46,14,69,12,10,4
1235,42.43,-73.06,47,,,2,18,2,2,2,,,1
1236,42.27,-73.38,38,,,1,6,2,4,6,1,1,
1237,42.54,-73.27,148,1,,6,16,7,2,7,4,3,2
1238,42.3,-73.23,282,,,8,32,13,7,24,4,6,2
1240,42.37,-73.27,248,,,13,10,16,7,33,7,9,2
1242,42.33,-73.25,18,,,,3,1,,1,2,,1
1243,42.35,-73.02,5,1,,,1,,1,,1,,
1244,42.12,-73.26,4,,,,2,,,1,,,
1245,42.19,-73.22,23,,,3,7,2,1,3,,,
1247,42.7,-73.08,345,,,20,33,49,15,40,12,7,9
1253,42.21,-73.11,33,,,2,12,1,,2,2,,
1254,42.38,-73.37,34,1,,,12,3,,4,2,1,
1255,42.11,-73.12,18,2,,1,5,2,,1,,,
1256,42.59,-73.02,5,,,,2,,2,,,,
1257,42.09,-73.37,112,,,5,23,,11,11,1,3,4
1258,42.11,-73.46,35,,,2,6,1,1,6,2,1,
1259,42.08,-73.23,25,,,1,10,,,2,1,2,
1260,42.3,-73.34,14,,,1,1,,2,2,1,1,
1262,42.29,-73.32,83,2,,10,10,6,2,7,1,1,
1264,42.23,-73.2,1,,,1,,,,,,,
1266,42.31,-73.39,46,,,1,10,,2,8,2,,
1267,42.67,-73.25,218,1,,17,17,21,3,37,3,2,3
1270,42.52,-73.03,7,,,,5,,,,,,
1301,42.63,-72.6,584,,,23,31,104,30,84,16,25,4
1330,42.51,-72.82,32,,,3,4,,6,2,3,1,
1331,42.56,-72.19,201,,,7,16,32,9,22,9,6,8
1337,42.69,-72.58,45,,,2,14,3,2,,1,2,1
1338,42.57,-72.82,15,,,,5,1,1,1,,,2
1339,42.6,-72.89,26,,,3,3,1,1,2,,1,1
1340,42.69,-72.71,16,,,,4,,4,1,,1,
1341,42.49,-72.71,24,,,2,6,1,2,2,,1,
1342,42.54,-72.61,27,,,2,4,2,2,1,,1,1
1343,42.66,-72.98,1,,,,1,,,,,,
1344,42.61,-72.43,18,,,1,1,1,1,2,1,,1
1346,42.69,-72.82,4,,,,1,,,,,,
1347,42.56,-72.52,1,,,,1,,,,,,
1349,42.56,-72.48,10,,,,,,2,,1,,
1350,42.73,-72.99,3,,,,,,,1,,,1
1351,42.54,-72.52,31,,,1,5,1,2,5,2,2,
1354,42.62,-72.51,23,,,1,7,3,,2,,,3
1355,42.46,-72.33,16,1,,3,2,,1,1,,,1
1360,42.68,-72.45,54,1,,1,12,3,5,4,,2,2
1364,42.61,-72.29,132,1,,6,5,12,19,11,4,7,6
1366,42.48,-72.19,24,1,,2,1,2,1,3,1,,
1367,42.7,-72.91,8,,,,1,,,1,,,
1368,42.68,-72.18,8,,,,2,,,1,,,
1370,42.59,-72.73,122,,,9,9,10,8,21,2,3,3
1373,42.48,-72.62,139,,,3,22,13,8,19,1,10,6
1375,42.47,-72.55,49,,,2,4,1,1,10,2,1,
1376,42.6,-72.56,102,,,2,4,26,9,9,2,4,
1378,42.67,-72.35,4,,,,1,,,,,,
1379,42.56,-72.41,12,,,,2,2,,2,1,1,1
1420,42.58,-71.82,740,,,13,63,109,57,76,27,35,18
1430,42.66,-71.92,94,,,2,23,6,6,13,1,4,3
1431,42.68,-71.83,53,1,,1,16,3,4,3,1,1,3
1432,42.56,-71.57,238,,,7,24,24,29,28,11,15,18
1434,42.54,-71.61,74,,,2,1,7,15,14,5,8,3
1436,42.6,-72.09,27,,,,6,6,1,1,,,
1438,42.56,-72.03,21,,,1,1,1,2,2,,1,2
1440,42.59,-71.99,405,,,14,24,70,36,44,7,7,7
1450,42.61,-71.56,217,1,,12,33,27,6,34,7,9,4
1451,42.5,-71.57,139,4,,6,13,24,4,40,5,6,1
1452,42.5,-72,53,2,,,12,6,4,9,2,3,3
1453,42.52,-71.76,1091,,,27,101,119,87,146,39,43,23
1460,42.54,-71.49,303,1,,19,47,26,21,60,6,24,2
1462,42.58,-71.72,199,,,7,40,12,5,30,13,10,2
1463,42.67,-71.6,206,,,2,50,16,8,35,6,6,6
1464,42.57,-71.64,117,,,,23,4,13,20,5,13,3
1467,42.49,-71.61,9,,,,1,,2,1,,,
1468,42.54,-72.07,52,,,2,11,5,4,7,1,3,3
1469,42.66,-71.7,123,1,,6,22,6,4,15,1,3,1
1473,42.55,-71.91,159,6,,3,22,14,11,13,5,13,4
1474,42.67,-71.75,23,,,,8,1,1,,1,,2
1475,42.67,-72.06,148,2,,2,22,13,15,10,3,10,1
1501,42.2,-71.85,607,2,,14,53,64,23,72,21,51,9
1503,42.38,-71.63,80,2,,2,19,3,2,7,4,7,2
1504,42.04,-71.53,128,,,1,32,9,2,8,3,7,5
1505,42.36,-71.72,125,,,10,24,4,6,24,6,4,8
1506,42.18,-72.11,43,1,,,8,4,3,3,,2,1
1507,42.13,-71.97,254,,,9,55,20,13,32,4,11,11
1510,42.41,-71.69,261,,,4,35,17,22,32,9,12,5
1515,42.21,-72.04,43,,,4,4,,,6,2,2,1
1516,42.05,-71.75,120,,,4,34,6,8,11,3,2,3
1518,42.13,-72.12,57,,,2,5,2,2,10,,2,
1519,42.2,-71.68,89,2,,3,15,9,2,17,,6,1
1520,42.34,-71.85,270,,,4,37,41,8,47,10,9,2
1521,42.05,-72.18,22,1,,2,3,,,2,1,,2
1522,42.38,-71.87,32,,,2,6,3,1,6,1,1,1
1523,42.48,-71.68,119,,,6,18,18,3,22,3,12,1
1524,42.25,-71.92,103,,,5,23,8,4,11,,3,2
1525,42.11,-71.63,23,,,,3,4,1,3,,,
1527,42.19,-71.78,288,,,14,31,15,28,24,2,17,6
1529,42.04,-71.58,32,,,,6,3,3,4,,2,
1531,42.33,-72.13,16,,,,5,,1,2,1,,1
1532,42.32,-71.65,492,,,18,52,44,19,95,14,38,11
1534,42.14,-71.64,55,1,,6,11,4,8,4,2,,
1535,42.27,-72.07,71,1,,3,10,8,5,9,3,2,1
1536,42.23,-71.69,140,,,2,18,13,9,19,5,2,5
1537,42.16,-71.9,62,,,3,3,2,6,7,2,6,7
1540,42.12,-71.86,217,,,7,30,13,21,31,5,16,6
1541,42.45,-71.88,70,2,,3,7,5,6,14,3,4,3
1542,42.2,-71.91,32,,,1,4,2,2,3,1,2,1
1543,42.39,-71.97,116,1,,2,25,8,3,12,2,5,5
1545,42.28,-71.71,784,,,21,77,68,28,139,38,59,32
1550,42.06,-72.03,341,,,12,26,56,24,30,10,19,4
1560,42.18,-71.67,64,,,2,8,4,5,12,,5,2
1561,42.44,-71.69,28,,,,4,2,2,9,,1,
1562,42.25,-71.99,216,1,,9,44,15,16,28,4,3,6
1564,42.45,-71.78,192,1,1,5,38,14,17,25,3,15,2
1566,42.1,-72.08,242,,,5,13,31,12,44,8,7,5
1568,42.18,-71.6,158,,,5,47,9,9,21,2,8,1
1569,42.06,-71.63,282,2,,8,51,10,14,27,6,23,13
1570,42.05,-71.85,366,,,10,47,37,22,39,17,20,7
1571,42.05,-71.94,157,,,4,34,9,14,14,4,6,3
1581,42.27,-71.61,935,1,,44,46,91,37,263,36,53,13
1583,42.37,-71.79,234,,,3,38,23,13,31,6,15,6
1585,42.24,-72.16,88,,,2,15,13,11,8,3,3,2
1588,42.12,-71.67,203,1,,4,15,29,8,37,11,9,1
1590,42.13,-71.75,153,1,,5,28,8,11,23,3,9,4
1602,42.27,-71.85,290,,,9,26,53,3,33,12,10,8
1603,42.24,-71.84,382,,,6,31,36,25,34,13,18,12
1604,42.25,-71.77,729,,,11,64,119,33,55,25,42,21
1605,42.29,-71.79,622,,,16,38,140,24,113,20,28,9
1606,42.32,-71.8,438,,,25,34,45,28,57,15,21,11
1607,42.23,-71.79,143,,,,14,7,7,12,9,11,5
1608,42.26,-71.8,526,,,12,8,77,7,223,18,18,8
1609,42.29,-71.83,502,,,13,16,111,5,117,24,13,2
1610,42.25,-71.81,344,,,6,22,35,30,24,13,24,12
1611,42.24,-71.88,29,,,,6,1,3,1,2,2,1
1612,42.3,-71.93,69,,,6,12,7,3,11,3,3,
1701,42.32,-71.44,1157,,,57,64,116,22,285,59,69,17
1702,42.28,-71.44,830,,,27,73,149,28,117,23,42,12
1718,42.52,-71.43,2,,,,,,,,,2,
1719,42.49,-71.52,135,,,10,15,9,7,39,7,12,3
1720,42.48,-71.44,716,1,,39,52,71,26,166,21,37,6
1721,42.26,-71.47,385,,,10,50,28,19,71,11,24,9
1730,42.5,-71.28,544,,,33,49,52,30,138,14,40,8
1731,42.46,-71.28,37,,,,,1,,27,1,,1
1740,42.44,-71.6,121,2,,8,16,8,4,33,5,8,1
1741,42.54,-71.36,102,1,,9,13,8,8,35,5,3,1
1742,42.46,-71.36,766,1,,50,39,138,23,199,31,28,6
1745,42.29,-71.5,18,,,1,2,3,,5,,1,1
1746,42.2,-71.45,373,3,,7,55,27,40,60,7,31,2
1747,42.12,-71.53,140,,,4,14,21,14,16,3,16,4
1748,42.22,-71.54,425,,,20,58,38,17,119,13,38,7
1749,42.39,-71.55,522,,,15,77,26,62,64,16,43,11
1752,42.35,-71.55,1354,,,69,99,118,66,256,41,95,29
1754,42.43,-71.46,263,,,11,35,16,7,55,11,9,3
1756,42.09,-71.54,143,,,4,28,4,6,16,6,9,2
1757,42.16,-71.52,764,,1,26,87,119,26,107,18,32,15
1760,42.28,-71.35,1319,,,59,87,124,24,231,33,60,14
1770,42.23,-71.37,107,3,,5,14,9,1,34,2,5,1
1772,42.3,-71.53,331,,,14,26,21,12,101,12,28,10
1773,42.43,-71.31,139,,,11,9,16,4,40,11,4,
1775,42.43,-71.51,156,3,,14,27,8,4,29,5,14,1
1776,42.38,-71.42,509,,,30,35,56,10,144,16,38,3
1778,42.36,-71.36,349,2,,21,26,36,5,90,14,15,2
1801,42.49,-71.15,2042,,,80,217,164,135,414,77,232,55
1803,42.5,-71.2,1482,,,123,94,92,33,341,45,90,17
1810,42.65,-71.16,1039,,,65,60,106,25,306,38,68,12
1821,42.55,-71.25,693,,1,22,130,34,33,103,26,57,37
1824,42.59,-71.36,800,1,,29,82,115,51,146,16,37,12
1826,42.68,-71.3,544,,,12,130,53,16,63,19,16,12
1827,42.68,-71.5,46,1,,1,22,2,,4,,1,2
1830,42.8,-71.05,545,1,,19,46,108,15,80,18,13,6
1832,42.79,-71.13,291,,2,6,35,17,24,37,8,14,4
1833,42.73,-70.98,193,1,,5,39,18,13,25,4,10,2
1834,42.75,-71.02,114,1,,5,27,8,8,17,4,4,1
1835,42.75,-71.09,286,2,,16,26,20,44,29,15,23,11
1840,42.71,-71.16,355,,,9,15,68,33,35,12,17,6
1841,42.71,-71.16,358,,,1,21,57,19,18,11,13,12
1843,42.69,-71.16,427,,,15,25,51,40,49,14,28,13
1844,42.74,-71.18,900,,1,25,105,119,39,129,34,40,26
1845,42.67,-71.09,864,,,29,76,125,31,226,26,45,8
1850,42.66,-71.3,102,,,,12,6,2,8,5,1,3
1851,42.63,-71.34,427,,,19,49,29,27,59,15,18,8
1852,42.63,-71.3,745,1,,26,37,107,42,110,30,27,17
1854,42.65,-71.35,296,,,6,17,67,2,25,15,10,1
1860,42.84,-71.01,79,,,1,17,8,3,12,2,1,3
1862,42.58,-71.3,383,,,9,53,19,52,42,4,57,16
1863,42.63,-71.39,225,,,9,24,33,16,32,7,11,6
1864,42.58,-71.08,506,,,22,86,31,9,109,14,27,17
1867,42.54,-71.11,517,,,18,70,68,11,105,20,10,8
1876,42.61,-71.23,707,1,1,14,118,67,31,93,25,37,21
1879,42.67,-71.43,308,,,15,67,14,16,44,12,21,4
1880,42.5,-71.07,878,,,28,107,89,26,208,26,43,15
1886,42.59,-71.44,577,,,23,67,47,27,140,15,39,13
1887,42.56,-71.16,782,1,,22,132,52,71,101,21,102,34
1890,42.45,-71.14,571,,,24,43,98,9,151,28,14,5
1901,42.46,-70.95,279,,,13,4,55,9,43,10,12,4
1902,42.47,-70.94,397,,,7,44,76,7,37,21,8,11
1904,42.49,-70.97,274,,,7,23,44,9,34,5,6,6
1905,42.47,-70.98,292,,,9,34,17,12,17,12,18,14
1906,42.47,-71.01,761,1,,30,85,66,22,76,13,19,15
1907,42.47,-70.91,322,,,11,40,41,4,56,19,9,1
1908,42.43,-70.93,54,1,,4,9,5,1,6,1,2,1
1913,42.85,-70.96,402,,,13,50,50,31,65,10,25,6
1915,42.57,-70.87,1242,7,,69,96,169,66,246,39,50,13
1921,42.68,-71.03,144,1,,6,36,13,3,42,8,6,2
1922,42.76,-70.91,64,1,,1,8,2,2,17,3,3,2
1923,42.57,-70.95,1092,2,,48,82,146,65,203,26,44,15
1929,42.64,-70.77,143,1,,7,25,7,13,14,3,8,1
1930,42.62,-70.68,919,25,,37,93,87,52,119,28,54,26
1937,42.59,-70.98,4,,,,,,,,,1,
1938,42.68,-70.84,382,4,,12,54,27,38,55,11,19,1
1940,42.53,-71.04,372,,,8,47,30,2,112,14,21,11
1944,42.58,-70.77,186,1,,10,14,15,1,48,9,12,1
1945,42.5,-70.86,531,1,,31,55,48,13,110,15,20,6
1949,42.61,-71.01,287,1,,10,48,13,17,45,9,15,2
1950,42.81,-70.89,773,,,49,50,94,63,152,20,47,11
1951,42.77,-70.85,80,2,,9,11,5,3,11,3,4,2
1952,42.84,-70.84,276,1,,17,38,16,13,13,8,14,9
1960,42.53,-70.97,1462,1,,32,163,158,60,159,37,69,42
1966,42.64,-70.62,188,3,,5,25,8,5,22,5,4,4
1969,42.72,-70.89,197,5,,5,30,12,22,20,3,16,4
1970,42.52,-70.87,1139,,,46,78,139,36,221,42,40,22
1982,42.63,-70.86,163,4,,9,18,15,1,36,10,8,1
1983,42.64,-70.94,254,,,12,31,20,15,61,8,25,1
1984,42.6,-70.88,85,1,,7,13,7,1,15,5,5,
1985,42.8,-70.96,74,2,,2,17,5,1,21,1,2,1
2019,42.08,-71.47,376,,,16,53,14,24,36,6,18,10
2021,42.18,-71.13,918,1,,32,115,73,54,167,27,95,19
2025,42.24,-70.81,263,,,21,24,27,1,48,8,8,2
2026,42.25,-71.18,897,,,36,80,95,13,169,32,37,14
2030,42.23,-71.29,113,1,,7,15,14,1,32,4,4,
2032,42.16,-71.22,118,,,1,16,9,6,13,3,6,4
2035,42.06,-71.25,620,,,36,60,49,21,105,22,42,18
2038,42.08,-71.41,833,2,,29,94,61,54,142,34,62,26
2043,42.22,-70.88,862,,,31,66,84,18,223,32,57,13
2045,42.29,-70.92,150,,,11,14,7,1,21,3,6,7
2047,42.13,-70.69,9,,,,3,,,2,1,,
2048,42.02,-71.22,586,1,,26,50,48,23,119,21,47,17
2050,42.12,-70.71,556,2,,34,78,63,15,91,22,25,9
2052,42.18,-71.31,308,1,,11,38,30,6,68,10,22,2
2053,42.16,-71.43,286,1,,14,35,34,16,41,6,12,3
2054,42.17,-71.36,187,1,,8,30,11,5,24,8,10,4
2056,42.11,-71.34,219,,,9,48,13,6,47,5,13,6
2061,42.16,-70.82,577,,,31,53,55,13,138,24,28,5
2062,42.19,-71.2,1264,,,49,99,238,51,199,47,93,20
2066,42.2,-70.76,366,1,,20,51,34,7,64,9,18,7
2067,42.11,-71.18,386,,,19,23,55,7,113,13,28,7
2071,42.1,-71.27,18,,,,8,1,,,,,
2072,42.12,-71.1,864,1,,17,101,78,37,138,29,78,29
2081,42.15,-71.27,600,1,1,23,98,48,26,95,14,44,11
2090,42.22,-71.22,448,,,8,54,52,9,108,25,33,9
2093,42.05,-71.36,417,,,7,52,22,8,51,10,16,5
2108,42.36,-71.06,1148,,,55,9,46,14,469,57,31,1
2109,42.37,-71.05,1311,1,,56,12,32,7,633,85,32,7
2110,42.36,-71.05,1772,1,,111,13,40,8,1014,90,59,11
2111,42.35,-71.06,929,,,39,10,94,17,258,40,25,10
2113,42.37,-71.06,182,,,6,4,10,8,19,3,,
2114,42.36,-71.07,699,,,55,11,105,7,190,44,16,2
2115,42.34,-71.11,585,,,44,2,46,2,68,56,9,2
2116,42.35,-71.08,1985,1,,126,15,123,11,579,163,31,5
2118,42.34,-71.07,773,,,34,26,94,19,169,50,79,10
2119,42.32,-71.09,424,,,10,28,98,7,35,21,20,11
2120,42.33,-71.1,159,,,3,1,47,2,15,16,2,3
2121,42.31,-71.09,180,,,4,16,30,1,11,18,,4
2122,42.29,-71.04,498,,,16,54,87,9,54,19,6,10
2124,42.29,-71.07,533,,,9,49,97,7,47,27,5,10
2125,42.32,-71.06,449,,1,26,32,54,10,38,27,10,8
2126,42.27,-71.1,199,,,4,16,36,1,17,3,,5
2127,42.33,-71.04,640,,,34,53,40,22,109,29,31,21
2128,42.36,-71.01,719,,,10,41,46,12,61,34,13,131
2129,42.38,-71.06,456,,,28,19,32,18,112,26,18,26
2130,42.31,-71.11,639,1,,27,30,115,14,90,25,12,13
2131,42.28,-71.13,408,,,8,35,57,7,40,18,10,5
2132,42.28,-71.16,499,,,11,40,73,10,86,24,8,5
2134,42.36,-71.13,525,,,28,21,45,10,72,48,19,14
2135,42.35,-71.15,717,1,,31,49,110,9,99,47,16,28
2136,42.26,-71.13,424,,,8,67,55,17,32,17,24,20
2138,42.38,-71.14,1159,,,69,25,140,21,281,47,27,7
2139,42.36,-71.1,1062,2,,70,28,107,18,297,67,27,4
2140,42.39,-71.13,493,,,32,10,58,8,135,17,11,3
2141,42.37,-71.08,456,,,35,11,29,16,121,14,10,6
2142,42.36,-71.08,542,,,60,3,16,14,267,18,22,1
2143,42.38,-71.1,606,,1,28,38,76,30,76,32,26,19
2144,42.4,-71.12,431,,,30,24,44,6,110,23,6,2
2145,42.39,-71.09,336,,,6,43,38,12,38,9,10,11
2148,42.43,-71.06,940,,,28,86,110,37,108,43,40,28
2149,42.41,-71.05,707,,1,10,81,50,43,74,22,51,36
2150,42.4,-71.03,681,,,9,42,86,37,53,31,85,62
2151,42.42,-71,701,,,13,83,72,12,76,14,30,40
2152,42.37,-70.97,255,,,13,34,32,3,35,12,7,9
2155,42.42,-71.11,1159,,,44,151,120,36,178,36,50,29
2163,42.37,-71.12,30,,,3,,1,1,7,1,,
2169,42.25,-71,1517,1,,59,137,228,31,315,51,54,24
2170,42.27,-71.02,254,,,8,41,23,4,28,15,6,2
2171,42.29,-71.02,377,,,17,42,31,6,68,22,13,3
2176,42.46,-71.06,493,1,,12,62,79,7,95,23,5,4
2180,42.47,-71.1,617,1,,16,74,101,16,104,16,22,14
2184,42.21,-71,1478,,,61,129,102,23,317,68,78,38
2186,42.24,-71.08,421,,,24,64,66,2,102,22,8,4
2188,42.2,-70.96,302,,,10,31,36,11,42,12,16,5
2189,42.21,-70.93,412,,,12,77,48,18,60,12,30,6
2190,42.17,-70.95,358,,,4,46,78,3,45,13,9,8
2191,42.24,-70.94,120,,,4,20,10,,12,5,1,1
2199,42.35,-71.08,256,,,13,2,6,,85,16,10,
2203,42.36,-71.06,13,,,,,1,,6,,,
2210,42.35,-71.04,849,,,71,17,18,30,325,40,95,23
2215,42.35,-71.1,570,,,30,5,50,10,77,33,5,6
2301,42.08,-71.04,1321,,,30,47,223,53,199,42,50,35
2302,42.09,-71,364,,,10,42,60,15,13,13,19,14
2322,42.13,-71.05,232,,,6,35,13,24,17,9,36,15
2324,41.97,-70.98,475,,,11,91,28,14,73,17,22,14
2330,41.88,-70.75,171,1,,4,36,16,5,16,3,10,6
2332,42.04,-70.71,334,2,,17,37,45,5,81,11,24,5
2333,42.04,-70.94,249,,,6,36,21,15,28,5,9,10
2338,42,-70.86,107,,,3,27,8,4,11,1,2,4
2339,42.12,-70.86,620,2,,17,76,53,28,91,13,28,5
2341,42.05,-70.87,170,1,,2,27,10,13,19,4,8,5
2343,42.14,-71,247,,,2,38,20,23,22,7,14,12
2346,41.88,-70.87,526,1,,7,97,50,21,65,10,21,19
2347,41.83,-70.96,268,,,11,39,24,10,50,11,18,9
2351,42.12,-70.96,327,,,8,48,24,13,38,13,10,10
2356,42.06,-71.12,297,,,11,38,39,8,52,8,13,2
2357,42.05,-71.08,2,,,,,,,,,,
2359,42.07,-70.81,493,2,,15,90,24,28,63,12,39,5
2360,41.88,-70.63,1500,,1,71,171,197,39,250,48,52,29
2364,41.99,-70.74,371,,1,15,49,29,10,41,8,19,2
2366,41.85,-70.65,12,,,,3,,1,,2,,
2367,41.96,-70.8,63,2,,1,16,4,6,8,2,5,
2368,42.18,-71.05,590,,,13,60,86,26,68,20,43,31
2370,42.13,-70.91,463,1,,11,84,20,31,77,13,45,12
2375,42.01,-71.08,406,1,,19,59,35,26,67,13,27,19
2379,42.02,-71.03,359,1,,6,52,30,28,35,12,34,21
2382,42.08,-70.94,218,,,3,40,12,16,22,5,8,4
2420,42.46,-71.22,499,,,27,24,80,9,141,10,13,2
2421,42.44,-71.24,558,,,31,31,84,10,214,18,23,4
2445,42.33,-71.14,497,,,24,17,102,5,110,25,17,1
2446,42.34,-71.12,740,,,38,14,176,7,122,54,15,4
2451,42.4,-71.26,1297,,,102,68,108,30,353,43,76,16
2452,42.39,-71.21,452,1,,33,39,46,9,89,20,17,5
2453,42.37,-71.24,841,,,29,83,86,54,128,33,33,15
2457,42.3,-71.27,18,,,1,,,1,,,1,
2458,42.35,-71.19,495,,,28,41,57,13,129,30,22,6
2459,42.31,-71.19,729,,,33,34,112,3,202,46,36,20
2460,42.35,-71.21,266,,,14,20,31,9,72,5,8,5
2461,42.32,-71.21,261,,,15,10,36,5,65,13,5,2
2462,42.33,-71.26,136,,,1,1,60,,42,6,2,
2464,42.31,-71.22,266,,,12,12,32,6,63,10,16,3
2465,42.35,-71.23,298,,,18,22,37,3,61,9,14,7
2466,42.34,-71.25,293,,,21,16,28,4,106,14,15,3
2467,42.31,-71.15,485,,,19,11,77,5,81,37,14,3
2468,42.33,-71.23,94,,,4,8,20,1,25,3,5,
2472,42.37,-71.18,1020,,,83,94,113,45,178,36,35,19
2474,42.42,-71.16,471,,,20,55,62,4,95,15,10,3
2476,42.42,-71.18,428,,,21,33,69,6,86,19,8,7
2478,42.4,-71.18,577,1,,19,56,84,9,124,26,12,6
2481,42.31,-71.28,732,,,17,13,131,6,337,37,19,4
2482,42.29,-71.3,456,,,15,16,50,6,151,18,15,3
2492,42.28,-71.24,533,,,20,43,82,14,132,24,22,2
2493,42.36,-71.3,309,,,18,29,47,6,98,15,11,3
2494,42.3,-71.23,666,,,45,49,60,20,215,41,47,6
2532,41.75,-70.6,300,,,18,36,32,2,42,14,11,10
