zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,JobsAgriculture,JobsArtsRec,JobsAutomotive,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsRetail,latitude,longitude
76255,2276,36214,36.3,15.4,114,2,1,,8,10,6,,33.82,-97.74
76258,2417,60075,17.4,21.7,172,9,2,,22,9,18,,33.37,-96.93
76259,1630,75500,10.3,33.6,65,,1,,17,2,6,,33.2,-97.31
76261,119,54750,7.6,42.2,4,,,,,,,,33.79,-97.96
76262,11958,107191,8.8,37.0,820,1,17,,69,69,17,,33.01,-97.23
76263,20,71071,0,73.6,2,,,,,,,,33.46,-97.46
76264,600,60500,13.4,20.8,12,1,,,5,,,,33.74,-96.84
76265,698,51667,20.7,18.7,29,,1,,3,1,1,,33.76,-97.54
76266,5352,71595,11.2,26.2,223,1,4,,40,15,17,,33.37,-97.21
76234,5657,61645,18.7,25.3,541,,6,,58,84,18,,33.28,-97.51
76268,100,41250,27,39.7,1,,,,,,,,33.63,-96.77
76270,682,64706,16.0,25.2,15,,,,3,1,,,33.46,-97.75
76271,573,70096,10.5,28.3,36,,,,3,2,1,,33.46,-96.89
76272,1538,64074,16.1,25.9,52,,,,6,3,7,,33.46,-97.13
76273,3477,60739,23.3,16.5,171,4,4,,17,19,8,,33.74,-96.94
76301,6603,26659,47.4,6.4,779,,13,,32,144,25,,33.91,-98.48
76302,5179,45709,31.2,16.7,285,,3,,34,32,18,,33.86,-98.49
76305,1812,53611,26.5,18.9,104,1,1,,21,3,12,,34.01,-98.39
76306,5881,42896,30.7,10.9,222,,2,,15,10,25,,33.94,-98.52
76301,6603,26659,47.4,6.4,779,,13,,32,144,25,,33.91,-98.48
76308,8195,48893,23.1,15.5,867,,11,,32,111,8,,33.85,-98.54
76309,5145,42885,30.0,13.2,187,1,3,,11,26,4,,33.89,-98.54
76310,7182,66829,13.5,27.0,291,,1,,51,30,17,,33.8,-98.51
76311,653,60208,3.0,16.5,31,,,,,,1,,33.97,-98.51
76351,773,40417,30.8,17.4,51,,1,,4,5,1,,33.56,-98.7
76365,1785,42386,26.8,15.0,84,1,,,7,7,2,,33.76,-98.2
76354,4818,52090,22.5,16.0,159,,1,,18,14,6,,34.1,-98.62
76357,230,45536,26.0,17.0,7,,,,1,1,1,,34.08,-98.18
76360,1639,36856,38.1,11.7,60,,1,,9,4,2,,33.96,-98.96
76363,132,75833,31.8,46.2,5,,,,,,,,33.48,-99.55
76364,62,58750,24.2,57.9,3,,,,,,,,34.03,-99
76365,1785,42386,26.8,15.0,84,1,,,7,7,2,,33.76,-98.2
76366,814,48750,26.1,16.8,46,,,,7,3,3,,33.72,-98.78
76367,3763,52202,17.0,12.2,170,,2,,18,20,9,,33.97,-98.72
76360,1639,36856,38.1,11.7,60,,1,,9,4,2,,33.96,-98.96
76370,123,46563,22.8,20.9,6,1,,,2,,1,,33.53,-98.88
76371,563,45521,28.4,11.1,41,1,1,,4,2,,,33.48,-99.64
76372,455,40335,26.4,19.8,15,,,,1,,,,33.25,-98.93
76373,64,43125,3.1,56.7,4,,,,,,,,34.13,-99.11
76374,1602,46089,29.4,17.9,94,1,1,,4,11,10,,33.36,-98.74
76377,311,36831,30.3,19.2,8,,,,,1,,,34.01,-98.26
76379,184,65333,23.9,23.0,6,,,,4,,,,33.67,-98.49
76380,1659,36437,29.9,12.7,114,1,1,,8,11,4,,33.62,-99.24
76384,4950,43592,29.4,12.4,286,2,4,,20,29,11,,34.16,-99.34
76384,4950,43592,29.4,12.4,286,2,4,,20,29,11,,34.16,-99.34
76388,137,48125,13.1,11.3,2,1,,,,,,,33.32,-99.64
76389,459,72548,18.7,27.0,38,,,,1,1,1,,33.51,-98.46
76401,10121,46327,30.0,17.4,765,4,15,3,87,72,33,,32.28,-98.2
76402,0,-,0,0,3,,,,,,,,32.22,-98.22
76424,3077,44254,29.0,13.5,234,,2,1,21,15,10,,32.8,-98.89
76426,4203,49408,25.8,22.1,297,1,4,,18,20,7,,33.17,-97.85
76427,361,34736,28.8,11.0,13,,,,,,1,,33.16,-98.38
76429,101,-,9.9,45.6,4,,,,,,1,,32.76,-98.67
76430,930,43958,29.7,14.7,111,,2,,9,3,5,,32.79,-99.24
76431,1062,58459,22.5,25.5,49,,,,4,,3,,33.32,-97.86
76432,544,37692,34.8,9.6,17,,,,9,,,,31.84,-98.81
76433,549,67656,10.4,21.9,27,,1,,9,1,1,,32.32,-98.02
76435,187,33393,40.1,9.9,11,,,,4,1,,,32.24,-98.86
76437,2093,36335,38.7,15.5,110,,1,,9,13,3,,32.4,-99.04
76087,9829,85501,11.6,34.6,533,4,12,,74,33,26,,32.68,-97.78
76442,2742,43544,23.7,12.2,150,3,1,,10,11,6,,31.89,-98.61
76443,912,31676,37.3,17.1,44,,1,,3,1,1,,32.13,-99.21
76444,1506,38356,32.9,12.6,76,2,,,9,6,1,,32.12,-98.58
76445,176,28143,44.9,27.6,,,,,,,,,32.3,-98.55
76446,2710,45337,25.1,12.7,151,2,,,19,7,10,,32.07,-98.35
76448,1770,31330,43.8,9.3,221,,2,,8,30,8,,32.4,-98.8
76449,968,50741,24.4,20.6,78,,2,,22,,,,32.9,-98.32
76450,5120,49946,20.7,19.7,471,,4,1,43,50,16,,33.06,-98.62
76452,23,69297,0,68.6,1,,,,1,,,,31.75,-98.36
76453,627,61875,12.0,21.4,27,,,,1,,1,,32.58,-98.34
76454,614,30761,45.8,6.8,21,,,,3,1,1,,32.21,-98.74
76455,370,50417,23.7,14.1,7,,,,,,,,31.81,-98.38
76457,1456,42402,25.2,16.8,62,1,2,,7,4,4,,31.94,-98.03
76458,1956,53897,21.5,21.3,194,1,1,,26,9,1,,33.22,-98.19
76459,84,106458,13.1,93.9,3,,,,,,1,,33.28,-98.38
76460,137,72118,13.1,46.3,4,,,,,,,,33.31,-98.5
76446,2710,45337,25.1,12.7,151,2,,,19,7,10,,32.07,-98.35
76462,1128,78068,14.1,30.0,50,3,1,,5,2,3,,32.53,-98.01
76463,169,31250,24.8,45.7,9,,2,,,,,,32.46,-98.42
76464,239,55972,27.6,20.4,9,,,,1,,,,32.56,-99.16
76433,549,67656,10.4,21.9,27,,1,,9,1,1,,32.32,-98.02
76466,57,-,24.6,43.6,3,,,,,,1,,32.43,-98.74
76433,549,67656,10.4,21.9,27,,1,,9,1,1,,32.32,-98.02
76446,2710,45337,25.1,12.7,151,2,,,19,7,10,,32.07,-98.35
76469,29,31094,24.1,71.4,1,,,,,,,,32.34,-99.2
76470,1186,33241,37.1,9.3,47,2,,,3,4,,,32.5,-98.66
76471,731,35750,32.2,11.3,22,,1,,2,1,2,,32.12,-98.99
76472,638,49038,26.8,27.1,25,,,,3,1,2,,32.6,-98.17
76474,103,42404,13.6,17.6,3,,,,,1,,,31.98,-98.79
76475,355,36696,32.7,14.8,22,,2,,3,,2,,32.67,-98.49
76476,1053,58393,22.5,24.7,41,,2,,8,3,2,,32.36,-97.92
76481,48,-,0,47.5,2,,,,,,,,32.99,-98.75
76483,476,36700,36.7,16.9,42,,,,3,4,,,33.2,-99.27
76484,353,38828,36.6,7.1,8,,,,,,1,,32.76,-98.28
76088,4059,71004,13.2,30.4,218,4,7,,45,6,21,,32.85,-97.9
76486,458,64167,15.7,33.8,14,,,,2,,,,33.01,-98.05
76487,907,45991,22.9,18.3,28,1,,,8,1,,,32.97,-97.9
76490,44,-,20.5,101.9,,,,,,,,,32.95,-98.02
76491,156,31458,34.6,14.4,9,,,,1,,1,,33.04,-99.05
76501,6192,42361,32.2,13.0,386,,5,,26,21,24,,31.08,-97.25
76502,14197,64725,14.6,20.5,621,,11,,58,99,3,,31.1,-97.41
76501,6192,42361,32.2,13.0,386,,5,,26,21,24,,31.08,-97.25
76504,8703,38944,31.5,8.8,635,,9,1,46,70,32,,31.14,-97.37
76508,0,-,0,0,5,,,,1,2,,,31.08,-97.36
76511,707,36964,24.6,12.5,26,,,,2,3,1,,30.8,-97.42
76513,12977,63679,18.4,23.4,646,,11,,88,58,32,,31.05,-97.5
76518,476,41466,24.6,20.7,7,1,,,,,,,30.85,-97.15
76519,171,35125,29.9,29.3,3,,,,,,,,31.03,-97.19
76520,3093,40586,35.1,12.3,154,1,2,,15,19,6,,30.89,-96.91
76522,13675,53163,20.3,16.6,412,,5,,38,39,2,,31.22,-97.97
76523,0,-,0,0,,,,,,,,,30.79,-97.29
76524,1066,58676,11.3,14.7,20,,,,7,1,1,,31.27,-97.2
76525,424,46429,25.5,18.8,14,,,,2,1,1,,31.5,-98.13
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,2,37,20,14,,31.42,-97.76
76527,1280,55333,18.4,20.5,65,1,1,,24,,9,,30.84,-97.81
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,2,37,20,14,,31.42,-97.76
76530,769,45223,24.0,21.6,29,,,,5,2,,,30.71,-97.41
76531,1912,50500,26.6,16.3,139,1,1,,14,12,11,,31.69,-98.19
76501,6192,42361,32.2,13.0,386,,5,,26,21,24,,31.08,-97.25
76534,973,53207,20.2,16.2,25,,1,,6,,1,,30.88,-97.38
76537,1652,64730,12.8,21.0,104,,,,15,3,7,,30.82,-97.6
76538,281,65625,16.0,35.6,8,,,,2,2,,,31.63,-97.92
76539,3031,67295,12.4,24.7,67,,,,29,,5,,31.1,-98.03
76541,7495,30899,40.2,4.1,527,,12,,15,40,5,,31.11,-97.73
76541,7495,30899,40.2,4.1,527,,12,,15,40,5,,31.11,-97.73
76542,17110,60892,15.2,19.9,550,1,9,,41,66,5,,31.01,-97.74
76543,11307,41019,26.7,6.7,478,,8,,19,52,3,,31.15,-97.63
76544,4221,44046,14.8,7.3,146,,2,,,9,,,31.14,-97.76
76542,17110,60892,15.2,19.9,550,1,9,,41,66,5,,31.01,-97.74
76548,9904,72284,14.7,28.1,456,,13,,23,60,7,,31.05,-97.64
76549,16265,51972,16.1,13.8,245,,2,,25,57,3,,31.02,-97.83
76550,4912,46678,24.8,19.2,302,1,2,,55,23,12,,31.1,-98.26
76554,747,48125,25.1,18.6,23,,,,4,2,1,,30.97,-97.38
76556,542,41961,19.4,10.5,19,1,,,4,,,,30.7,-96.83
76557,1759,54821,26.8,25.7,49,,1,,13,3,3,,31.29,-97.39
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,1,37,20,14,,31.42,-97.76
76528,6003,49164,25.6,12.8,273,,1,2,37,20,14,,31.42,-97.76
76559,1873,54359,16.9,11.1,34,,1,,6,,3,,31.08,-97.6
76561,394,52250,16.8,15.3,6,,,,1,,1,,31.41,-97.53
76579,1505,60848,12.4,28.6,51,,1,,11,,9,,31.2,-97.27
76565,37,-,54.1,54.1,,,,,,,,,31.64,-98.35
76566,149,-,54.3,28.6,1,,,,,,,,31.56,-98.09
76567,3613,38104,32.5,12.0,194,,2,,16,24,8,,30.65,-97.01
76569,792,52126,19.5,22.4,27,,,,4,1,3,,30.94,-97.23
76570,919,38819,36.0,18.1,38,1,,,1,2,1,,31.08,-96.95
76571,2573,87852,12.9,36.5,160,,3,1,24,13,7,,30.93,-97.6
76573,9,-,44.4,155.6,1,,,,,,,,30.82,-97.5
76574,6320,50030,23.0,14.6,345,,2,,41,30,26,,30.58,-97.39
76577,1274,51090,18.4,21.0,39,,,,8,,1,,30.63,-97.17
76578,502,63611,27.7,24.4,15,,,,2,1,1,,30.54,-97.24
76579,1505,60848,12.4,28.6,51,,1,,11,,9,,31.2,-97.27
76596,0,-,0,0,,,,,,,,,31.48,-97.73
76597,0,-,0,0,,,,,,,,,31.49,-97.71
76598,0,-,0,0,,,,,,,,,31.48,-97.74
76599,0,-,0,0,2,,,,,2,,,31.47,-97.74
76621,361,59063,18.6,17.2,18,1,,,2,,2,,31.88,-97.09
76622,420,51750,15.3,13.2,12,1,,,2,1,1,,31.82,-97.24
76623,49,39219,20.4,47,3,,,,1,,,,32.21,-96.75
76624,726,61667,18.7,24.9,21,,,,5,2,1,,31.66,-96.96
76626,472,49167,29.7,8.6,15,,,,2,,1,,32.12,-96.72
76627,554,58409,23.6,19.7,12,,,,2,,1,,32.11,-97.4
76628,16,14375,75.1,82.3,3,,,,1,,,,32.03,-96.95
76629,720,45000,35.5,21.5,30,,,,2,3,,,31.15,-96.65
76630,337,66657,10.2,29.6,14,,,,3,1,,,31.34,-97.21
76631,171,64327,12.3,35.4,6,,,,2,,,,31.98,-96.98
76632,507,40302,32.6,14.2,10,,,,,2,,,31.31,-97.07
76633,1870,84342,12.7,35.6,63,,,,15,6,2,,31.7,-97.33
76634,2824,50962,23.1,15.5,144,,2,1,8,6,7,,31.82,-97.55
76635,419,31250,36.7,14.6,8,,,,2,,1,,31.72,-96.66
76636,555,50781,17.8,16.7,13,,,,3,,,,32.17,-97.29
76637,252,44792,24.2,25.3,12,1,,,2,,,,31.77,-97.8
76638,1142,73952,13.8,30.4,29,,1,,2,4,3,,31.55,-97.44
76639,580,40385,30.5,11.8,11,,,,1,,1,,31.87,-96.66
76640,1152,32957,37.5,10.8,70,1,2,,13,1,12,,31.7,-97.07
76641,639,45823,27.6,11.4,17,1,,,4,,1,,32.04,-96.81
76642,2541,44456,29.1,16.3,104,,,,10,13,2,,31.5,-96.52
76643,5073,72842,8.2,27.2,213,,2,,33,18,11,,31.45,-97.2
76634,2824,50962,23.1,15.5,144,,2,1,8,6,7,,31.82,-97.55
76645,3713,41845,29.7,14.4,326,,4,1,26,23,19,,32.02,-97.13
76648,1023,45417,32.1,16.6,30,,,,,4,1,,31.85,-96.81
76649,290,43125,34.5,18.4,7,,,,1,,,,32,-97.88
76650,71,51607,25.4,44.6,,,,,,,,,31.98,-96.86
76651,1252,45234,22.6,17.8,41,,1,,5,3,2,,32.18,-96.85
76652,457,42841,26.9,11.3,9,,,,1,,,,32.12,-97.58
76653,349,40875,17.8,17.1,24,,,,2,,1,,31.3,-96.61
76654,66,43000,19.7,57.1,4,,,,1,,,,31.73,-97.01
76655,3005,83098,13.2,37.5,100,1,1,,24,3,3,,31.4,-97.18
76656,741,50417,28.1,18.5,23,,,,4,1,3,,31.19,-97.04
76657,3448,62366,10.7,27.5,144,,2,,14,7,16,,31.45,-97.38
76660,181,46750,18.8,15.9,8,,,,1,1,1,,31.92,-96.9
76661,2409,28934,41.7,4.3,128,,2,,2,22,3,,31.32,-96.85
76664,1190,44819,21.2,14.6,28,,2,,2,2,,,31.56,-96.8
76665,940,45690,23.7,16.0,54,,1,,4,3,3,,31.92,-97.71
76666,112,41667,23.3,24.2,2,,,,,,,,32.04,-96.91
76667,3657,40760,26.7,13.1,242,,,1,11,41,8,,31.65,-96.47
76670,480,45833,21.9,20.0,15,,,,4,,2,,32.14,-96.99
76671,753,41047,28.3,14.9,11,,,,2,1,1,,31.99,-97.53
76673,438,45439,32.4,9.5,5,,,,,,,,31.75,-96.89
76676,98,58214,15.3,44.4,4,,,,1,,1,,31.86,-96.95
76678,99,30313,40.5,46.1,4,1,,,,,,,31.66,-96.76
76679,528,43684,36.9,20.2,8,,1,,,,,,31.93,-96.58
76680,122,-,9.8,39.5,2,,,,,,1,,31.2,-96.81
76681,273,40288,41.7,16.4,4,,,,,,,,31.89,-96.43
76682,963,51861,19.6,20.7,35,,,,8,1,1,,31.45,-96.91
76691,2395,57056,19.5,22.3,151,,2,,27,17,6,,31.77,-97.1
76685,17,-,0,79.8,2,,,,,,,,31.35,-97.01
76686,89,56250,19.0,52.3,3,,,,,1,,,31.77,-96.56
76687,714,39214,29.9,16.1,8,,,,,,1,,31.37,-96.5
76689,1298,61646,17.6,20.6,42,,,,11,3,4,,31.66,-97.51
76690,343,37279,33.0,15.5,10,1,,,1,,,,32.08,-97.74
76691,2395,57056,19.5,22.3,151,,2,,27,17,6,,31.77,-97.1
76692,3890,45380,25.5,17.8,162,,1,,15,20,14,,31.96,-97.33
76693,547,36696,26.0,19.3,22,,,,2,3,1,,31.79,-96.4
76701,656,31278,37.1,15.6,386,,7,,21,33,20,,31.55,-97.14
76712,9873,70056,13.8,24.5,921,,11,3,92,182,64,,31.53,-97.26
76706,13084,30461,44.4,10.8,573,1,3,,53,25,20,,31.48,-97.08
76704,3075,22508,55.4,3.5,86,,3,,2,11,7,,31.57,-97.13
76705,10101,41213,30.3,11.5,437,,2,2,52,33,29,,31.62,-97.1
76706,13084,30461,44.4,10.8,573,1,3,,53,25,20,,31.48,-97.08
76707,5195,30148,41.8,5.3,121,,3,,9,18,4,,31.55,-97.16
76708,9726,45719,28.4,16.0,287,3,8,,29,60,11,,31.63,-97.22
76710,10422,44554,28.5,12.1,1231,,19,,39,133,31,,31.54,-97.2
76711,3206,37555,26.3,12.2,197,,1,,11,13,4,,31.51,-97.15
76712,9873,70056,13.8,24.5,921,,11,3,92,182,64,,31.53,-97.26
76710,10422,44554,28.5,12.1,1231,,19,,39,133,31,,31.54,-97.2
76704,3075,22508,55.4,3.5,86,,3,,2,11,7,,31.57,-97.13
76706,13084,30461,44.4,10.8,573,1,3,,53,25,20,,31.48,-97.08
76710,10422,44554,28.5,12.1,1231,,19,,39,133,31,,31.54,-97.2
76798,0,-,0,0,4,,,,,,,,31.55,-97.12
76710,10422,44554,28.5,12.1,1231,,19,,39,133,31,,31.54,-97.2
76801,9029,40555,31.1,11.3,673,1,8,,49,110,26,,31.75,-99.03
76802,1709,52355,22.9,19.3,131,,2,,9,11,6,,31.74,-98.91
76802,1709,52355,22.9,19.3,131,,2,,9,11,6,,31.74,-98.91
76801,9029,40555,31.1,11.3,673,1,8,,49,110,26,,31.75,-99.03
76820,54,86429,11.1,22.6,1,,,,,,,,30.77,-99.05
76821,1751,36365,32.3,16.9,121,1,2,,11,8,9,,31.74,-99.93
76823,1220,47632,22.5,15.6,35,,,,5,4,,,31.71,-99.15
76824,15,-,100,84.9,1,,,,,1,,,30.93,-98.49
76825,2582,43750,28.6,12.4,192,,1,,17,11,10,,31.11,-99.39
76827,167,48125,24.6,12.4,1,,,,,,,,31.52,-99.14
76828,85,51406,0,63.6,,,,,,,,,32.01,-99.29
76831,18,-,0,77.5,2,,1,,,,,,30.67,-98.92
76832,225,60781,20.9,23.4,10,,,,2,1,,,30.99,-98.74
76834,2176,41250,27.6,12.1,158,1,3,,12,13,11,,31.88,-99.48
76836,9,-,100,100,,,,,,,,,31.44,-99.55
76837,488,39792,31.3,17.6,35,1,,,2,7,1,,31.22,-99.9
76841,17,-,47.1,79.8,,,,,,,,,30.92,-100.11
76842,111,41578,13.5,42.9,2,,,,,,,,30.94,-99.08
76844,1374,48000,28.6,12.1,93,,2,,8,13,5,,31.43,-98.52
76845,63,-,17.5,9.3,3,,,,,,,,31.54,-99.49
76848,40,27500,22.5,52,1,,,,1,,,,30.84,-99.57
76849,1628,40190,30.1,10.8,128,,,,14,7,6,,30.47,-99.82
76852,90,55000,22.2,51.9,1,,,,1,,,,31.36,-99.46
76853,570,47188,26.2,11.0,30,,,,2,1,5,,31.27,-98.37
76854,157,40136,31.8,6.3,5,,,,3,,,,30.69,-99.58
76875,224,45417,21.4,21.6,11,,,,3,,1,,31.6,-100
76856,1443,39230,27.1,15.6,138,,3,,10,10,8,,30.69,-99.27
76857,765,49196,23.0,14.4,13,,,,1,,1,,31.93,-98.93
76858,122,28594,36.9,29.8,2,,,,,,,,31.18,-99.62
76859,873,38750,39.5,10.3,45,,1,,5,1,1,,30.89,-99.86
76861,641,68438,18.3,27.1,28,,1,,7,,2,,31.59,-100.19
76862,78,65000,17.9,18.1,5,,,,2,,,,31.41,-99.68
76864,271,38125,32.5,16.0,6,1,,,2,,1,,31.55,-98.73
76865,44,-,50.0,81.4,2,1,,,1,,,,31.86,-100.17
76866,194,50104,21.6,23.5,6,,,,1,,1,,31.46,-99.93
76869,34,68250,11.8,68.2,1,,,,1,,,,30.91,-98.99
76870,94,42500,21.3,48.0,8,,,,3,,,,31.63,-98.55
76871,312,46611,16.0,16.9,12,,,,3,,2,,31.29,-99
76872,363,59083,22.6,27.7,4,,,,1,,,,31.33,-99.17
76873,25,27708,48,77.8,3,,,,1,,,,31.52,-99.38
76874,18,-,0,77.5,1,,,,,,,,30.46,-100.07
76875,224,45417,21.4,21.6,11,,,,3,,1,,31.6,-100
76877,1471,30313,40.7,12.1,144,1,2,,8,13,7,,31.16,-98.76
76878,762,37500,36.8,10.8,24,1,1,,4,,,,31.66,-99.29
76844,1374,48000,28.6,12.1,93,,2,,8,13,5,,31.43,-98.52
76882,120,36667,32.5,34.4,8,,,,,,,,31.82,-99.7
76849,1628,40190,30.1,10.8,128,,,,14,7,6,,30.47,-99.82
76884,50,49583,20,70.5,2,,,,1,,,,31.74,-99.57
76885,65,-,41.5,87.0,,,,,,,,,30.86,-98.86
76905,4410,60086,17.1,16.8,126,2,2,,20,10,11,,31.51,-100.32
76887,58,33452,36.2,43.2,7,,,,3,,1,,31.01,-99.16
76888,71,39250,39.4,39,2,,,,,,,,31.61,-99.64
76890,321,57321,15.9,8.8,12,,,,3,,1,,31.69,-98.78
76901,11405,51700,19.7,17.7,592,1,4,,59,60,16,,31.5,-100.97
76903,11940,36215,33.7,7.3,1087,1,14,2,106,90,46,,31.48,-100.44
76903,11940,36215,33.7,7.3,1087,1,14,2,106,90,46,,31.48,-100.44
76904,13816,59993,16.1,21.1,869,3,17,,81,109,22,,31.27,-100.4
76905,4410,60086,17.1,16.8,126,2,2,,20,10,11,,31.51,-100.32
76904,13816,59993,16.1,21.1,869,3,17,,81,109,22,,31.27,-100.4
76908,0,-,0,0,19,,,,,,,,31.43,-100.4
76904,13816,59993,16.1,21.1,869,3,17,,81,109,22,,31.27,-100.4
76930,49,74792,14.3,75.6,11,1,,,2,,,,31.27,-101.17
76932,1168,59904,19.6,28.4,130,,1,,10,4,1,,31.27,-101.54
76933,614,38077,31.6,10.7,23,,1,,1,,1,,31.86,-100.29
76934,419,49671,28.0,27.7,10,,,,2,1,1,,31.6,-100.67
76935,616,73810,11.9,32.9,26,,1,,6,,1,,31.08,-100.42
76936,1102,63432,21.8,20.7,54,,1,,5,2,1,,30.88,-100.6
76937,29,"2,500-",51.7,58.9,4,,,,1,,,,31.39,-100.15
76939,4,-,0,100,1,,,,,,,,31.27,-100.56
76940,75,42350,0,50,2,,,,,,,,31.44,-100.14
76941,568,58125,23.6,25.9,47,,1,,7,1,,,31.27,-100.89
76943,1379,51712,27.8,21.5,125,,3,,14,6,1,,30.53,-101.31
76945,799,44034,32.7,11.0,32,,1,,4,,,,31.88,-100.61
76949,5,-,0,100,1,,,,,,,,32.04,-100.69
76950,1586,60742,19.2,26.9,129,,5,,12,6,2,,30.44,-100.56
76951,462,50000,21.6,19.0,54,,,,4,2,1,,31.8,-101.06
76953,25,103984,0,105,1,,,,,,,,31.72,-100.33
76955,58,187250,0,66.0,1,,,,1,,,,31.29,-100.15
76957,0,-,0,0,16,1,,,1,1,,,31.37,-100.31
76958,62,50972,8.1,27.5,7,,,,1,,,,31.6,-100.8
77201,0,-,0,0,122,,,,1,4,5,,29.77,-95.36
77002,3295,72306,22.7,26.7,2725,,47,,28,139,23,,29.76,-95.37
77003,4470,59575,29.8,26.1,398,,9,1,12,29,47,,29.75,-95.35
77004,13340,48592,32.0,22.0,749,,21,,9,208,10,,29.72,-95.36
77005,10114,180758,9.2,23.5,1046,,17,,37,170,12,,29.72,-95.42
77006,12493,82878,13.1,29.1,1034,,24,,19,114,12,,29.74,-95.39
77007,19082,121458,8.9,35.3,1588,,20,,100,141,57,,29.77,-95.41
77008,16116,97690,10.8,28.6,1589,2,20,1,120,210,61,,29.8,-95.42
77009,14176,49383,27.6,19.1,764,,13,,149,49,34,,29.8,-95.37
77010,589,"250,000+",6.3,33.2,354,,6,,5,5,1,,29.75,-95.36
77011,5619,30665,42.0,6.0,335,,,1,12,25,40,,29.74,-95.31
77012,6084,36537,34.3,7.6,184,1,1,,4,5,21,,29.72,-95.27
77013,6107,39513,32.4,7.1,226,,2,,11,10,14,,29.8,-95.23
77014,11606,45596,25.4,15.4,427,,4,,27,53,12,,29.98,-95.47
77015,17509,45917,26.1,12.3,865,,3,,55,106,50,,29.76,-95.17
77016,9771,32302,38.3,4.8,172,,,,14,23,8,,29.86,-95.3
77017,9999,44286,27.1,13.0,538,,2,,44,44,35,,29.69,-95.25
77018,10889,81565,19.5,27.1,952,,13,,110,62,66,,29.83,-95.43
77019,10835,112243,11.8,31.6,935,1,28,,21,78,10,,29.75,-95.41
77020,8502,27587,46.5,7.9,432,,2,1,23,25,47,,29.77,-95.31
77021,10770,35126,39.6,11.1,369,,5,,17,54,20,,29.7,-95.36
77022,9228,30164,42.5,6.3,532,,4,,69,45,47,,29.83,-95.38
77023,9592,37462,33.4,10.4,466,,2,,29,39,35,,29.72,-95.32
77024,15252,118561,10.0,23.0,2497,1,35,,86,388,24,,29.77,-95.51
77025,12959,71990,16.8,21.6,614,,9,,24,105,13,,29.69,-95.43
77026,8063,26644,47.1,4.4,209,,3,,7,15,20,,29.8,-95.33
77027,8915,91296,9.9,28.0,2067,2,25,,59,227,16,,29.74,-95.45
77028,5526,30233,43.3,6.8,268,,3,,10,18,21,,29.83,-95.29
77029,5664,32200,37.9,6.4,611,,3,,30,41,46,,29.76,-95.26
77030,4994,75290,21.1,23.7,737,,11,,2,379,4,,29.71,-95.4
77031,5992,44459,27.1,14.0,323,,1,,19,41,5,,29.65,-95.55
77032,4292,30451,44.0,4.0,940,,5,,52,20,58,,29.99,-95.35
77033,9139,33750,34.8,6.7,174,,,,9,24,13,,29.67,-95.34
77034,12363,47252,20.1,16.0,692,,6,,37,67,26,,29.62,-95.19
77035,14144,44546,30.0,16.1,418,,4,,25,41,11,,29.66,-95.47
77036,26852,29744,42.8,7.2,2666,,21,,58,378,58,,29.7,-95.53
77037,5441,41491,28.6,9.5,512,,6,,54,24,29,,29.89,-95.39
77038,8474,41347,28.0,9.9,241,,2,,26,12,19,,29.92,-95.44
77039,7483,34608,35.9,7.6,427,,2,1,54,18,77,,29.91,-95.34
77040,17652,55438,15.9,19.4,1518,2,10,,147,76,115,,29.87,-95.53
77041,11649,79503,13.5,30.4,1896,,7,1,232,47,321,,29.86,-95.58
77042,19165,47297,25.0,13.7,1835,1,9,,49,119,32,,29.74,-95.56
77043,8963,60043,15.9,22.6,1019,,13,,130,46,80,,29.81,-95.58
77044,12594,76387,11.2,31.1,292,,2,1,28,28,15,,29.91,-95.18
77045,10330,51170,23.2,13.6,277,,4,,22,30,24,,29.65,-95.43
77046,719,90036,4.6,41.5,460,,1,,13,20,6,,29.73,-95.43
77047,9626,56706,18.7,18.4,249,,2,,27,15,31,,29.61,-95.39
77048,5622,41220,31.3,11.5,108,,1,,20,6,11,,29.62,-95.32
77049,10236,56760,14.1,24.4,343,,1,,27,19,34,,29.83,-95.15
77050,1404,57163,8.3,21.4,37,,,,9,1,4,,29.9,-95.27
77051,6102,27244,44.8,7.1,182,,2,,9,16,10,,29.66,-95.38
77002,3295,72306,22.7,26.7,2725,,47,,28,139,23,,29.76,-95.37
77053,8740,45953,24.5,11.3,184,,3,,19,10,17,,29.58,-95.46
77054,12485,48681,28.0,15.8,818,1,7,,26,259,25,,29.68,-95.4
77055,15034,52269,24.1,15.3,1594,,10,,120,185,75,,29.8,-95.49
77056,10782,107003,11.7,30.6,2764,1,25,,62,147,18,,29.75,-95.47
77057,19843,57093,20.9,17.0,2127,2,26,1,70,188,34,,29.74,-95.49
