Commodity,Location,Commodities,Output,Employees,Jobs
Film and sound-based entertainment,RoUS,123943800433,123.9 Billion,273243,273.2 K
Waste management and remediation services,RoUS,122846907442,122.8 Billion,484608,484.6 K
Air transport,RoUS,120701880050,120.7 Billion,442370,442.4 K
"Wood products (e.g. plywood, veneer)",RoUS,109177623785,109.2 Billion,385599,385.6 K
Other state and local government enterprises including transit and utilities,RoUS,109140414333,109.1 Billion,45572,45.6 K
"Miscellaneous professional, scientific, and technical services",US-WA,90379872303,90.4 Billion,223732,223.7 K
Well drilling and support activities for mining,RoUS,88554834265,88.6 Billion,231073,231.1 K
Housing,US-WA,81858028942,81.9 Billion,12712,12.7 K
Passenger ground transport,RoUS,81111192172,81.1 Billion,606143,606.1 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77317299845,77.3 Billion,136295,136.3 K
Rail transport,RoUS,70500345119,70.5 Billion,711,711
Federal electric utilities and postal service,RoUS,69013238349,69.0 Billion,498447,498.4 K
Furniture and shelving,RoUS,66674827456,66.7 Billion,342691,342.7 K
Print media and printing support,RoUS,64255298749,64.3 Billion,309985,310 K
State and local general government,US-WA,62291524744,62.3 Billion,11791,11.8 K
Pipeline transport,RoUS,60075468192,60.1 Billion,57432,57.4 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,58754558699,58.8 Billion,425550,425.6 K
Wholesale trade,US-WA,57171878307,57.2 Billion,131995,132 K
Other retail,US-WA,55308758738,55.3 Billion,195087,195.1 K
Construction,US-WA,52999958988,53.0 Billion,204133,204.1 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-WA,48551498124,48.6 Billion,76451,76.5 K
Textiles and textile-dervied products (except clothes),RoUS,45160939951,45.2 Billion,182970,183 K
"Water transport (boats, ships, ferries)",RoUS,37908814576,37.9 Billion,63238,63.2 K
"Data processing, internet publishing, and other information services",US-WA,31084032701,31.1 Billion,36011,36 K
"Media, literature, and software",US-WA,29207253413,29.2 Billion,27445,27.4 K
Hospitals,US-WA,26816864130,26.8 Billion,133237,133.2 K
"Healthcare professions, laboratories, and ambulances",US-WA,26443260489,26.4 Billion,156467,156.5 K
Computer programming and systems design,US-WA,26179025350,26.2 Billion,75545,75.5 K
"Other services, except government",US-WA,23358562376,23.4 Billion,108683,108.7 K
Administrative and support services,US-WA,23020800493,23.0 Billion,142862,142.9 K
Food and beverage establishments,US-WA,22889240497,22.9 Billion,219693,219.7 K
"Insurance agencies, carriers, and brokerages",US-WA,21791770261,21.8 Billion,39455,39.5 K
Clothing and leather,RoUS,21186375690,21.2 Billion,121698,121.7 K
Other real estate,US-WA,21104917256,21.1 Billion,34352,34.4 K
"Radio, TV, telecommunication",US-WA,18878150903,18.9 Billion,18351,18.4 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-WA,18181553880,18.2 Billion,68619,68.6 K
Food and beverage and tobacco products,US-WA,17277482983,17.3 Billion,49120,49.1 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-WA,15355354403,15.4 Billion,37829,37.8 K
Federal general government (defense),US-WA,15266481328,15.3 Billion,9411,9.4 K
General merchandise stores,US-WA,13979087108,14.0 Billion,72429,72.4 K
Food and beverage stores,US-WA,13637064057,13.6 Billion,60614,60.6 K
Educational institutions and services,US-WA,12015086333,12.0 Billion,226642,226.6 K
Federal general government (nondefense),US-WA,11874571099,11.9 Billion,2774,2.8 K
Company and enterprise management,US-WA,11781513965,11.8 Billion,42143,42.1 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-WA,10414500114,10.4 Billion,2758,2.8 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-WA,10332546103,10.3 Billion,19888,19.9 K
Legal services,US-WA,8614466353,8.6 Billion,18868,18.9 K
"Couriers, messengers, transportation for leisure activities",US-WA,8449626592,8.4 Billion,41074,41.1 K
"Scrap, used and secondhand goods",RoUS,8071485952,8.1 Billion,21970,22 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-WA,7942670241,7.9 Billion,15793,15.8 K
"Financial investments, exchanges, and advising",US-WA,7888791647,7.9 Billion,14350,14.3 K
"Child day care, community food services, housing services, and other relief services",US-WA,7814787677,7.8 Billion,128087,128.1 K
Truck transport,US-WA,7176306049,7.2 Billion,23209,23.2 K
Vehicles and parts sales,US-WA,6797421186,6.8 Billion,29103,29.1 K
Waste management and remediation services,US-WA,6032092558,6.0 Billion,16825,16.8 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-WA,5951035157,6.0 Billion,8914,8.9 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-WA,5400414654,5.4 Billion,17686,17.7 K
"Nursing, community, mental health, and substance abuse facilities",US-WA,5111040860,5.1 Billion,64542,64.5 K
Fabricated metal products (e.g. architectural and structural metal products),US-WA,4763651147,4.8 Billion,18144,18.1 K
"Wood products (e.g. plywood, veneer)",US-WA,4464376215,4.5 Billion,12321,12.3 K
Air transport,US-WA,4244119950,4.2 Billion,15189,15.2 K
Paper products and paper production facilities,US-WA,4232305257,4.2 Billion,7009,7 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-WA,3888441301,3.9 Billion,32684,32.7 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-WA,3797380716,3.8 Billion,38224,38.2 K
Machinery (except computers),US-WA,3650260869,3.7 Billion,12833,12.8 K
Hotels and campgrounds,US-WA,3611866031,3.6 Billion,25174,25.2 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-WA,3602980018,3.6 Billion,12269,12.3 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3175048092,3.2 Billion,7568,7.6 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-WA,3145037458,3.1 Billion,3703,3.7 K
Primary and secondary ferrous and nonferrous metals,US-WA,2744359312,2.7 Billion,4642,4.6 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-WA,2635556170,2.6 Billion,8280,8.3 K
Warehouses,US-WA,2230171692,2.2 Billion,17222,17.2 K
Plastics and rubber products,US-WA,2211525771,2.2 Billion,7938,7.9 K
"Performing arts, spectator sports, museums, and related activities",US-WA,2100285971,2.1 Billion,12660,12.7 K
Passenger ground transport,US-WA,1997807828,2.0 Billion,16256,16.3 K
"Water transport (boats, ships, ferries)",US-WA,1969185424,2.0 Billion,2945,2.9 K
Other state and local government enterprises including transit and utilities,US-WA,1950585667,2.0 Billion,81,81.0
Federal electric utilities and postal service,US-WA,1916761651,1.9 Billion,9226,9.2 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-WA,1912395060,1.9 Billion,5300,5.3 K
"Funds, trusts, and financial vehicles",US-WA,1819411508,1.8 Billion,307,307
Rail transport,US-WA,1705654881,1.7 Billion,53,53.0
Print media and printing support,US-WA,1391701251,1.4 Billion,4607,4.6 K
Film and sound-based entertainment,US-WA,975199567,975.2 Million,3353,3.4 K
Furniture and shelving,US-WA,920172544,920.2 Million,5551,5.6 K
"Metal ores, dimensional stone, nonmetallic minerals",US-WA,583700155,583.7 Million,1760,1.8 K
Textiles and textile-dervied products (except clothes),US-WA,499060049,499.1 Million,2328,2.3 K
Clothing and leather,US-WA,307624310,307.6 Million,1756,1.8 K
"Scrap, used and secondhand goods",US-WA,251514048,251.5 Million,381,381
Pipeline transport,US-WA,182531808,182.5 Million,398,398
Noncomparable imports and rest-of-the-world adjustment,US-WA,83951908,84 Million,20,20.0
Well drilling and support activities for mining,US-WA,59165735,59.2 Million,245,245
Unrefined oil and gas,US-WA,12554136,12.6 Million,28,28.0
