Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",RoUS,2290591265632,2.3 Trillion,8769395,8.8 Million
Housing,RoUS,2263321594979,2.3 Trillion,374449,374.4 K
Wholesale trade,RoUS,2014259188456,2.0 Trillion,5413250,5.4 Million
State and local general government,RoUS,1882400903684,1.9 Trillion,4147482,4.1 Million
Construction,RoUS,1833287006991,1.8 Trillion,7465418,7.5 Million
Other real estate,RoUS,1389098945583,1.4 Trillion,1328965,1.3 Million
"Insurance agencies, carriers, and brokerages",RoUS,1324848261879,1.3 Trillion,2380700,2.4 Million
Hospitals,RoUS,1127052292898,1.1 Trillion,6666628,6.7 Million
"Healthcare professions, laboratories, and ambulances",RoUS,1106716089340,1.1 Trillion,7510121,7.5 Million
Other retail,RoUS,1086200984353,1.1 Trillion,6528080,6.5 Million
Administrative and support services,RoUS,1020313091995,1.0 Trillion,7885296,7.9 Million
Food and beverage and tobacco products,RoUS,947250794325,947.3 Billion,1953416,2 Million
"Monetary authorities, depository and nondepository credit intermediation and related activities",RoUS,931321634761,931.3 Billion,2358241,2.4 Million
"Other services, except government",RoUS,861143049519,861.1 Billion,4705551,4.7 Million
Food and beverage establishments,RoUS,856864846639,856.9 Billion,10540734,10.5 Million
"Radio, TV, telecommunication",RoUS,737463142722,737.5 Billion,770564,770.6 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",RoUS,717553430552,717.6 Billion,796593,796.6 K
Federal general government (defense),RoUS,697473297298,697.5 Billion,553305,553.3 K
"Financial investments, exchanges, and advising",RoUS,682970040887,683.0 Billion,970902,970.9 K
"Electricity, natural gas, drinking water, and wastewater treatment",RoUS,675802607398,675.8 Billion,936306,936.3 K
Company and enterprise management,RoUS,633590702980,633.6 Billion,2161140,2.2 Million
On-road vehicles (excluding motorcycles) and accompanying parts,RoUS,615306399651,615.3 Billion,870910,870.9 K
Computer programming and systems design,RoUS,573818314701,573.8 Billion,2552910,2.6 Million
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,478522239291,478.5 Billion,858457,858.5 K
Federal general government (nondefense),RoUS,456714341549,456.7 Billion,1090678,1.1 Million
Educational institutions and services,RoUS,398141807733,398.1 Billion,10146083,10.1 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,381759690765,381.8 Billion,778094,778.1 K
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,380134126000,380.1 Billion,115134,115.1 K
Legal services,RoUS,366172304417,366.2 Billion,1113159,1.1 Million
Truck transport,RoUS,364180980096,364.2 Billion,1432048,1.4 Million
"Media, literature, and software",RoUS,345292742311,345.3 Billion,595607,595.6 K
"Data processing, internet publishing, and other information services",RoUS,339300206003,339.3 Billion,590983,591 K
Machinery (except computers),RoUS,338302034371,338.3 Billion,935856,935.9 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,327453906661,327.5 Billion,1261791,1.3 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,307794062645,307.8 Billion,850602,850.6 K
"Couriers, messengers, transportation for leisure activities",RoUS,282865551581,282.9 Billion,1728465,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,250628661148,250.6 Billion,3290862,3.3 Million
Food and beverage stores,RoUS,249922843485,249.9 Billion,2712031,2.7 Million
General merchandise stores,RoUS,241087156534,241.1 Billion,2716249,2.7 Million
Vehicles and parts sales,RoUS,234900615049,234.9 Billion,1351814,1.4 Million
"Child day care, community food services, housing services, and other relief services",RoUS,232910838683,232.9 Billion,3934848,3.9 Million
Plastics and rubber products,RoUS,231482853105,231.5 Billion,666497,666.5 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,219780541590,219.8 Billion,668784,668.8 K
Primary and secondary ferrous and nonferrous metals,RoUS,211018935768,211.0 Billion,347869,347.9 K
Unrefined oil and gas,RoUS,204525629678,204.5 Billion,101401,101.4 K
"Funds, trusts, and financial vehicles",RoUS,189012511516,189.0 Billion,80018,80 K
Paper products and paper production facilities,RoUS,180187186653,180.2 Billion,344726,344.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,164067326594,164.1 Billion,522195,522.2 K
Warehouses,RoUS,157735812442,157.7 Billion,1470943,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,153684714115,153.7 Billion,1436319,1.4 Million
Hotels and campgrounds,RoUS,143298182357,143.3 Billion,1396587,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,127304900150,127.3 Billion,374184,374.2 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,126711919341,126.7 Billion,375988,376 K
Waste management and remediation services,RoUS,126607072220,126.6 Billion,493783,493.8 K
Film and sound-based entertainment,RoUS,124530457817,124.5 Billion,274738,274.7 K
"Performing arts, spectator sports, museums, and related activities",RoUS,124227866184,124.2 Billion,553245,553.2 K
Air transport,RoUS,121518336866,121.5 Billion,449235,449.2 K
Other state and local government enterprises including transit and utilities,RoUS,110000476137,110.0 Billion,46306,46.3 K
"Wood products (e.g. plywood, veneer)",RoUS,109740941534,109.7 Billion,386088,386.1 K
Well drilling and support activities for mining,RoUS,88415532222,88.4 Billion,230983,231 K
Passenger ground transport,RoUS,81715246238,81.7 Billion,604621,604.6 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,75358517587,75.4 Billion,133866,133.9 K
Rail transport,RoUS,70256620543,70.3 Billion,734,734
Federal electric utilities and postal service,RoUS,70243162383,70.2 Billion,498708,498.7 K
Furniture and shelving,RoUS,65618894136,65.6 Billion,339751,339.8 K
Print media and printing support,RoUS,61921988347,61.9 Billion,301161,301.2 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61857458209,61.9 Billion,454001,454 K
Pipeline transport,RoUS,59814881677,59.8 Billion,57076,57.1 K
Housing,US-MN,50438405021,50.4 Billion,5888,5.9 K
Wholesale trade,US-MN,45366811544,45.4 Billion,122799,122.8 K
Textiles and textile-dervied products (except clothes),RoUS,45134188779,45.1 Billion,182708,182.7 K
"Water transport (boats, ships, ferries)",RoUS,39421994004,39.4 Billion,65796,65.8 K
Construction,US-MN,36201993009,36.2 Billion,133623,133.6 K
State and local general government,US-MN,34143096316,34.1 Billion,5871,5.9 K
"Miscellaneous professional, scientific, and technical services",US-MN,33591734368,33.6 Billion,147401,147.4 K
"Insurance agencies, carriers, and brokerages",US-MN,31821738121,31.8 Billion,58760,58.8 K
"Healthcare professions, laboratories, and ambulances",US-MN,24575910660,24.6 Billion,149905,149.9 K
Hospitals,US-MN,24244707102,24.2 Billion,127765,127.8 K
Company and enterprise management,US-MN,24168297020,24.2 Billion,84275,84.3 K
Clothing and leather,RoUS,21200452948,21.2 Billion,122117,122.1 K
Food and beverage and tobacco products,US-MN,20200205675,20.2 Billion,52252,52.3 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-MN,19745365239,19.7 Billion,60198,60.2 K
Other retail,US-MN,18039015647,18.0 Billion,126186,126.2 K
"Other services, except government",US-MN,15212950481,15.2 Billion,92786,92.8 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-MN,14297309235,14.3 Billion,18586,18.6 K
Administrative and support services,US-MN,14231908005,14.2 Billion,111745,111.7 K
Other real estate,US-MN,12971054417,13.0 Billion,22448,22.4 K
Food and beverage establishments,US-MN,12532153361,12.5 Billion,171294,171.3 K
Machinery (except computers),US-MN,10380965629,10.4 Billion,28665,28.7 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-MN,10324392602,10.3 Billion,15752,15.8 K
Fabricated metal products (e.g. architectural and structural metal products),US-MN,9967093339,10.0 Billion,38187,38.2 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-MN,9794673406,9.8 Billion,24212,24.2 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-MN,9095937355,9.1 Billion,38364,38.4 K
"Financial investments, exchanges, and advising",US-MN,9084959113,9.1 Billion,21906,21.9 K
Computer programming and systems design,US-MN,8897685299,8.9 Billion,42500,42.5 K
"Scrap, used and secondhand goods",RoUS,8162908096,8.2 Billion,22210,22.2 K
"Nursing, community, mental health, and substance abuse facilities",US-MN,8159338852,8.2 Billion,108941,108.9 K
"Radio, TV, telecommunication",US-MN,8069857278,8.1 Billion,11658,11.7 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-MN,7969569448,8.0 Billion,14632,14.6 K
Truck transport,US-MN,7368019904,7.4 Billion,25415,25.4 K
"Media, literature, and software",US-MN,7293257689,7.3 Billion,18956,19 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-MN,6562874000,6.6 Billion,1906,1.9 K
Educational institutions and services,US-MN,6080192267,6.1 Billion,183862,183.9 K
"Child day care, community food services, housing services, and other relief services",US-MN,5777161317,5.8 Billion,97333,97.3 K
Legal services,US-MN,5412695583,5.4 Billion,17477,17.5 K
General merchandise stores,US-MN,5409843466,5.4 Billion,55849,55.8 K
Food and beverage stores,US-MN,5171156515,5.2 Billion,49020,49 K
Plastics and rubber products,US-MN,5168146895,5.2 Billion,16267,16.3 K
Paper products and paper production facilities,US-MN,4798813347,4.8 Billion,7829,7.8 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-MN,4621760709,4.6 Billion,14668,14.7 K
Federal general government (nondefense),US-MN,4254658451,4.3 Billion,2310,2.3 K
"Funds, trusts, and financial vehicles",US-MN,4018488484,4.0 Billion,526,526
"Wood products (e.g. plywood, veneer)",US-MN,3901058466,3.9 Billion,11837,11.8 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-MN,3734600349,3.7 Billion,4959,5 K
Print media and printing support,US-MN,3725011653,3.7 Billion,13747,13.7 K
"Couriers, messengers, transportation for leisure activities",US-MN,3549448419,3.5 Billion,23561,23.6 K
Air transport,US-MN,3427663134,3.4 Billion,8319,8.3 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3228920034,3.2 Billion,7711,7.7 K
Federal general government (defense),US-MN,3003702702,3.0 Billion,2062,2.1 K
Primary and secondary ferrous and nonferrous metals,US-MN,2810064232,2.8 Billion,5902,5.9 K
