Commodity,Location,Commodities,Output,Employees,Jobs
Fabricated metal products (e.g. architectural and structural metal products),US-AL,6108887041,6.1 Billion,24908,24.9 K
Truck transport,US-AL,5619986638,5.6 Billion,25788,25.8 K
General merchandise stores,US-AL,5437664374,5.4 Billion,52165,52.2 K
"Wood products (e.g. plywood, veneer)",US-AL,5221205893,5.2 Billion,17215,17.2 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-AL,4795108381,4.8 Billion,17728,17.7 K
Computer programming and systems design,US-AL,4749510338,4.7 Billion,29782,29.8 K
"Radio, TV, telecommunication",US-AL,4668265248,4.7 Billion,8677,8.7 K
Plastics and rubber products,US-AL,4452939989,4.5 Billion,15600,15.6 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-AL,4072651076,4.1 Billion,11993,12 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-AL,3986357283,4.0 Billion,2014,2 K
Legal services,US-AL,3467448488,3.5 Billion,13103,13.1 K
Company and enterprise management,US-AL,3435947727,3.4 Billion,15297,15.3 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3199891404,3.2 Billion,7677,7.7 K
Food and beverage stores,US-AL,3172610571,3.2 Billion,30155,30.2 K
Educational institutions and services,US-AL,2849951875,2.8 Billion,132535,132.5 K
"Couriers, messengers, transportation for leisure activities",US-AL,2797190538,2.8 Billion,18473,18.5 K
"Nursing, community, mental health, and substance abuse facilities",US-AL,2731204465,2.7 Billion,42883,42.9 K
Machinery (except computers),US-AL,2609636060,2.6 Billion,10625,10.6 K
Vehicles and parts sales,US-AL,2583043832,2.6 Billion,22822,22.8 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-AL,2376342505,2.4 Billion,5266,5.3 K
"Financial investments, exchanges, and advising",US-AL,2289193971,2.3 Billion,5633,5.6 K
"Metal ores, dimensional stone, nonmetallic minerals",US-AL,2126413510,2.1 Billion,3637,3.6 K
Furniture and shelving,US-AL,2042322025,2.0 Billion,8722,8.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-AL,2013113821,2.0 Billion,7020,7 K
Waste management and remediation services,US-AL,1609670977,1.6 Billion,6026,6 K
"Media, literature, and software",US-AL,1606080889,1.6 Billion,5295,5.3 K
Warehouses,US-AL,1579457221,1.6 Billion,14687,14.7 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-AL,1520780605,1.5 Billion,5531,5.5 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-AL,1419088783,1.4 Billion,7773,7.8 K
Textiles and textile-dervied products (except clothes),US-AL,1393896161,1.4 Billion,7338,7.3 K
"Child day care, community food services, housing services, and other relief services",US-AL,1385395500,1.4 Billion,29222,29.2 K
Federal electric utilities and postal service,US-AL,1349672874,1.3 Billion,8596,8.6 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-AL,1323813679,1.3 Billion,7663,7.7 K
Rail transport,US-AL,1171964768,1.2 Billion,0,0.0
"Amusement facilities, gambling facilities, resort and recreation facilities",US-AL,1008857919,1.0 Billion,16910,16.9 K
Hotels and campgrounds,US-AL,949453545,949.5 Million,15194,15.2 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-AL,915796900,915.8 Million,7045,7 K
Other state and local government enterprises including transit and utilities,US-AL,883033668,883 Million,81,81.0
"Data processing, internet publishing, and other information services",US-AL,748495562,748.5 Million,2900,2.9 K
"Funds, trusts, and financial vehicles",US-AL,523723607,523.7 Million,82,82.0
Print media and printing support,US-AL,451001516,451 Million,2752,2.8 K
Pipeline transport,US-AL,432942191,432.9 Million,771,771
Unrefined oil and gas,US-AL,355547268,355.5 Million,262,262
"Performing arts, spectator sports, museums, and related activities",US-AL,320151202,320.2 Million,3741,3.7 K
Well drilling and support activities for mining,US-AL,315065036,315.1 Million,1074,1.1 K
"Water transport (boats, ships, ferries)",US-AL,307085445,307.1 Million,603,603
Clothing and leather,US-AL,274876313,274.9 Million,2729,2.7 K
Passenger ground transport,US-AL,247344280,247.3 Million,5901,5.9 K
"Scrap, used and secondhand goods",US-AL,192147949,192.1 Million,278,278
Film and sound-based entertainment,US-AL,172803125,172.8 Million,1252,1.3 K
Air transport,US-AL,146966583,147 Million,483,483
Noncomparable imports and rest-of-the-world adjustment,US-AL,59108596,59.1 Million,11,11.0
