Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",RoUS,2305508717486,2.3 Trillion,8818486,8.8 Million
Housing,RoUS,2284967927223,2.3 Trillion,375963,376 K
Wholesale trade,RoUS,2037444932467,2.0 Trillion,5464028,5.5 Million
State and local general government,RoUS,1889334217063,1.9 Trillion,4179816,4.2 Million
Construction,RoUS,1847982705234,1.8 Trillion,7503956,7.5 Million
Other real estate,RoUS,1394595096847,1.4 Trillion,1337706,1.3 Million
"Insurance agencies, carriers, and brokerages",RoUS,1345162752480,1.3 Trillion,2412292,2.4 Million
Hospitals,RoUS,1140509071191,1.1 Trillion,6701479,6.7 Million
"Healthcare professions, laboratories, and ambulances",RoUS,1116376873091,1.1 Trillion,7559923,7.6 Million
Other retail,RoUS,1090830903541,1.1 Trillion,6556309,6.6 Million
Administrative and support services,RoUS,1024737444473,1.0 Trillion,7886457,7.9 Million
Food and beverage and tobacco products,RoUS,958241019355,958.2 Billion,1970078,2 Million
"Monetary authorities, depository and nondepository credit intermediation and related activities",RoUS,942794784414,942.8 Billion,2382443,2.4 Million
"Other services, except government",RoUS,865207612899,865.2 Billion,4742174,4.7 Million
Food and beverage establishments,RoUS,858347716885,858.3 Billion,10552901,10.6 Million
"Radio, TV, telecommunication",RoUS,740864734752,740.9 Billion,773545,773.5 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",RoUS,717986478643,718.0 Billion,798630,798.6 K
Federal general government (defense),RoUS,690968207586,691.0 Billion,533769,533.8 K
"Financial investments, exchanges, and advising",RoUS,689765806029,689.8 Billion,987174,987.2 K
"Electricity, natural gas, drinking water, and wastewater treatment",RoUS,674669486683,674.7 Billion,929163,929.2 K
Company and enterprise management,RoUS,654323052273,654.3 Billion,2230119,2.2 Million
On-road vehicles (excluding motorcycles) and accompanying parts,RoUS,592351496056,592.4 Billion,835770,835.8 K
Computer programming and systems design,RoUS,577966489662,578.0 Billion,2565791,2.6 Million
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,479071348924,479.1 Billion,861129,861.1 K
Federal general government (nondefense),RoUS,452608389292,452.6 Billion,1085872,1.1 Million
Educational institutions and services,RoUS,401372048125,401.4 Billion,10198867,10.2 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,393680657495,393.7 Billion,791448,791.4 K
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,382710642717,382.7 Billion,115053,115.1 K
Legal services,RoUS,368117551512,368.1 Billion,1117533,1.1 Million
Truck transport,RoUS,365929013362,365.9 Billion,1431660,1.4 Million
"Media, literature, and software",RoUS,350979919111,351.0 Billion,608305,608.3 K
Machinery (except computers),RoUS,346073363940,346.1 Billion,954199,954.2 K
"Data processing, internet publishing, and other information services",RoUS,341121504438,341.1 Billion,596299,596.3 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,331312112959,331.3 Billion,1275035,1.3 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,315566186321,315.6 Billion,880666,880.7 K
"Couriers, messengers, transportation for leisure activities",RoUS,283617809462,283.6 Billion,1733587,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,256056795535,256.1 Billion,3356920,3.4 Million
Food and beverage stores,RoUS,251921389429,251.9 Billion,2730878,2.7 Million
General merchandise stores,RoUS,241059335626,241.1 Billion,2719900,2.7 Million
"Child day care, community food services, housing services, and other relief services",RoUS,237302604500,237.3 Billion,4003011,4 Million
Vehicles and parts sales,RoUS,235076956168,235.1 Billion,1354082,1.4 Million
Plastics and rubber products,RoUS,232198060011,232.2 Billion,667056,667.1 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,217037891619,217.0 Billion,656835,656.8 K
Unrefined oil and gas,RoUS,204220452732,204.2 Billion,101188,101.2 K
Primary and secondary ferrous and nonferrous metals,RoUS,200519892550,200.5 Billion,337804,337.8 K
"Funds, trusts, and financial vehicles",RoUS,192507276393,192.5 Billion,80874,80.9 K
Paper products and paper production facilities,RoUS,177477234768,177.5 Billion,343411,343.4 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,172442911217,172.4 Billion,539248,539.2 K
Warehouses,RoUS,157725542779,157.7 Billion,1469237,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,154996142081,155.0 Billion,1445590,1.4 Million
Hotels and campgrounds,RoUS,144181546455,144.2 Billion,1405317,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,128564219395,128.6 Billion,376632,376.6 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,127401886179,127.4 Billion,378650,378.6 K
Waste management and remediation services,RoUS,127269329023,127.3 Billion,495195,495.2 K
"Performing arts, spectator sports, museums, and related activities",RoUS,125999848798,126.0 Billion,559931,559.9 K
Air transport,RoUS,124799033417,124.8 Billion,457076,457.1 K
Film and sound-based entertainment,RoUS,124746196875,124.7 Billion,275343,275.3 K
Other state and local government enterprises including transit and utilities,RoUS,110207966332,110.2 Billion,46530,46.5 K
"Wood products (e.g. plywood, veneer)",RoUS,108420794107,108.4 Billion,380728,380.7 K
Well drilling and support activities for mining,RoUS,88298934964,88.3 Billion,230273,230.3 K
Passenger ground transport,RoUS,82861655720,82.9 Billion,616640,616.6 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,75774586490,75.8 Billion,134367,134.4 K
Rail transport,RoUS,71034035232,71.0 Billion,765,765
Federal electric utilities and postal service,RoUS,69580327126,69.6 Billion,499460,499.5 K
Furniture and shelving,RoUS,65552677975,65.6 Billion,339567,339.6 K
Print media and printing support,RoUS,65195998484,65.2 Billion,312277,312.3 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61727203100,61.7 Billion,451033,451 K
Pipeline transport,RoUS,59825057809,59.8 Billion,57059,57.1 K
Textiles and textile-dervied products (except clothes),RoUS,44266103839,44.3 Billion,177877,177.9 K
"Water transport (boats, ships, ferries)",RoUS,39570914555,39.6 Billion,65584,65.6 K
Housing,US-AL,28792072777,28.8 Billion,4392,4.4 K
State and local general government,US-AL,27209782937,27.2 Billion,1248,1.2 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-AL,26689503944,26.7 Billion,40096,40.1 K
Wholesale trade,US-AL,22181067533,22.2 Billion,71947,71.9 K
Construction,US-AL,21506294766,21.5 Billion,95353,95.4 K
Clothing and leather,RoUS,21219123687,21.2 Billion,120821,120.8 K
"Miscellaneous professional, scientific, and technical services",US-AL,18674282514,18.7 Billion,99550,99.5 K
"Healthcare professions, laboratories, and ambulances",US-AL,14915126909,14.9 Billion,100614,100.6 K
Other retail,US-AL,13409096459,13.4 Billion,97934,97.9 K
Primary and secondary ferrous and nonferrous metals,US-AL,13309107450,13.3 Billion,15952,16 K
"Insurance agencies, carriers, and brokerages",US-AL,11507247520,11.5 Billion,27163,27.2 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-AL,11457513317,11.5 Billion,23223,23.2 K
"Other services, except government",US-AL,11148387101,11.1 Billion,56186,56.2 K
Food and beverage establishments,US-AL,11049283115,11.0 Billion,159280,159.3 K
Hospitals,US-AL,10787928809,10.8 Billion,96089,96.1 K
Administrative and support services,US-AL,9807555527,9.8 Billion,110714,110.7 K
Federal general government (defense),US-AL,9508792414,9.5 Billion,21598,21.6 K
Food and beverage and tobacco products,US-AL,9209980645,9.2 Billion,35696,35.7 K
Federal general government (nondefense),US-AL,8360610708,8.4 Billion,1512,1.5 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-AL,8272215586,8.3 Billion,35996,36 K
"Scrap, used and secondhand goods",RoUS,8130852051,8.1 Billion,22299,22.3 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-AL,7536521357,7.5 Billion,12423,12.4 K
Paper products and paper production facilities,US-AL,7508765232,7.5 Billion,9213,9.2 K
Other real estate,US-AL,7474903153,7.5 Billion,13758,13.8 K
