Commodity,Location,Commodities,Output,Employees,Jobs
"Computers and relevant parts, conductors, measuring devices, communication devices",US-CA,118049606208,118.0 Billion,218486,218.5 K
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,117594744663,117.6 Billion,347576,347.6 K
Waste management and remediation services,RoUS,112599548295,112.6 Billion,443073,443.1 K
Other real estate,US-CA,110756982063,110.8 Billion,198235,198.2 K
Air transport,RoUS,110289119066,110.3 Billion,403261,403.3 K
"Wood products (e.g. plywood, veneer)",RoUS,105797145666,105.8 Billion,371616,371.6 K
"Other services, except government",US-CA,105455356239,105.5 Billion,539201,539.2 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-CA,102819610836,102.8 Billion,217846,217.8 K
Other state and local government enterprises including transit and utilities,RoUS,101417421432,101.4 Billion,39256,39.3 K
Food and beverage and tobacco products,US-CA,100128248582,100.1 Billion,229955,230 K
"Performing arts, spectator sports, museums, and related activities",RoUS,98540375518,98.5 Billion,481638,481.6 K
"Insurance agencies, carriers, and brokerages",US-CA,90963957843,91.0 Billion,205479,205.5 K
Well drilling and support activities for mining,RoUS,86574528699,86.6 Billion,224237,224.2 K
"Financial investments, exchanges, and advising",US-CA,82052641549,82.1 Billion,97356,97.4 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-CA,80480757098,80.5 Billion,186240,186.2 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-CA,79829746357,79.8 Billion,102051,102.1 K
Company and enterprise management,US-CA,78867507940,78.9 Billion,235993,236 K
"Media, literature, and software",US-CA,78846805204,78.8 Billion,90617,90.6 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,74128559914,74.1 Billion,132214,132.2 K
Rail transport,RoUS,68989230991,69.0 Billion,741,741
"Petroleum fuels, asphalt, and other petroleum and coal products",US-CA,66363155264,66.4 Billion,12369,12.4 K
Film and sound-based entertainment,US-CA,64283074015,64.3 Billion,107103,107.1 K
Federal electric utilities and postal service,RoUS,63683109294,63.7 Billion,454687,454.7 K
Passenger ground transport,RoUS,62553214254,62.6 Billion,549442,549.4 K
Furniture and shelving,RoUS,61124790053,61.1 Billion,318693,318.7 K
Film and sound-based entertainment,RoUS,60635925985,60.6 Billion,169489,169.5 K
Print media and printing support,RoUS,59668817399,59.7 Billion,286940,286.9 K
Pipeline transport,RoUS,59092305877,59.1 Billion,55633,55.6 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-CA,57535945278,57.5 Billion,91284,91.3 K
Federal general government (defense),US-CA,57136444520,57.1 Billion,52446,52.4 K
Educational institutions and services,US-CA,56578584762,56.6 Billion,1141187,1.1 Million
Legal services,US-CA,51614039096,51.6 Billion,140304,140.3 K
Food and beverage stores,US-CA,48541471737,48.5 Billion,322426,322.4 K
Federal general government (nondefense),US-CA,44900393307,44.9 Billion,21678,21.7 K
"Child day care, community food services, housing services, and other relief services",US-CA,44457779797,44.5 Billion,808425,808.4 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,44350497127,44.4 Billion,237965,238 K
"Couriers, messengers, transportation for leisure activities",US-CA,42783843780,42.8 Billion,248341,248.3 K
Truck transport,US-CA,42574211145,42.6 Billion,135498,135.5 K
Textiles and textile-dervied products (except clothes),RoUS,42118533861,42.1 Billion,170083,170.1 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-CA,37524353240,37.5 Billion,33705,33.7 K
General merchandise stores,US-CA,36096025309,36.1 Billion,250832,250.8 K
"Water transport (boats, ships, ferries)",RoUS,35737662463,35.7 Billion,60004,60 K
Machinery (except computers),US-CA,31067878658,31.1 Billion,68573,68.6 K
Fabricated metal products (e.g. architectural and structural metal products),US-CA,30813672192,30.8 Billion,117440,117.4 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-CA,29730324074,29.7 Billion,80036,80 K
"Performing arts, spectator sports, museums, and related activities",US-CA,27779624482,27.8 Billion,80553,80.6 K
"Nursing, community, mental health, and substance abuse facilities",US-CA,27765086430,27.8 Billion,308429,308.4 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-CA,25806054744,25.8 Billion,89864,89.9 K
Warehouses,US-CA,23427234036,23.4 Billion,198121,198.1 K
"Funds, trusts, and financial vehicles",US-CA,21652573924,21.7 Billion,3872,3.9 K
Passenger ground transport,US-CA,20555785746,20.6 Billion,72121,72.1 K
Hotels and campgrounds,US-CA,20427166336,20.4 Billion,166283,166.3 K
Vehicles and parts sales,US-CA,20122160383,20.1 Billion,128393,128.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-CA,19024441106,19.0 Billion,174605,174.6 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-CA,18292502873,18.3 Billion,218411,218.4 K
Waste management and remediation services,US-CA,16279451705,16.3 Billion,53250,53.2 K
Clothing and leather,RoUS,15408341954,15.4 Billion,95542,95.5 K
Air transport,US-CA,14656880934,14.7 Billion,54301,54.3 K
Plastics and rubber products,US-CA,14428717328,14.4 Billion,43210,43.2 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-CA,12490255337,12.5 Billion,33665,33.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-CA,10848690637,10.8 Billion,30145,30.1 K
Paper products and paper production facilities,US-CA,9748943013,9.7 Billion,21590,21.6 K
Other state and local government enterprises including transit and utilities,US-CA,9673578568,9.7 Billion,698,698
"Wood products (e.g. plywood, veneer)",US-CA,7844854334,7.8 Billion,26177,26.2 K
Primary and secondary ferrous and nonferrous metals,US-CA,7755475054,7.8 Billion,16812,16.8 K
"Scrap, used and secondhand goods",RoUS,7391330277,7.4 Billion,19462,19.5 K
Federal electric utilities and postal service,US-CA,7246890706,7.2 Billion,49579,49.6 K
Unrefined oil and gas,US-CA,6816787538,6.8 Billion,3645,3.6 K
Furniture and shelving,US-CA,6470209947,6.5 Billion,29450,29.4 K
Clothing and leather,US-CA,6085658046,6.1 Billion,27827,27.8 K
Print media and printing support,US-CA,5978182601,6.0 Billion,27294,27.3 K
"Water transport (boats, ships, ferries)",US-CA,4140337537,4.1 Billion,6157,6.2 K
"Metal ores, dimensional stone, nonmetallic minerals",US-CA,3772440086,3.8 Billion,5409,5.4 K
Textiles and textile-dervied products (except clothes),US-CA,3541466139,3.5 Billion,15233,15.2 K
Rail transport,US-CA,3216769009,3.2 Billion,15,15.0
Noncomparable imports and rest-of-the-world adjustment,RoUS,2941559170,2.9 Billion,6393,6.4 K
Well drilling and support activities for mining,US-CA,2039471301,2.0 Billion,7130,7.1 K
Pipeline transport,US-CA,1165694123,1.2 Billion,2196,2.2 K
"Scrap, used and secondhand goods",US-CA,931669723,931.7 Million,1274,1.3 K
Noncomparable imports and rest-of-the-world adjustment,US-CA,317440830,317.4 Million,153,153
