Commodity,Location,Commodities,Output,Employees,Jobs
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,471142023723,471.1 Billion,848919,848.9 K
Federal general government (nondefense),RoUS,453908886353,453.9 Billion,1076126,1.1 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,394064315709,394.1 Billion,789074,789.1 K
Educational institutions and services,RoUS,392420877423,392.4 Billion,10040309,10 Million
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,370008348427,370.0 Billion,114585,114.6 K
Truck transport,RoUS,361099925901,361.1 Billion,1420938,1.4 Million
Legal services,RoUS,360934451426,360.9 Billion,1095379,1.1 Million
Machinery (except computers),RoUS,344373935635,344.4 Billion,952409,952.4 K
"Media, literature, and software",RoUS,344319337525,344.3 Billion,597313,597.3 K
"Data processing, internet publishing, and other information services",RoUS,333338009847,333.3 Billion,584528,584.5 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,331735746848,331.7 Billion,1279895,1.3 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,310989095484,311.0 Billion,866759,866.8 K
"Couriers, messengers, transportation for leisure activities",RoUS,274872013595,274.9 Billion,1685959,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,250736141925,250.7 Billion,3304073,3.3 Million
Food and beverage stores,RoUS,242364286885,242.4 Billion,2670982,2.7 Million
General merchandise stores,RoUS,238791310765,238.8 Billion,2711576,2.7 Million
Vehicles and parts sales,RoUS,233271783588,233.3 Billion,1345654,1.3 Million
"Child day care, community food services, housing services, and other relief services",RoUS,232096394805,232.1 Billion,3936672,3.9 Million
Plastics and rubber products,RoUS,230765987311,230.8 Billion,669055,669.1 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,221218027814,221.2 Billion,671412,671.4 K
Primary and secondary ferrous and nonferrous metals,RoUS,211551096007,211.6 Billion,349683,349.7 K
Unrefined oil and gas,RoUS,204412690114,204.4 Billion,101389,101.4 K
"Funds, trusts, and financial vehicles",RoUS,190882401186,190.9 Billion,78816,78.8 K
Paper products and paper production facilities,RoUS,181521250445,181.5 Billion,343873,343.9 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,171001378470,171.0 Billion,544425,544.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,151881105089,151.9 Billion,1426491,1.4 Million
Warehouses,RoUS,151750070913,151.8 Billion,1414189,1.4 Million
Hotels and campgrounds,RoUS,141824210314,141.8 Billion,1385438,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,127863784747,127.9 Billion,376054,376.1 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,126035258561,126.0 Billion,375867,375.9 K
Waste management and remediation services,RoUS,124136062390,124.1 Billion,486084,486.1 K
Film and sound-based entertainment,RoUS,123233984609,123.2 Billion,272145,272.1 K
"Performing arts, spectator sports, museums, and related activities",RoUS,123184349860,123.2 Billion,552365,552.4 K
Air transport,RoUS,121174905547,121.2 Billion,441158,441.2 K
"Wood products (e.g. plywood, veneer)",RoUS,112918530184,112.9 Billion,395014,395 K
Other state and local government enterprises including transit and utilities,RoUS,109149906291,109.1 Billion,45667,45.7 K
"Miscellaneous professional, scientific, and technical services",US-NJ,108675362959,108.7 Billion,287021,287 K
Housing,US-NJ,106545121367,106.5 Billion,10256,10.3 K
Wholesale trade,US-NJ,89358179185,89.4 Billion,199729,199.7 K
Well drilling and support activities for mining,RoUS,88517744036,88.5 Billion,231120,231.1 K
Passenger ground transport,RoUS,80359552606,80.4 Billion,602452,602.5 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77213373483,77.2 Billion,136813,136.8 K
Rail transport,RoUS,71583098308,71.6 Billion,720,720
Federal electric utilities and postal service,RoUS,69790267495,69.8 Billion,492128,492.1 K
Furniture and shelving,RoUS,66296682577,66.3 Billion,341711,341.7 K
Print media and printing support,RoUS,63328026645,63.3 Billion,304992,305 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61630518235,61.6 Billion,453866,453.9 K
State and local general government,US-NJ,60500097718,60.5 Billion,3783,3.8 K
Pipeline transport,RoUS,59871477784,59.9 Billion,57183,57.2 K
Construction,US-NJ,45489215983,45.5 Billion,158586,158.6 K
Textiles and textile-dervied products (except clothes),RoUS,44720621022,44.7 Billion,181551,181.6 K
"Insurance agencies, carriers, and brokerages",US-NJ,41366985244,41.4 Billion,72129,72.1 K
"Water transport (boats, ships, ferries)",RoUS,39091305744,39.1 Billion,65179,65.2 K
Administrative and support services,US-NJ,37606854989,37.6 Billion,243927,243.9 K
"Healthcare professions, laboratories, and ambulances",US-NJ,37139454994,37.1 Billion,223234,223.2 K
Hospitals,US-NJ,36941930897,36.9 Billion,160851,160.9 K
Company and enterprise management,US-NJ,32575399750,32.6 Billion,81241,81.2 K
Other retail,US-NJ,30915314250,30.9 Billion,184141,184.1 K
Other real estate,US-NJ,27339930118,27.3 Billion,32518,32.5 K
Food and beverage and tobacco products,US-NJ,24990735366,25.0 Billion,57868,57.9 K
"Other services, except government",US-NJ,23325788815,23.3 Billion,135829,135.8 K
"Financial investments, exchanges, and advising",US-NJ,22422573745,22.4 Billion,38559,38.6 K
"Radio, TV, telecommunication",US-NJ,21429201605,21.4 Billion,22817,22.8 K
Clothing and leather,RoUS,20885095060,20.9 Billion,119196,119.2 K
Food and beverage establishments,US-NJ,20093481647,20.1 Billion,231213,231.2 K
Computer programming and systems design,US-NJ,18468074336,18.5 Billion,81425,81.4 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-NJ,18190216016,18.2 Billion,22023,22 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-NJ,16688651573,16.7 Billion,2613,2.6 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-NJ,15632976688,15.6 Billion,63721,63.7 K
Food and beverage stores,US-NJ,12729713115,12.7 Billion,92402,92.4 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-NJ,12001976277,12.0 Billion,24217,24.2 K
Educational institutions and services,US-NJ,11801122577,11.8 Billion,284963,285 K
"Couriers, messengers, transportation for leisure activities",US-NJ,11542986405,11.5 Billion,65985,66 K
Legal services,US-NJ,10650548574,10.7 Billion,35257,35.3 K
Truck transport,US-NJ,10449074099,10.4 Billion,36531,36.5 K
"Data processing, internet publishing, and other information services",US-NJ,8531990153,8.5 Billion,14586,14.6 K
"Media, literature, and software",US-NJ,8266662475,8.3 Billion,15975,16 K
"Scrap, used and secondhand goods",RoUS,8139426611,8.1 Billion,22130,22.1 K
"Nursing, community, mental health, and substance abuse facilities",US-NJ,8051858075,8.1 Billion,95730,95.7 K
General merchandise stores,US-NJ,7705689235,7.7 Billion,60931,60.9 K
Warehouses,US-NJ,7554929087,7.6 Billion,69736,69.7 K
Federal general government (nondefense),US-NJ,7060113647,7.1 Billion,1022,1 K
"Child day care, community food services, housing services, and other relief services",US-NJ,6591605195,6.6 Billion,95331,95.3 K
Federal general government (defense),US-NJ,5944528328,5.9 Billion,9892,9.9 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-NJ,5900904516,5.9 Billion,21294,21.3 K
Plastics and rubber products,US-NJ,5885012689,5.9 Billion,13490,13.5 K
Fabricated metal products (e.g. architectural and structural metal products),US-NJ,5685253152,5.7 Billion,20020,20 K
Waste management and remediation services,US-NJ,4742937610,4.7 Billion,14100,14.1 K
Vehicles and parts sales,US-NJ,4388216412,4.4 Billion,31250,31.2 K
Machinery (except computers),US-NJ,4309064365,4.3 Billion,12117,12.1 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-NJ,4123894911,4.1 Billion,35626,35.6 K
Air transport,US-NJ,3771094453,3.8 Billion,16385,16.4 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-NJ,3557534496,3.6 Billion,3546,3.5 K
Paper products and paper production facilities,US-NJ,3464749555,3.5 Billion,8662,8.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-NJ,3379741439,3.4 Billion,9798,9.8 K
Hotels and campgrounds,US-NJ,3306789686,3.3 Billion,34431,34.4 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3209085775,3.2 Billion,7608,7.6 K
"Performing arts, spectator sports, museums, and related activities",US-NJ,3135650140,3.1 Billion,11101,11.1 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-NJ,2860621530,2.9 Billion,6072,6.1 K
Passenger ground transport,US-NJ,2749447394,2.7 Billion,19962,20 K
Print media and printing support,US-NJ,2318973355,2.3 Billion,9879,9.9 K
Primary and secondary ferrous and nonferrous metals,US-NJ,2277903993,2.3 Billion,4064,4.1 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-NJ,2221215253,2.2 Billion,6128,6.1 K
"Funds, trusts, and financial vehicles",US-NJ,2148598814,2.1 Billion,300,300
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-NJ,1992684291,2.0 Billion,7384,7.4 K
Other state and local government enterprises including transit and utilities,US-NJ,1941093709,1.9 Billion,82,82.0
Film and sound-based entertainment,US-NJ,1685015391,1.7 Billion,4450,4.5 K
Furniture and shelving,US-NJ,1298317423,1.3 Billion,6469,6.5 K
Federal electric utilities and postal service,US-NJ,1139732505,1.1 Billion,15744,15.7 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-NJ,1059413271,1.1 Billion,2045,2 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-NJ,1012481765,1.0 Billion,3788,3.8 K
Textiles and textile-dervied products (except clothes),US-NJ,939378978,939.4 Million,3648,3.6 K
"Water transport (boats, ships, ferries)",US-NJ,786694256,786.7 Million,1005,1 K
"Wood products (e.g. plywood, veneer)",US-NJ,723469816,723.5 Million,2909,2.9 K
"Metal ores, dimensional stone, nonmetallic minerals",US-NJ,687626517,687.6 Million,1113,1.1 K
Rail transport,US-NJ,622901692,622.9 Million,45,45.0
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-NJ,614972186,615 Million,3209,3.2 K
Clothing and leather,US-NJ,608904940,608.9 Million,4161,4.2 K
Pipeline transport,US-NJ,386522216,386.5 Million,646,646
"Scrap, used and secondhand goods",US-NJ,183573389,183.6 Million,215,215
Unrefined oil and gas,US-NJ,163309886,163.3 Million,49,49.0
Well drilling and support activities for mining,US-NJ,96255964,96.3 Million,231,231
Noncomparable imports and rest-of-the-world adjustment,US-NJ,49914225,49.9 Million,7,7.0
