Commodity,Location,Commodities,Output,Employees,Jobs
"Electricity, natural gas, drinking water, and wastewater treatment",US-OK,7599186986,7.6 Billion,16613,16.6 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-OK,7452374228,7.5 Billion,3503,3.5 K
Well drilling and support activities for mining,US-OK,7432865988,7.4 Billion,16230,16.2 K
Food and beverage and tobacco products,US-OK,7217052179,7.2 Billion,20496,20.5 K
"Insurance agencies, carriers, and brokerages",US-OK,7023640407,7.0 Billion,18922,18.9 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-OK,6581243874,6.6 Billion,7920,7.9 K
Machinery (except computers),US-OK,6153812387,6.2 Billion,20400,20.4 K
Federal general government (nondefense),US-OK,6127423016,6.1 Billion,2348,2.3 K
Federal general government (defense),US-OK,6109179649,6.1 Billion,21380,21.4 K
Other real estate,US-OK,5742622993,5.7 Billion,10797,10.8 K
"Radio, TV, telecommunication",US-OK,5652502223,5.7 Billion,9724,9.7 K
Fabricated metal products (e.g. architectural and structural metal products),US-OK,5331669351,5.3 Billion,22393,22.4 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-OK,5053092294,5.1 Billion,27650,27.6 K
Company and enterprise management,US-OK,4724047527,4.7 Billion,19923,19.9 K
Truck transport,US-OK,4610386097,4.6 Billion,18989,19 K
General merchandise stores,US-OK,3834020545,3.8 Billion,37807,37.8 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-OK,3659350787,3.7 Billion,11705,11.7 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3215679795,3.2 Billion,7734,7.7 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-OK,3101069218,3.1 Billion,5062,5.1 K
Paper products and paper production facilities,US-OK,3056497328,3.1 Billion,3697,3.7 K
Educational institutions and services,US-OK,2765342037,2.8 Billion,114801,114.8 K
Plastics and rubber products,US-OK,2730041603,2.7 Billion,8729,8.7 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-OK,2581235300,2.6 Billion,4887,4.9 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-OK,2404106266,2.4 Billion,15051,15.1 K
"Couriers, messengers, transportation for leisure activities",US-OK,2322683642,2.3 Billion,15624,15.6 K
"Nursing, community, mental health, and substance abuse facilities",US-OK,2293522714,2.3 Billion,35323,35.3 K
Legal services,US-OK,2212565790,2.2 Billion,12176,12.2 K
Computer programming and systems design,US-OK,2183509001,2.2 Billion,14663,14.7 K
Food and beverage stores,US-OK,2154765821,2.2 Billion,21041,21 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-OK,2082334674,2.1 Billion,6716,6.7 K
Vehicles and parts sales,US-OK,1923284201,1.9 Billion,18270,18.3 K
"Child day care, community food services, housing services, and other relief services",US-OK,1920619211,1.9 Billion,32660,32.7 K
Warehouses,US-OK,1808623859,1.8 Billion,21298,21.3 K
"Financial investments, exchanges, and advising",US-OK,1653901145,1.7 Billion,5405,5.4 K
"Funds, trusts, and financial vehicles",US-OK,1567711607,1.6 Billion,334,334
"Media, literature, and software",US-OK,1412064989,1.4 Billion,3125,3.1 K
Air transport,US-OK,1386483821,1.4 Billion,1387,1.4 K
Rail transport,US-OK,1311799684,1.3 Billion,0,0.0
Primary and secondary ferrous and nonferrous metals,US-OK,1223415235,1.2 Billion,3391,3.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-OK,1200975450,1.2 Billion,30190,30.2 K
Waste management and remediation services,US-OK,1078811585,1.1 Billion,4801,4.8 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-OK,1012256120,1.0 Billion,4594,4.6 K
Federal electric utilities and postal service,US-OK,989156423,989.2 Million,5361,5.4 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-OK,988766664,988.8 Million,4482,4.5 K
Other state and local government enterprises including transit and utilities,US-OK,861978986,862 Million,62,62.0
"Lights and light fixtures, switch boards, transformers, and home appliances",US-OK,809373837,809.4 Million,3697,3.7 K
"Metal ores, dimensional stone, nonmetallic minerals",US-OK,796942805,796.9 Million,1812,1.8 K
Hotels and campgrounds,US-OK,738239861,738.2 Million,13070,13.1 K
"Wood products (e.g. plywood, veneer)",US-OK,645503882,645.5 Million,1918,1.9 K
"Data processing, internet publishing, and other information services",US-OK,505486641,505.5 Million,2731,2.7 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-OK,495487945,495.5 Million,1552,1.6 K
"Performing arts, spectator sports, museums, and related activities",US-OK,452611109,452.6 Million,4514,4.5 K
Print media and printing support,US-OK,334477732,334.5 Million,1962,2 K
Furniture and shelving,US-OK,318302783,318.3 Million,2228,2.2 K
Passenger ground transport,US-OK,213229624,213.2 Million,1163,1.2 K
Textiles and textile-dervied products (except clothes),US-OK,167065657,167.1 Million,836,836
Film and sound-based entertainment,US-OK,147234850,147.2 Million,909,909
Clothing and leather,US-OK,137651507,137.7 Million,629,629
"Scrap, used and secondhand goods",US-OK,94196736,94.2 Million,183,183
Noncomparable imports and rest-of-the-world adjustment,US-OK,43320205,43.3 Million,17,17.0
"Water transport (boats, ships, ferries)",US-OK,13343430,13.3 Million,69,69.0
