Commodity,Location,Commodities,Output,Employees,Jobs
"Wood products (e.g. plywood, veneer)",RoUS,113207867028,113.2 Billion,396528,396.5 K
Other state and local government enterprises including transit and utilities,RoUS,110958976301,111.0 Billion,47062,47.1 K
Well drilling and support activities for mining,RoUS,88599517880,88.6 Billion,231259,231.3 K
Passenger ground transport,RoUS,82993807731,83.0 Billion,621476,621.5 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77686509659,77.7 Billion,137576,137.6 K
Rail transport,RoUS,72171861619,72.2 Billion,766,766
Federal electric utilities and postal service,RoUS,70768968403,70.8 Billion,507331,507.3 K
Furniture and shelving,RoUS,67455531072,67.5 Billion,347157,347.2 K
Print media and printing support,RoUS,65536035442,65.5 Billion,314419,314.4 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,62511089593,62.5 Billion,457657,457.7 K
Pipeline transport,RoUS,60250884384,60.3 Billion,57779,57.8 K
Textiles and textile-dervied products (except clothes),RoUS,45605600485,45.6 Billion,184993,185 K
"Water transport (boats, ships, ferries)",RoUS,39837935655,39.8 Billion,66143,66.1 K
Clothing and leather,RoUS,21413449569,21.4 Billion,123166,123.2 K
"Scrap, used and secondhand goods",RoUS,8299229551,8.3 Billion,22747,22.7 K
Housing,US-VT,5351782877,5.4 Billion,410,410
State and local general government,US-VT,4151061979,4.2 Billion,21,21.0
Noncomparable imports and rest-of-the-world adjustment,RoUS,3251947089,3.3 Billion,7879,7.9 K
"Miscellaneous professional, scientific, and technical services",US-VT,2988502222,3.0 Billion,15141,15.1 K
Hospitals,US-VT,2972061394,3.0 Billion,13331,13.3 K
Wholesale trade,US-VT,2816990048,2.8 Billion,8623,8.6 K
Construction,US-VT,2432979947,2.4 Billion,15119,15.1 K
Food and beverage and tobacco products,US-VT,2371050931,2.4 Billion,7116,7.1 K
"Healthcare professions, laboratories, and ambulances",US-VT,2334733929,2.3 Billion,16417,16.4 K
Other retail,US-VT,2319898451,2.3 Billion,16030,16 K
"Insurance agencies, carriers, and brokerages",US-VT,2291049157,2.3 Billion,3744,3.7 K
Food and beverage establishments,US-VT,1566779276,1.6 Billion,17942,17.9 K
"Other services, except government",US-VT,1477472033,1.5 Billion,9480,9.5 K
Administrative and support services,US-VT,1436149620,1.4 Billion,10336,10.3 K
Other real estate,US-VT,1383082258,1.4 Billion,1917,1.9 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-VT,1280851119,1.3 Billion,1605,1.6 K
Educational institutions and services,US-VT,1207081762,1.2 Billion,28948,28.9 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-VT,1092358597,1.1 Billion,2941,2.9 K
Federal general government (nondefense),US-VT,997598433,997.6 Million,1703,1.7 K
Computer programming and systems design,US-VT,903104258,903.1 Million,5186,5.2 K
Hotels and campgrounds,US-VT,845160894,845.2 Million,6454,6.5 K
Food and beverage stores,US-VT,826613792,826.6 Million,7786,7.8 K
Machinery (except computers),US-VT,741336747,741.3 Million,2080,2.1 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-VT,711994028,712 Million,3451,3.5 K
"Child day care, community food services, housing services, and other relief services",US-VT,702832838,702.8 Million,12903,12.9 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-VT,698335650,698.3 Million,3351,3.4 K
"Nursing, community, mental health, and substance abuse facilities",US-VT,617790112,617.8 Million,7396,7.4 K
"Radio, TV, telecommunication",US-VT,549147681,549.1 Million,1212,1.2 K
Truck transport,US-VT,500950335,501 Million,1994,2 K
"Financial investments, exchanges, and advising",US-VT,492175770,492.2 Million,950,950
Company and enterprise management,US-VT,474183542,474.2 Million,1997,2 K
"Wood products (e.g. plywood, veneer)",US-VT,434132972,434.1 Million,1422,1.4 K
Legal services,US-VT,431269085,431.3 Million,1771,1.8 K
"Media, literature, and software",US-VT,410245622,410.2 Million,1373,1.4 K
Federal general government (defense),US-VT,404344668,404.3 Million,612,612
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-VT,376778160,376.8 Million,1722,1.7 K
Vehicles and parts sales,US-VT,373451580,373.5 Million,3403,3.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-VT,364827424,364.8 Million,3030,3 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-VT,359994925,360 Million,1235,1.2 K
Fabricated metal products (e.g. architectural and structural metal products),US-VT,355864170,355.9 Million,1752,1.8 K
Plastics and rubber products,US-VT,332233854,332.2 Million,1210,1.2 K
"Couriers, messengers, transportation for leisure activities",US-VT,320348492,320.3 Million,2495,2.5 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-VT,307038487,307 Million,1562,1.6 K
General merchandise stores,US-VT,292180102,292.2 Million,2659,2.7 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-VT,264823457,264.8 Million,989,989
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-VT,261622463,261.6 Million,1268,1.3 K
Waste management and remediation services,US-VT,249104309,249.1 Million,1006,1 K
Paper products and paper production facilities,US-VT,229902160,229.9 Million,743,743
"Data processing, internet publishing, and other information services",US-VT,222389677,222.4 Million,736,736
"Metal ores, dimensional stone, nonmetallic minerals",US-VT,214490341,214.5 Million,470,470
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-VT,187574036,187.6 Million,1608,1.6 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-VT,177783745,177.8 Million,257,257
"Performing arts, spectator sports, museums, and related activities",US-VT,162538729,162.5 Million,1128,1.1 K
Federal electric utilities and postal service,US-VT,161031597,161 Million,1241,1.2 K
Furniture and shelving,US-VT,139468928,139.5 Million,1070,1.1 K
Other state and local government enterprises including transit and utilities,US-VT,132023699,132 Million,5,5.0
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-VT,131910407,131.9 Million,573,573
Warehouses,US-VT,126005752,126 Million,1245,1.2 K
"Funds, trusts, and financial vehicles",US-VT,115695069,115.7 Million,16,16.0
Passenger ground transport,US-VT,115192269,115.2 Million,1134,1.1 K
Print media and printing support,US-VT,110964558,111 Million,699,699
Clothing and leather,US-VT,80550431,80.6 Million,436,436
Primary and secondary ferrous and nonferrous metals,US-VT,75355328,75.4 Million,91,91.0
"Petroleum fuels, asphalt, and other petroleum and coal products",US-VT,60039963,60 Million,80,80.0
Textiles and textile-dervied products (except clothes),US-VT,54399515,54.4 Million,219,219
"Water transport (boats, ships, ferries)",US-VT,40064345,40.1 Million,46,46.0
Film and sound-based entertainment,US-VT,34244332,34.2 Million,215,215
Rail transport,US-VT,34138381,34.1 Million,0,0.0
"Scrap, used and secondhand goods",US-VT,23770449,23.8 Million,63,63.0
Air transport,US-VT,14724243,14.7 Million,85,85.0
Well drilling and support activities for mining,US-VT,14482120,14.5 Million,91,91.0
Pipeline transport,US-VT,7115616,7.1 Million,11,11.0
Noncomparable imports and rest-of-the-world adjustment,US-VT,7052911,7.1 Million,12,12.0
Unrefined oil and gas,US-VT,1007493,1 Million,4,4.0
