Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",US-NY,213250642678,213.3 Billion,621380,621.4 K
"Child day care, community food services, housing services, and other relief services",RoUS,213228282293,213.2 Billion,3689765,3.7 Million
Primary and secondary ferrous and nonferrous metals,RoUS,208921701731,208.9 Billion,343675,343.7 K
Unrefined oil and gas,RoUS,204448544862,204.4 Billion,101335,101.3 K
Paper products and paper production facilities,RoUS,178074508395,178.1 Billion,337983,338 K
State and local general government,US-NY,173201030324,173.2 Billion,30825,30.8 K
"Funds, trusts, and financial vehicles",RoUS,172847288375,172.8 Billion,70282,70.3 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,170309784230,170.3 Billion,531513,531.5 K
"Insurance agencies, carriers, and brokerages",US-NY,157735741990,157.7 Billion,147208,147.2 K
Warehouses,RoUS,154938438921,154.9 Billion,1442817,1.4 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,147453829722,147.5 Billion,1399335,1.4 Million
Hotels and campgrounds,RoUS,133305360579,133.3 Billion,1347569,1.3 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,126422268866,126.4 Billion,369685,369.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,122650702810,122.7 Billion,371646,371.6 K
Waste management and remediation services,RoUS,121933639717,121.9 Billion,474779,474.8 K
Wholesale trade,US-NY,118369242619,118.4 Billion,290993,291 K
Air transport,RoUS,115682841583,115.7 Billion,426221,426.2 K
"Radio, TV, telecommunication",US-NY,112672398094,112.7 Billion,60125,60.1 K
"Wood products (e.g. plywood, veneer)",RoUS,112021634281,112.0 Billion,390532,390.5 K
Construction,US-NY,109187071147,109.2 Billion,370542,370.5 K
"Performing arts, spectator sports, museums, and related activities",RoUS,107558958903,107.6 Billion,508231,508.2 K
Other state and local government enterprises including transit and utilities,RoUS,105587067156,105.6 Billion,40796,40.8 K
Hospitals,US-NY,104259979079,104.3 Billion,455576,455.6 K
Film and sound-based entertainment,RoUS,97471223255,97.5 Billion,235669,235.7 K
Well drilling and support activities for mining,RoUS,88472449643,88.5 Billion,230744,230.7 K
"Healthcare professions, laboratories, and ambulances",US-NY,76787341961,76.8 Billion,589875,589.9 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,76727658743,76.7 Billion,134309,134.3 K
Administrative and support services,US-NY,74156710851,74.2 Billion,426298,426.3 K
Rail transport,RoUS,70687236687,70.7 Billion,648,648
Passenger ground transport,RoUS,69487803857,69.5 Billion,504019,504 K
Federal electric utilities and postal service,RoUS,67866345045,67.9 Billion,472416,472.4 K
Other retail,US-NY,66602047728,66.6 Billion,390519,390.5 K
Furniture and shelving,RoUS,65651246946,65.7 Billion,338393,338.4 K
Other real estate,US-NY,64273379698,64.3 Billion,105373,105.4 K
Print media and printing support,RoUS,62314982364,62.3 Billion,300473,300.5 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61954141495,62.0 Billion,453900,453.9 K
Pipeline transport,RoUS,59419262764,59.4 Billion,57087,57.1 K
Legal services,US-NY,57914040372,57.9 Billion,119189,119.2 K
"Other services, except government",US-NY,57705044580,57.7 Billion,340699,340.7 K
Food and beverage establishments,US-NY,54929372967,54.9 Billion,521291,521.3 K
Educational institutions and services,US-NY,50078920931,50.1 Billion,763860,763.9 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-NY,47544244798,47.5 Billion,50934,50.9 K
Company and enterprise management,US-NY,45728664684,45.7 Billion,127543,127.5 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-NY,44175462125,44.2 Billion,45367,45.4 K
Textiles and textile-dervied products (except clothes),RoUS,43991637691,44.0 Billion,179209,179.2 K
"Data processing, internet publishing, and other information services",US-NY,42555095132,42.6 Billion,58403,58.4 K
Food and beverage and tobacco products,US-NY,39330577883,39.3 Billion,74734,74.7 K
Computer programming and systems design,US-NY,38818982187,38.8 Billion,141551,141.6 K
"Water transport (boats, ships, ferries)",RoUS,37633324089,37.6 Billion,62618,62.6 K
"Media, literature, and software",US-NY,36756623243,36.8 Billion,63615,63.6 K
Film and sound-based entertainment,US-NY,27447776745,27.4 Billion,40926,40.9 K
Food and beverage stores,US-NY,25842183496,25.8 Billion,183356,183.4 K
"Child day care, community food services, housing services, and other relief services",US-NY,25459717707,25.5 Billion,341483,341.5 K
"Nursing, community, mental health, and substance abuse facilities",US-NY,21159934210,21.2 Billion,261011,261 K
"Funds, trusts, and financial vehicles",US-NY,20183711625,20.2 Billion,2824,2.8 K
Clothing and leather,RoUS,19522994094,19.5 Billion,113820,113.8 K
Federal general government (nondefense),US-NY,18981376756,19.0 Billion,5489,5.5 K
"Performing arts, spectator sports, museums, and related activities",US-NY,18761041097,18.8 Billion,54562,54.6 K
General merchandise stores,US-NY,15562478526,15.6 Billion,119446,119.4 K
Passenger ground transport,US-NY,13621196143,13.6 Billion,117715,117.7 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-NY,13243285912,13.2 Billion,17018,17 K
"Couriers, messengers, transportation for leisure activities",US-NY,13012139680,13.0 Billion,85562,85.6 K
Machinery (except computers),US-NY,11857155629,11.9 Billion,31035,31 K
Hotels and campgrounds,US-NY,11825639421,11.8 Billion,70209,70.2 K
Plastics and rubber products,US-NY,11274067307,11.3 Billion,21650,21.6 K
Federal general government (defense),US-NY,11083437965,11.1 Billion,8365,8.4 K
Fabricated metal products (e.g. architectural and structural metal products),US-NY,11080796143,11.1 Billion,43180,43.2 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-NY,10316071725,10.3 Billion,47220,47.2 K
Truck transport,US-NY,9431263435,9.4 Billion,37690,37.7 K
Air transport,US-NY,9263158417,9.3 Billion,31331,31.3 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-NY,8551170278,8.6 Billion,61073,61.1 K
"Scrap, used and secondhand goods",RoUS,7839175800,7.8 Billion,20971,21 K
Vehicles and parts sales,US-NY,7654025941,7.7 Billion,52102,52.1 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-NY,7194629531,7.2 Billion,23604,23.6 K
Waste management and remediation services,US-NY,6945360283,6.9 Billion,22834,22.8 K
Paper products and paper production facilities,US-NY,6911491605,6.9 Billion,14496,14.5 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-NY,6764297190,6.8 Billion,13989,14 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-NY,5677552416,5.7 Billion,10409,10.4 K
Other state and local government enterprises including transit and utilities,US-NY,5503932844,5.5 Billion,374,374
Primary and secondary ferrous and nonferrous metals,US-NY,4907298269,4.9 Billion,10109,10.1 K
Warehouses,US-NY,4366561079,4.4 Billion,41108,41.1 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-NY,3662731134,3.7 Billion,12539,12.5 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-NY,3552215770,3.6 Billion,13465,13.5 K
Print media and printing support,US-NY,3332017636,3.3 Billion,14085,14.1 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3124803759,3.1 Billion,7081,7.1 K
Federal electric utilities and postal service,US-NY,3063654955,3.1 Billion,33044,33 K
"Water transport (boats, ships, ferries)",US-NY,2244675911,2.2 Billion,3548,3.5 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-NY,2126417749,2.1 Billion,2225,2.2 K
Clothing and leather,US-NY,1971005906,2.0 Billion,9499,9.5 K
Furniture and shelving,US-NY,1943753054,1.9 Billion,9864,9.9 K
Textiles and textile-dervied products (except clothes),US-NY,1668362309,1.7 Billion,5951,6 K
"Wood products (e.g. plywood, veneer)",US-NY,1620365719,1.6 Billion,7362,7.4 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-NY,1587553124,1.6 Billion,8250,8.2 K
Rail transport,US-NY,1518763313,1.5 Billion,109,109
"Metal ores, dimensional stone, nonmetallic minerals",US-NY,1173341257,1.2 Billion,3740,3.7 K
Pipeline transport,US-NY,838737236,838.7 Million,743,743
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-NY,688858505,688.9 Million,3603,3.6 K
"Scrap, used and secondhand goods",US-NY,483824200,483.8 Million,518,518
Well drilling and support activities for mining,US-NY,141550357,141.6 Million,537,537
Noncomparable imports and rest-of-the-world adjustment,US-NY,134196241,134.2 Million,39,39.0
Unrefined oil and gas,US-NY,127455138,127.5 Million,106,106
