Commodity,Location,Commodities,Output,Employees,Jobs
Textiles and textile-dervied products (except clothes),US-WI,941553005,941.6 Million,3235,3.2 K
"Metal ores, dimensional stone, nonmetallic minerals",US-WI,847583621,847.6 Million,2766,2.8 K
"Funds, trusts, and financial vehicles",US-WI,832050410,832.1 Million,107,107
"Petroleum fuels, asphalt, and other petroleum and coal products",US-WI,742648387,742.6 Million,901,901
Federal electric utilities and postal service,US-WI,652919247,652.9 Million,8773,8.8 K
Film and sound-based entertainment,US-WI,325010365,325 Million,2077,2.1 K
Air transport,US-WI,298358161,298.4 Million,1241,1.2 K
Clothing and leather,US-WI,292239677,292.2 Million,1874,1.9 K
"Scrap, used and secondhand goods",US-WI,253089108,253.1 Million,635,635
Pipeline transport,US-WI,221550463,221.6 Million,416,416
"Water transport (boats, ships, ferries)",US-WI,66083272,66.1 Million,209,209
Well drilling and support activities for mining,US-WI,30370350,30.4 Million,99,99.0
Noncomparable imports and rest-of-the-world adjustment,US-WI,28592673,28.6 Million,12,12.0
Unrefined oil and gas,US-WI,1026847,1 Million,2,2.0
