Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",RoUS,2298881322938,2.3 Trillion,8792566,8.8 Million
Housing,RoUS,2270566483662,2.3 Trillion,373978,374 K
Wholesale trade,RoUS,2023006821406,2.0 Trillion,5416741,5.4 Million
State and local general government,RoUS,1882293901147,1.9 Trillion,4152503,4.2 Million
Construction,RoUS,1833687427433,1.8 Trillion,7451743,7.5 Million
Other real estate,RoUS,1390897517171,1.4 Trillion,1330972,1.3 Million
"Insurance agencies, carriers, and brokerages",RoUS,1326605205467,1.3 Trillion,2392694,2.4 Million
Hospitals,RoUS,1127400097235,1.1 Trillion,6643521,6.6 Million
"Healthcare professions, laboratories, and ambulances",RoUS,1108288358252,1.1 Trillion,7510367,7.5 Million
Other retail,RoUS,1085677654427,1.1 Trillion,6515611,6.5 Million
Administrative and support services,RoUS,1017867292032,1.0 Trillion,7840839,7.8 Million
"Monetary authorities, depository and nondepository credit intermediation and related activities",RoUS,944100221731,944.1 Billion,2380238,2.4 Million
Food and beverage and tobacco products,RoUS,943420948423,943.4 Billion,1958376,2 Million
"Other services, except government",RoUS,860078124669,860.1 Billion,4699490,4.7 Million
Food and beverage establishments,RoUS,853386306915,853.4 Billion,10480180,10.5 Million
"Radio, TV, telecommunication",RoUS,739846076892,739.8 Billion,771478,771.5 K
Federal general government (defense),RoUS,697881534726,697.9 Billion,544148,544.1 K
"Financial investments, exchanges, and advising",RoUS,688089657563,688.1 Billion,982040,982 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",RoUS,679091752210,679.1 Billion,775641,775.6 K
"Electricity, natural gas, drinking water, and wastewater treatment",RoUS,673585335065,673.6 Billion,934285,934.3 K
Company and enterprise management,RoUS,649939218217,649.9 Billion,2212692,2.2 Million
Computer programming and systems design,RoUS,576812152121,576.8 Billion,2558362,2.6 Million
On-road vehicles (excluding motorcycles) and accompanying parts,RoUS,546262152919,546.3 Billion,765171,765.2 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,477439807527,477.4 Billion,857114,857.1 K
Federal general government (nondefense),RoUS,455798167621,455.8 Billion,1089781,1.1 Million
Educational institutions and services,RoUS,398211024581,398.2 Billion,10129871,10.1 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,384749718772,384.7 Billion,783057,783.1 K
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,376062154505,376.1 Billion,113699,113.7 K
Legal services,RoUS,367945275265,367.9 Billion,1116699,1.1 Million
Truck transport,RoUS,358987380850,359.0 Billion,1406717,1.4 Million
"Media, literature, and software",RoUS,349978250319,350.0 Billion,605218,605.2 K
"Data processing, internet publishing, and other information services",RoUS,340963110703,341.0 Billion,592234,592.2 K
Machinery (except computers),RoUS,334456102960,334.5 Billion,924164,924.2 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,322351383216,322.4 Billion,1248242,1.2 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,313994820445,314.0 Billion,875478,875.5 K
"Couriers, messengers, transportation for leisure activities",RoUS,281745995874,281.7 Billion,1718460,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,252804295489,252.8 Billion,3323584,3.3 Million
Food and beverage stores,RoUS,250957117616,251.0 Billion,2720327,2.7 Million
General merchandise stores,RoUS,239709628377,239.7 Billion,2698129,2.7 Million
"Child day care, community food services, housing services, and other relief services",RoUS,235208873688,235.2 Billion,3975680,4 Million
Vehicles and parts sales,RoUS,234352854769,234.4 Billion,1345674,1.3 Million
Plastics and rubber products,RoUS,226984020600,227.0 Billion,647064,647.1 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,218902499163,218.9 Billion,665199,665.2 K
Unrefined oil and gas,RoUS,204435789640,204.4 Billion,101075,101.1 K
"Funds, trusts, and financial vehicles",RoUS,189651323825,189.7 Billion,80388,80.4 K
Primary and secondary ferrous and nonferrous metals,RoUS,185431121042,185.4 Billion,316501,316.5 K
Paper products and paper production facilities,RoUS,180902394631,180.9 Billion,342674,342.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,165039924570,165.0 Billion,520968,521 K
Warehouses,RoUS,153959102895,154.0 Billion,1431160,1.4 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,152705834815,152.7 Billion,1436848,1.4 Million
Hotels and campgrounds,RoUS,143599959732,143.6 Billion,1401344,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,127533204269,127.5 Billion,373236,373.2 K
Waste management and remediation services,RoUS,125786750207,125.8 Billion,490522,490.5 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,125051991458,125.1 Billion,373060,373.1 K
Film and sound-based entertainment,RoUS,124499593514,124.5 Billion,274491,274.5 K
Air transport,RoUS,124382126219,124.4 Billion,455334,455.3 K
"Performing arts, spectator sports, museums, and related activities",RoUS,124351516997,124.4 Billion,555167,555.2 K
Other state and local government enterprises including transit and utilities,RoUS,109986503746,110.0 Billion,46442,46.4 K
"Wood products (e.g. plywood, veneer)",RoUS,109979571072,110.0 Billion,384159,384.2 K
Well drilling and support activities for mining,RoUS,88426193171,88.4 Billion,230669,230.7 K
Passenger ground transport,RoUS,82534442173,82.5 Billion,614262,614.3 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,76250813846,76.3 Billion,134273,134.3 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-IN,72778847081,72.8 Billion,110582,110.6 K
Federal electric utilities and postal service,RoUS,70094760260,70.1 Billion,498698,498.7 K
Rail transport,RoUS,69768017056,69.8 Billion,653,653
Print media and printing support,RoUS,63784213702,63.8 Billion,304737,304.7 K
Furniture and shelving,RoUS,63145615800,63.1 Billion,328485,328.5 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61825485748,61.8 Billion,455577,455.6 K
Pipeline transport,RoUS,59935868823,59.9 Billion,57154,57.2 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-IN,46431247790,46.4 Billion,32730,32.7 K
Textiles and textile-dervied products (except clothes),RoUS,44871986026,44.9 Billion,181173,181.2 K
Housing,US-IN,43193516338,43.2 Billion,6369,6.4 K
"Water transport (boats, ships, ferries)",RoUS,39059316970,39.1 Billion,65311,65.3 K
Wholesale trade,US-IN,36619178594,36.6 Billion,119666,119.7 K
Construction,US-IN,35801572567,35.8 Billion,147235,147.2 K
State and local general government,US-IN,34250098853,34.3 Billion,1379,1.4 K
"Insurance agencies, carriers, and brokerages",US-IN,30064794533,30.1 Billion,46765,46.8 K
Primary and secondary ferrous and nonferrous metals,US-IN,28397878958,28.4 Billion,37315,37.3 K
"Miscellaneous professional, scientific, and technical services",US-IN,25301677062,25.3 Billion,125941,125.9 K
Food and beverage and tobacco products,US-IN,24030051577,24.0 Billion,47575,47.6 K
Hospitals,US-IN,23896902765,23.9 Billion,150931,150.9 K
"Healthcare professions, laboratories, and ambulances",US-IN,23003641748,23.0 Billion,149668,149.7 K
Clothing and leather,RoUS,21161061943,21.2 Billion,121845,121.8 K
Other retail,US-IN,18562345573,18.6 Billion,138656,138.7 K
Administrative and support services,US-IN,16677707968,16.7 Billion,156199,156.2 K
"Other services, except government",US-IN,16277875331,16.3 Billion,98851,98.9 K
