Commodity,Location,Commodities,Output,Employees,Jobs
Paper products and paper production facilities,US-UT,2060509867,2.1 Billion,2825,2.8 K
Vehicles and parts sales,US-UT,2050816820,2.1 Billion,17179,17.2 K
"Nursing, community, mental health, and substance abuse facilities",US-UT,2044233886,2.0 Billion,34463,34.5 K
Air transport,US-UT,1943575409,1.9 Billion,6889,6.9 K
Legal services,US-UT,1908490614,1.9 Billion,10034,10 K
Machinery (except computers),US-UT,1656269494,1.7 Billion,5770,5.8 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-UT,1570372636,1.6 Billion,4837,4.8 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-UT,1441609676,1.4 Billion,19116,19.1 K
Furniture and shelving,US-UT,1431624587,1.4 Billion,5998,6 K
Hotels and campgrounds,US-UT,1427307255,1.4 Billion,16056,16.1 K
"Child day care, community food services, housing services, and other relief services",US-UT,1416177288,1.4 Billion,26085,26.1 K
Warehouses,US-UT,1285685801,1.3 Billion,11501,11.5 K
Well drilling and support activities for mining,US-UT,1151594657,1.2 Billion,3178,3.2 K
Waste management and remediation services,US-UT,952166562,952.2 Million,4279,4.3 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-UT,855268317,855.3 Million,1902,1.9 K
"Wood products (e.g. plywood, veneer)",US-UT,847126488,847.1 Million,2885,2.9 K
"Performing arts, spectator sports, museums, and related activities",US-UT,837443152,837.4 Million,7285,7.3 K
Federal electric utilities and postal service,US-UT,816678019,816.7 Million,4478,4.5 K
Print media and printing support,US-UT,772376217,772.4 Million,3799,3.8 K
Film and sound-based entertainment,US-UT,633582881,633.6 Million,3192,3.2 K
Other state and local government enterprises including transit and utilities,US-UT,584142588,584.1 Million,23,23.0
Unrefined oil and gas,US-UT,575401859,575.4 Million,889,889
Rail transport,US-UT,522022817,522 Million,0,0.0
Passenger ground transport,US-UT,476559870,476.6 Million,7454,7.5 K
Textiles and textile-dervied products (except clothes),US-UT,334777425,334.8 Million,1520,1.5 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-UT,223380634,223.4 Million,1108,1.1 K
Clothing and leather,US-UT,188299620,188.3 Million,1005,1 K
Pipeline transport,US-UT,132207855,132.2 Million,317,317
"Scrap, used and secondhand goods",US-UT,90872652,90.9 Million,126,126
Noncomparable imports and rest-of-the-world adjustment,US-UT,35770347,35.8 Million,7,7.0
"Water transport (boats, ships, ferries)",US-UT,27540630,27.5 Million,114,114
