Commodity,Location,Commodities,Output,Employees,Jobs
"Couriers, messengers, transportation for leisure activities",RoUS,283220810052,283.2 Billion,1730718,1.7 Million
"Nursing, community, mental health, and substance abuse facilities",RoUS,255576915486,255.6 Billion,3355987,3.4 Million
Food and beverage stores,RoUS,250526032921,250.5 Billion,2716246,2.7 Million
General merchandise stores,RoUS,241581248889,241.6 Billion,2723941,2.7 Million
"Child day care, community food services, housing services, and other relief services",RoUS,236839158458,236.8 Billion,3994837,4 Million
Vehicles and parts sales,RoUS,235159038109,235.2 Billion,1353753,1.4 Million
Plastics and rubber products,RoUS,226775410551,226.8 Billion,658325,658.3 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,219672400554,219.7 Billion,662868,662.9 K
Primary and secondary ferrous and nonferrous metals,RoUS,209971290248,210.0 Billion,347762,347.8 K
Unrefined oil and gas,RoUS,204573174618,204.6 Billion,101433,101.4 K
"Funds, trusts, and financial vehicles",RoUS,192235492677,192.2 Billion,80528,80.5 K
Paper products and paper production facilities,RoUS,176752909632,176.8 Billion,340756,340.8 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,172717863489,172.7 Billion,541443,541.4 K
Warehouses,RoUS,156804911495,156.8 Billion,1459462,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,154181097896,154.2 Billion,1439613,1.4 Million
Hotels and campgrounds,RoUS,142566973142,142.6 Billion,1398539,1.4 Million
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,127104744152,127.1 Billion,378738,378.7 K
"Performing arts, spectator sports, museums, and related activities",RoUS,125714633251,125.7 Billion,558228,558.2 K
Waste management and remediation services,RoUS,125346807647,125.3 Billion,489918,489.9 K
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,125190093663,125.2 Billion,366945,366.9 K
Air transport,RoUS,124827217236,124.8 Billion,456544,456.5 K
Film and sound-based entertainment,RoUS,124689587091,124.7 Billion,275321,275.3 K
"Wood products (e.g. plywood, veneer)",RoUS,111346470434,111.3 Billion,390069,390.1 K
Other state and local government enterprises including transit and utilities,RoUS,110052132516,110.1 Billion,46351,46.4 K
Well drilling and support activities for mining,RoUS,88478184598,88.5 Billion,230994,231 K
Passenger ground transport,RoUS,82776194909,82.8 Billion,620071,620.1 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77263029887,77.3 Billion,136731,136.7 K
Rail transport,RoUS,71710201430,71.7 Billion,744,744
Federal electric utilities and postal service,RoUS,70196557257,70.2 Billion,501676,501.7 K
Furniture and shelving,RoUS,66430693485,66.4 Billion,345123,345.1 K
Print media and printing support,RoUS,64778706897,64.8 Billion,310932,310.9 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61945731684,61.9 Billion,452725,452.7 K
Pipeline transport,RoUS,60165891060,60.2 Billion,57639,57.6 K
Textiles and textile-dervied products (except clothes),RoUS,42116603195,42.1 Billion,170284,170.3 K
"Water transport (boats, ships, ferries)",RoUS,39641462607,39.6 Billion,65689,65.7 K
Housing,US-SC,38346410202,38.3 Billion,4580,4.6 K
State and local general government,US-SC,32540561878,32.5 Billion,1156,1.2 K
Construction,US-SC,25913532173,25.9 Billion,106210,106.2 K
Wholesale trade,US-SC,25588438064,25.6 Billion,74570,74.6 K
"Miscellaneous professional, scientific, and technical services",US-SC,24510604692,24.5 Billion,111546,111.5 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-SC,21287693699,21.3 Billion,35340,35.3 K
Clothing and leather,RoUS,21130335600,21.1 Billion,122322,122.3 K
"Healthcare professions, laboratories, and ambulances",US-SC,14553230456,14.6 Billion,102530,102.5 K
Other retail,US-SC,14068491823,14.1 Billion,107303,107.3 K
Administrative and support services,US-SC,13819550744,13.8 Billion,140557,140.6 K
Food and beverage establishments,US-SC,13544061489,13.5 Billion,191152,191.2 K
"Insurance agencies, carriers, and brokerages",US-SC,12727945424,12.7 Billion,29958,30 K
"Other services, except government",US-SC,11142471166,11.1 Billion,62966,63 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-SC,10107976206,10.1 Billion,18920,18.9 K
Other real estate,US-SC,9918057146,9.9 Billion,18540,18.5 K
Plastics and rubber products,US-SC,9875589449,9.9 Billion,24629,24.6 K
Hospitals,US-SC,9338866164,9.3 Billion,90501,90.5 K
Paper products and paper production facilities,US-SC,8233090368,8.2 Billion,11707,11.7 K
"Scrap, used and secondhand goods",RoUS,8157653403,8.2 Billion,22303,22.3 K
"Radio, TV, telecommunication",US-SC,8151844686,8.2 Billion,11051,11.1 K
Food and beverage and tobacco products,US-SC,8106588332,8.1 Billion,22740,22.7 K
Federal general government (defense),US-SC,7823482396,7.8 Billion,9102,9.1 K
Machinery (except computers),US-SC,7401391802,7.4 Billion,19481,19.5 K
Fabricated metal products (e.g. architectural and structural metal products),US-SC,6564787955,6.6 Billion,22473,22.5 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-SC,6334372296,6.3 Billion,32678,32.7 K
Truck transport,US-SC,5053834185,5.1 Billion,21808,21.8 K
General merchandise stores,US-SC,4915751111,4.9 Billion,48120,48.1 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-SC,4894906337,4.9 Billion,15339,15.3 K
Company and enterprise management,US-SC,4875965742,4.9 Billion,23549,23.5 K
Food and beverage stores,US-SC,4567967079,4.6 Billion,44732,44.7 K
Federal general government (nondefense),US-SC,4544161824,4.5 Billion,1585,1.6 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-SC,4529115859,4.5 Billion,13214,13.2 K
Computer programming and systems design,US-SC,4011536804,4.0 Billion,24212,24.2 K
Primary and secondary ferrous and nonferrous metals,US-SC,3857709752,3.9 Billion,6015,6 K
Educational institutions and services,US-SC,3677168010,3.7 Billion,115443,115.4 K
Textiles and textile-dervied products (except clothes),US-SC,3543396805,3.5 Billion,14983,15 K
Waste management and remediation services,US-SC,3532192353,3.5 Billion,11352,11.4 K
Legal services,US-SC,3513597143,3.5 Billion,15168,15.2 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3226873277,3.2 Billion,7727,7.7 K
"Nursing, community, mental health, and substance abuse facilities",US-SC,3211084514,3.2 Billion,43816,43.8 K
"Couriers, messengers, transportation for leisure activities",US-SC,3194189948,3.2 Billion,21317,21.3 K
"Financial investments, exchanges, and advising",US-SC,2804277542,2.8 Billion,6181,6.2 K
Hotels and campgrounds,US-SC,2564026858,2.6 Billion,21892,21.9 K
Vehicles and parts sales,US-SC,2500961891,2.5 Billion,23151,23.2 K
Warehouses,US-SC,2500088505,2.5 Billion,24462,24.5 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-SC,2310255848,2.3 Billion,6940,6.9 K
"Wood products (e.g. plywood, veneer)",US-SC,2295529566,2.3 Billion,7880,7.9 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-SC,2160599446,2.2 Billion,11897,11.9 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-SC,2000861127,2.0 Billion,5379,5.4 K
"Child day care, community food services, housing services, and other relief services",US-SC,1848841542,1.8 Billion,37368,37.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-SC,1823902104,1.8 Billion,22815,22.8 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-SC,1622345737,1.6 Billion,5273,5.3 K
"Media, literature, and software",US-SC,1552030317,1.6 Billion,4911,4.9 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-SC,1549732663,1.5 Billion,5762,5.8 K
"Data processing, internet publishing, and other information services",US-SC,1279472553,1.3 Billion,5061,5.1 K
Furniture and shelving,US-SC,1164306515,1.2 Billion,3081,3.1 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-SC,1144136511,1.1 Billion,4804,4.8 K
Other state and local government enterprises including transit and utilities,US-SC,1038867484,1.0 Billion,69,69.0
Print media and printing support,US-SC,868293103,868.3 Million,4084,4.1 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-SC,858481219,858.5 Million,697,697
"Funds, trusts, and financial vehicles",US-SC,795507323,795.5 Million,202,202
Federal electric utilities and postal service,US-SC,733442743,733.4 Million,6537,6.5 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-SC,697268316,697.3 Million,5359,5.4 K
"Metal ores, dimensional stone, nonmetallic minerals",US-SC,637970113,638 Million,1273,1.3 K
"Performing arts, spectator sports, museums, and related activities",US-SC,605366749,605.4 Million,5419,5.4 K
Rail transport,US-SC,495798570,495.8 Million,21,21.0
Clothing and leather,US-SC,363664400,363.7 Million,1221,1.2 K
Passenger ground transport,US-SC,332805091,332.8 Million,2442,2.4 K
"Water transport (boats, ships, ferries)",US-SC,236537393,236.5 Million,498,498
Film and sound-based entertainment,US-SC,229412909,229.4 Million,1274,1.3 K
"Scrap, used and secondhand goods",US-SC,165346597,165.3 Million,264,264
Well drilling and support activities for mining,US-SC,135815402,135.8 Million,363,363
Air transport,US-SC,118782764,118.8 Million,1017,1 K
Pipeline transport,US-SC,92108940,92.1 Million,190,190
Noncomparable imports and rest-of-the-world adjustment,US-SC,32126723,32.1 Million,11,11.0
Unrefined oil and gas,US-SC,2825382,2.8 Million,7,7.0
