Commodity,Location,Commodities,Output,Employees,Jobs
"Miscellaneous professional, scientific, and technical services",RoUS,2299672395308,2.3 Trillion,8814190,8.8 Million
Housing,RoUS,2275413589798,2.3 Trillion,375762,375.8 K
Wholesale trade,RoUS,2034037561936,2.0 Trillion,5462975,5.5 Million
State and local general government,RoUS,1884003438122,1.9 Trillion,4164636,4.2 Million
Construction,RoUS,1843575467827,1.8 Trillion,7492988,7.5 Million
Other real estate,RoUS,1392151942854,1.4 Trillion,1332885,1.3 Million
"Insurance agencies, carriers, and brokerages",RoUS,1343942054576,1.3 Trillion,2409502,2.4 Million
Hospitals,RoUS,1141958133836,1.1 Trillion,6705322,6.7 Million
"Healthcare professions, laboratories, and ambulances",RoUS,1116738769544,1.1 Trillion,7557725,7.6 Million
Other retail,RoUS,1090171508177,1.1 Trillion,6546996,6.5 Million
Administrative and support services,RoUS,1020725449256,1.0 Trillion,7856547,7.9 Million
Food and beverage and tobacco products,RoUS,959344411668,959.3 Billion,1983443,2 Million
"Monetary authorities, depository and nondepository credit intermediation and related activities",RoUS,944732627704,944.7 Billion,2385761,2.4 Million
"Other services, except government",RoUS,865213528834,865.2 Billion,4735380,4.7 Million
Food and beverage establishments,RoUS,855852938511,855.9 Billion,10520941,10.5 Million
"Radio, TV, telecommunication",RoUS,737381155314,737.4 Billion,771171,771.2 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",RoUS,723522138873,723.5 Billion,796706,796.7 K
Federal general government (defense),RoUS,692653517604,692.7 Billion,546265,546.3 K
"Financial investments, exchanges, and advising",RoUS,689250722458,689.3 Billion,986627,986.6 K
"Electricity, natural gas, drinking water, and wastewater treatment",RoUS,676019023794,676.0 Billion,933228,933.2 K
Company and enterprise management,RoUS,652883034258,652.9 Billion,2221866,2.2 Million
On-road vehicles (excluding motorcycles) and accompanying parts,RoUS,597753306301,597.8 Billion,840563,840.6 K
Computer programming and systems design,RoUS,578704463196,578.7 Billion,2571507,2.6 Million
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",RoUS,478614884141,478.6 Billion,859914,859.9 K
Federal general government (nondefense),RoUS,456424838176,456.4 Billion,1092996,1.1 Million
Educational institutions and services,RoUS,400544831990,400.5 Billion,10215212,10.2 Million
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",RoUS,394434654263,394.4 Billion,791462,791.5 K
"Petroleum fuels, asphalt, and other petroleum and coal products",RoUS,385838518781,385.8 Billion,116476,116.5 K
Legal services,RoUS,368071402857,368.1 Billion,1115468,1.1 Million
Truck transport,RoUS,366495165815,366.5 Billion,1435652,1.4 Million
"Media, literature, and software",RoUS,351033969683,351.0 Billion,608431,608.4 K
Machinery (except computers),RoUS,341281608198,341.3 Billion,945024,945 K
"Data processing, internet publishing, and other information services",RoUS,340590527447,340.6 Billion,594185,594.2 K
Fabricated metal products (e.g. architectural and structural metal products),RoUS,330856212045,330.9 Billion,1277447,1.3 Million
"Computers and relevant parts, conductors, measuring devices, communication devices",RoUS,315340267337,315.3 Billion,882249,882.2 K
