Commodity,Location,Commodities,Output,Employees,Jobs
Food and beverage stores,RoUS,254260468185,254.3 Billion,2752964,2.8 Million
General merchandise stores,RoUS,245741250732,245.7 Billion,2764825,2.8 Million
"Child day care, community food services, housing services, and other relief services",RoUS,238211093392,238.2 Billion,4023459,4 Million
Vehicles and parts sales,RoUS,237054206091,237.1 Billion,1371182,1.4 Million
Plastics and rubber products,RoUS,236118000294,236.1 Billion,681106,681.1 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",RoUS,221797333659,221.8 Billion,674439,674.4 K
Primary and secondary ferrous and nonferrous metals,RoUS,213635490885,213.6 Billion,353174,353.2 K
Unrefined oil and gas,RoUS,204567562269,204.6 Billion,101432,101.4 K
"Funds, trusts, and financial vehicles",RoUS,190503000886,190.5 Billion,82324,82.3 K
Paper products and paper production facilities,RoUS,184782156387,184.8 Billion,351836,351.8 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,173608179694,173.6 Billion,546148,546.1 K
Warehouses,RoUS,159201577612,159.2 Billion,1482989,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,155571548537,155.6 Billion,1457235,1.5 Million
Hotels and campgrounds,RoUS,144630913853,144.6 Billion,1414757,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,129865769279,129.9 Billion,381661,381.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,129029126408,129.0 Billion,384117,384.1 K
Waste management and remediation services,RoUS,128695173000,128.7 Billion,501320,501.3 K
"Performing arts, spectator sports, museums, and related activities",RoUS,126188594563,126.2 Billion,561713,561.7 K
Air transport,RoUS,124887587230,124.9 Billion,457378,457.4 K
Film and sound-based entertainment,RoUS,124875735108,124.9 Billion,276173,276.2 K
"Wood products (e.g. plywood, veneer)",RoUS,112966577803,113.0 Billion,395862,395.9 K
Other state and local government enterprises including transit and utilities,RoUS,110925900490,110.9 Billion,47134,47.1 K
Well drilling and support activities for mining,RoUS,88587475717,88.6 Billion,231236,231.2 K
Passenger ground transport,RoUS,83002127124,83.0 Billion,621552,621.6 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77701335783,77.7 Billion,137346,137.3 K
Rail transport,RoUS,71937013978,71.9 Billion,766,766
Federal electric utilities and postal service,RoUS,70766503975,70.8 Billion,507071,507.1 K
Furniture and shelving,RoUS,67273464384,67.3 Billion,346055,346.1 K
Print media and printing support,RoUS,65439696319,65.4 Billion,314068,314.1 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,62271187336,62.3 Billion,457420,457.4 K
Pipeline transport,RoUS,60197365571,60.2 Billion,57685,57.7 K
Textiles and textile-dervied products (except clothes),RoUS,45546956316,45.5 Billion,184667,184.7 K
"Water transport (boats, ships, ferries)",RoUS,39873433297,39.9 Billion,66175,66.2 K
Clothing and leather,RoUS,21439051876,21.4 Billion,123379,123.4 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-SD,10181026457,10.2 Billion,5449,5.4 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-SD,10070724377,10.1 Billion,14108,14.1 K
"Scrap, used and secondhand goods",RoUS,8304279296,8.3 Billion,22751,22.8 K
Wholesale trade,US-SD,6095186795,6.1 Billion,21231,21.2 K
Housing,US-SD,5445069240,5.4 Billion,982,982
Hospitals,US-SD,5204648451,5.2 Billion,31764,31.8 K
State and local general government,US-SD,5185866067,5.2 Billion,3366,3.4 K
Construction,US-SD,4470324212,4.5 Billion,25177,25.2 K
"Miscellaneous professional, scientific, and technical services",US-SD,3521583394,3.5 Billion,18716,18.7 K
Other retail,US-SD,3413315234,3.4 Billion,23555,23.6 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3251838608,3.3 Billion,7881,7.9 K
"Healthcare professions, laboratories, and ambulances",US-SD,3235351727,3.2 Billion,18563,18.6 K
"Insurance agencies, carriers, and brokerages",US-SD,2939238480,2.9 Billion,7101,7.1 K
Food and beverage and tobacco products,US-SD,2687034248,2.7 Billion,11341,11.3 K
"Funds, trusts, and financial vehicles",US-SD,2527999114,2.5 Billion,79,79.0
"Other services, except government",US-SD,2340096516,2.3 Billion,14285,14.3 K
Food and beverage establishments,US-SD,1868238911,1.9 Billion,31360,31.4 K
"Radio, TV, telecommunication",US-SD,1836462274,1.8 Billion,2944,2.9 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-SD,1648469874,1.6 Billion,2409,2.4 K
Machinery (except computers),US-SD,1574226793,1.6 Billion,5665,5.7 K
Other real estate,US-SD,1412798931,1.4 Billion,2173,2.2 K
Administrative and support services,US-SD,1400483105,1.4 Billion,11790,11.8 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-SD,1386894920,1.4 Billion,2726,2.7 K
Truck transport,US-SD,1364370705,1.4 Billion,5125,5.1 K
Company and enterprise management,US-SD,1221916021,1.2 Billion,4921,4.9 K
Federal general government (defense),US-SD,1175345636,1.2 Billion,1040,1 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-SD,1165811240,1.2 Billion,3244,3.2 K
Federal general government (nondefense),US-SD,1012942560,1.0 Billion,357,357
"Nursing, community, mental health, and substance abuse facilities",US-SD,959272427,959.3 Million,13450,13.4 K
"Financial investments, exchanges, and advising",US-SD,910481967,910.5 Million,1852,1.9 K
Food and beverage stores,US-SD,833531815,833.5 Million,8159,8.2 K
General merchandise stores,US-SD,755749268,755.7 Million,7295,7.3 K
Computer programming and systems design,US-SD,704816229,704.8 Million,4363,4.4 K
"Wood products (e.g. plywood, veneer)",US-SD,675422197,675.4 Million,2087,2.1 K
Educational institutions and services,US-SD,667818056,667.8 Million,29383,29.4 K
Fabricated metal products (e.g. architectural and structural metal products),US-SD,634036398,634 Million,3539,3.5 K
Vehicles and parts sales,US-SD,605793909,605.8 Million,5722,5.7 K
Plastics and rubber products,US-SD,532999706,533 Million,1644,1.6 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-SD,523859196,523.9 Million,883,883
Hotels and campgrounds,US-SD,500086147,500.1 Million,6258,6.3 K
"Couriers, messengers, transportation for leisure activities",US-SD,477182660,477.2 Million,3209,3.2 K
"Child day care, community food services, housing services, and other relief services",US-SD,476906608,476.9 Million,8956,9 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-SD,433451463,433.5 Million,5538,5.5 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-SD,385873592,385.9 Million,1560,1.6 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-SD,371812664,371.8 Million,766,766
Legal services,US-SD,355372389,355.4 Million,1821,1.8 K
Furniture and shelving,US-SD,321535616,321.5 Million,2181,2.2 K
Rail transport,US-SD,268986022,269 Million,0,0.0
"Computers and relevant parts, conductors, measuring devices, communication devices",US-SD,254473676,254.5 Million,1880,1.9 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-SD,253820306,253.8 Million,761,761
"Lights and light fixtures, switch boards, transformers, and home appliances",US-SD,219230721,219.2 Million,554,554
Print media and printing support,US-SD,207303681,207.3 Million,1046,1 K
Paper products and paper production facilities,US-SD,203843613,203.8 Million,727,727
"Metal ores, dimensional stone, nonmetallic minerals",US-SD,199664217,199.7 Million,690,690
Primary and secondary ferrous and nonferrous metals,US-SD,193509115,193.5 Million,564,564
Waste management and remediation services,US-SD,183827000,183.8 Million,922,922
Other state and local government enterprises including transit and utilities,US-SD,165099510,165.1 Million,8,8.0
Federal electric utilities and postal service,US-SD,163496025,163.5 Million,1549,1.5 K
"Media, literature, and software",US-SD,162275158,162.3 Million,878,878
"Performing arts, spectator sports, museums, and related activities",US-SD,131405437,131.4 Million,2120,2.1 K
"Data processing, internet publishing, and other information services",US-SD,125915299,125.9 Million,339,339
Textiles and textile-dervied products (except clothes),US-SD,113043684,113 Million,547,547
Passenger ground transport,US-SD,106872876,106.9 Million,1068,1.1 K
Warehouses,US-SD,103422388,103.4 Million,935,935
"Petroleum fuels, asphalt, and other petroleum and coal products",US-SD,71102744,71.1 Million,137,137
Pipeline transport,US-SD,60634429,60.6 Million,145,145
Air transport,US-SD,58412770,58.4 Million,181,181
Clothing and leather,US-SD,54948124,54.9 Million,213,213
Film and sound-based entertainment,US-SD,43264892,43.3 Million,422,422
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-SD,35666341,35.7 Million,164,164
Well drilling and support activities for mining,US-SD,26524283,26.5 Million,118,118
"Scrap, used and secondhand goods",US-SD,18720704,18.7 Million,46,46.0
Unrefined oil and gas,US-SD,8437731,8.4 Million,7,7.0
Noncomparable imports and rest-of-the-world adjustment,US-SD,7161392,7.2 Million,3,3.0
"Water transport (boats, ships, ferries)",US-SD,4566703,4.6 Million,14,14.0
